  hr_timesheets  ·  887 lignes  ·  12 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
TS000481,EMP0073,PRJ0047,2022-10-12,20,19.9,0,No,Submitted,EMP0073,EMP0118,On-site work
TS000482,EMP0073,PRJ0047,2022-09-25,20,20.2,0.2,No,Submitted,EMP0073,EMP0102,
TS000483,EMP0079,PRJ0026,2021-10-31,10,10.8,0.8,Yes,Approved,EMP0079,EMP0141,Client meeting
TS000484,EMP0079,PRJ0026,2021-08-16,10,8.4,0,Yes,Approved,EMP0079,EMP0088,On-site work
TS000485,EMP0079,PRJ0026,2021-07-26,10,12,2,No,Approved,EMP0079,EMP0041,Overtime due to deadline
TS000486,EMP0147,PRJ0033,2022-02-26,10,10.6,0.6,Yes,Draft,EMP0147,EMP0052,On-site work
TS000487,EMP0147,PRJ0033,2022-02-05,10,10.9,0.9,No,Submitted,EMP0147,EMP0024,On-site work
TS000488,EMP0147,PRJ0033,2022-02-20,10,9.1,0,Yes,Approved,EMP0147,EMP0043,
TS000489,EMP0086,PRJ0054,2024-02-04,20,16.6,0,No,Approved,EMP0086,EMP0024,On-site work
TS000490,EMP0086,PRJ0054,2023-11-19,20,16.6,0,Yes,Approved,EMP0086,EMP0034,Client meeting
TS000491,EMP0086,PRJ0054,2023-12-22,20,16.8,0,Yes,Approved,EMP0086,EMP0031,Overtime due to deadline
TS000492,EMP0094,PRJ0005,2023-02-16,10,9.8,0,Yes,Approved,EMP0094,EMP0099,
TS000493,EMP0094,PRJ0005,2023-02-26,10,10.2,0.2,Yes,Approved,EMP0094,EMP0098,
TS000494,EMP0094,PRJ0005,2023-02-03,10,9.3,0,No,Approved,EMP0094,EMP0136,Client meeting
TS000495,EMP0022,PRJ0035,2022-04-12,40,37.2,0,Yes,Approved,EMP0022,EMP0039,Overtime due to deadline
TS000496,EMP0022,PRJ0035,2022-09-14,40,37.7,0,Yes,Submitted,EMP0022,EMP0023,
TS000497,EMP0022,PRJ0035,2022-05-15,40,40.1,0.1,Yes,Draft,EMP0022,EMP0081,
TS000498,EMP0053,PRJ0040,2023-08-10,10,8,0,Yes,Approved,EMP0053,EMP0142,Client meeting
TS000499,EMP0053,PRJ0040,2023-09-02,10,9.8,0,No,Approved,EMP0053,EMP0078,
TS000500,EMP0053,PRJ0040,2023-08-28,10,8.8,0,Yes,Approved,EMP0053,EMP0101,
TS000501,EMP0083,PRJ0030,2024-01-15,30,31.7,1.7,Yes,Approved,EMP0083,EMP0062,Overtime due to deadline
TS000502,EMP0083,PRJ0030,2024-01-18,30,22.2,0,Yes,Draft,EMP0083,EMP0093,
TS000503,EMP0083,PRJ0030,2024-01-25,30,23.5,0,Yes,Approved,EMP0083,EMP0045,Overtime due to deadline
TS000504,EMP0005,PRJ0035,2021-04-16,30,35.6,5.6,Yes,Approved,EMP0005,EMP0068,
TS000505,EMP0005,PRJ0035,2021-04-14,30,39.7,9.7,Yes,Approved,EMP0005,EMP0129,Overtime due to deadline
TS000506,EMP0005,PRJ0035,2021-05-09,30,24.9,0,Yes,Approved,EMP0005,EMP0138,Client meeting
TS000507,EMP0085,PRJ0004,2024-11-26,30,31.1,1.1,Yes,Draft,EMP0085,EMP0040,Client meeting
TS000508,EMP0085,PRJ0004,2024-10-20,30,31.5,1.5,Yes,Approved,EMP0085,EMP0017,
TS000509,EMP0085,PRJ0004,2024-12-07,30,19.7,0,Yes,Approved,EMP0085,EMP0112,
TS000510,EMP0096,PRJ0008,2022-04-04,30,34.3,4.3,Yes,Approved,EMP0096,EMP0045,
TS000511,EMP0096,PRJ0008,2022-03-06,30,28.2,0,Yes,Draft,EMP0096,EMP0134,Client meeting
TS000512,EMP0096,PRJ0008,2022-03-22,30,23.2,0,Yes,Approved,EMP0096,EMP0069,On-site work
TS000513,EMP0033,PRJ0047,2024-12-04,30,30.1,0.1,No,Approved,EMP0033,EMP0017,
TS000514,EMP0033,PRJ0047,2024-12-23,30,28.9,0,No,Approved,EMP0033,EMP0128,Overtime due to deadline
TS000515,EMP0033,PRJ0047,2024-12-17,30,26.6,0,Yes,Approved,EMP0033,EMP0066,
TS000516,EMP0039,PRJ0045,2022-01-18,30,34.1,4.1,Yes,Approved,EMP0039,EMP0131,
TS000517,EMP0039,PRJ0045,2021-04-22,30,30.4,0.4,Yes,Approved,EMP0039,EMP0039,
TS000518,EMP0039,PRJ0045,2021-04-18,30,29.5,0,Yes,Draft,EMP0039,EMP0108,
TS000519,EMP0083,PRJ0001,2022-03-09,10,10,0,Yes,Submitted,EMP0083,EMP0147,
TS000520,EMP0083,PRJ0001,2022-02-11,10,13.3,3.3,Yes,Draft,EMP0083,EMP0046,
TS000521,EMP0083,PRJ0001,2022-04-03,10,13.7,3.7,Yes,Approved,EMP0083,EMP0073,
TS000522,EMP0025,PRJ0024,2023-05-07,30,28.7,0,Yes,Approved,EMP0025,EMP0095,
TS000523,EMP0025,PRJ0024,2023-04-19,30,26.5,0,Yes,Approved,EMP0025,EMP0127,
TS000524,EMP0025,PRJ0024,2023-08-27,30,28.5,0,No,Approved,EMP0025,EMP0002,Overtime due to deadline
TS000525,EMP0095,PRJ0037,2022-01-02,10,10.1,0.1,No,Submitted,EMP0095,EMP0086,
TS000526,EMP0095,PRJ0037,2022-07-01,10,11.4,1.4,No,Submitted,EMP0095,EMP0027,
TS000527,EMP0095,PRJ0037,2022-09-18,10,11.6,1.6,No,Draft,EMP0095,EMP0037,On-site work
TS000528,EMP0113,PRJ0008,2023-08-17,30,29.5,0,Yes,Draft,EMP0113,EMP0134,Overtime due to deadline
TS000529,EMP0113,PRJ0008,2023-12-03,30,33.9,3.9,Yes,Approved,EMP0113,EMP0130,
TS000530,EMP0113,PRJ0008,2023-11-17,30,27,0,No,Approved,EMP0113,EMP0146,
TS000531,EMP0056,PRJ0025,2021-05-30,10,9.6,0,Yes,Submitted,EMP0056,EMP0101,On-site work
TS000532,EMP0056,PRJ0025,2021-05-16,10,9.3,0,Yes,Approved,EMP0056,EMP0020,
TS000533,EMP0056,PRJ0025,2021-04-22,10,10.4,0.4,Yes,Approved,EMP0056,EMP0120,
TS000534,EMP0121,PRJ0050,2021-07-28,20,16.1,0,Yes,Approved,EMP0121,EMP0054,Overtime due to deadline
TS000535,EMP0121,PRJ0050,2021-06-07,20,14.3,0,Yes,Submitted,EMP0121,EMP0078,On-site work
TS000536,EMP0121,PRJ0050,2021-01-21,20,21.3,1.3,Yes,Submitted,EMP0121,EMP0038,
TS000537,EMP0012,PRJ0043,2022-08-24,30,30,0,Yes,Approved,EMP0012,EMP0067,
TS000538,EMP0012,PRJ0043,2022-05-28,30,34.2,4.2,No,Submitted,EMP0012,EMP0143,On-site work
TS000539,EMP0012,PRJ0043,2022-08-03,30,30,0,No,Approved,EMP0012,EMP0004,
TS000540,EMP0138,PRJ0013,2023-05-19,30,35,5,Yes,Submitted,EMP0138,EMP0096,On-site work
TS000541,EMP0138,PRJ0013,2023-04-14,30,27,0,No,Approved,EMP0138,EMP0017,
TS000542,EMP0138,PRJ0013,2023-07-15,30,28.3,0,No,Approved,EMP0138,EMP0085,
TS000543,EMP0032,PRJ0031,2024-04-22,10,10.5,0.5,No,Approved,EMP0032,EMP0102,Overtime due to deadline
TS000544,EMP0032,PRJ0031,2024-04-16,10,9.8,0,Yes,Approved,EMP0032,EMP0091,
TS000545,EMP0032,PRJ0031,2024-07-05,10,9.7,0,Yes,Approved,EMP0032,EMP0063,On-site work
TS000546,EMP0108,PRJ0022,2021-06-18,10,11.6,1.6,Yes,Submitted,EMP0108,EMP0123,
TS000547,EMP0108,PRJ0022,2021-06-05,10,9.8,0,Yes,Submitted,EMP0108,EMP0135,
TS000548,EMP0108,PRJ0022,2021-07-10,10,10.8,0.8,No,Approved,EMP0108,EMP0005,Overtime due to deadline
TS000549,EMP0026,PRJ0056,2022-12-04,40,38.4,0,No,Approved,EMP0026,EMP0145,Client meeting
TS000550,EMP0026,PRJ0056,2022-10-06,40,33.3,0,Yes,Approved,EMP0026,EMP0082,Client meeting
TS000551,EMP0026,PRJ0056,2022-09-23,40,50.8,10.8,Yes,Submitted,EMP0026,EMP0121,Client meeting
TS000552,EMP0098,PRJ0008,2022-03-02,20,21,1,No,Draft,EMP0098,EMP0041,
TS000553,EMP0098,PRJ0008,2022-01-04,20,18.7,0,No,Draft,EMP0098,EMP0015,
TS000554,EMP0098,PRJ0008,2022-03-17,20,18,0,Yes,Submitted,EMP0098,EMP0045,
TS000555,EMP0004,PRJ0012,2022-01-07,20,15.5,0,Yes,Draft,EMP0004,EMP0008,On-site work
TS000556,EMP0004,PRJ0012,2022-03-07,20,17,0,No,Approved,EMP0004,EMP0145,
TS000557,EMP0004,PRJ0012,2022-05-18,20,18.2,0,Yes,Approved,EMP0004,EMP0057,
TS000558,EMP0066,PRJ0023,2021-08-08,20,19.5,0,Yes,Approved,EMP0066,EMP0052,
TS000559,EMP0066,PRJ0023,2021-06-22,20,18.6,0,No,Approved,EMP0066,EMP0006,
TS000560,EMP0066,PRJ0023,2021-08-24,20,13.4,0,Yes,Approved,EMP0066,EMP0029,Client meeting
TS000561,EMP0084,PRJ0041,2024-10-14,40,45.6,5.6,No,Approved,EMP0084,EMP0026,
TS000562,EMP0084,PRJ0041,2024-09-12,40,38.6,0,Yes,Draft,EMP0084,EMP0112,On-site work
TS000563,EMP0084,PRJ0041,2024-12-16,40,37.8,0,No,Approved,EMP0084,EMP0092,
TS000564,EMP0058,PRJ0006,2022-05-08,10,9.3,0,Yes,Approved,EMP0058,EMP0079,On-site work
TS000565,EMP0058,PRJ0006,2022-05-11,10,9.7,0,Yes,Submitted,EMP0058,EMP0147,Overtime due to deadline
TS000566,EMP0058,PRJ0006,2022-05-21,10,10.9,0.9,No,Approved,EMP0058,EMP0082,Client meeting
TS000567,EMP0031,PRJ0013,2021-07-28,20,19.1,0,Yes,Approved,EMP0031,EMP0020,
TS000568,EMP0031,PRJ0013,2021-08-29,20,18.9,0,No,Approved,EMP0031,EMP0023,On-site work
TS000569,EMP0031,PRJ0013,2021-11-20,20,16,0,Yes,Approved,EMP0031,EMP0064,On-site work
TS000570,EMP0051,PRJ0017,2024-12-21,40,30.4,0,Yes,Submitted,EMP0051,EMP0001,
TS000571,EMP0100,PRJ0009,2024-08-29,20,17.1,0,Yes,Approved,EMP0100,EMP0097,
TS000572,EMP0100,PRJ0009,2024-10-09,20,21.2,1.2,Yes,Submitted,EMP0100,EMP0148,On-site work
TS000573,EMP0100,PRJ0009,2024-12-03,20,19.3,0,Yes,Submitted,EMP0100,EMP0076,
TS000574,EMP0097,PRJ0012,2021-11-20,20,18.3,0,Yes,Approved,EMP0097,EMP0088,
TS000575,EMP0097,PRJ0012,2021-12-19,20,20.6,0.6,No,Draft,EMP0097,EMP0087,Client meeting
TS000576,EMP0097,PRJ0012,2022-04-20,20,21,1,No,Submitted,EMP0097,EMP0111,On-site work
TS000577,EMP0071,PRJ0056,2022-06-18,40,35,0,Yes,Approved,EMP0071,EMP0049,Overtime due to deadline
TS000578,EMP0071,PRJ0056,2022-07-05,40,36,0,Yes,Draft,EMP0071,EMP0139,
TS000579,EMP0071,PRJ0056,2022-07-04,40,39.1,0,Yes,Approved,EMP0071,EMP0126,
TS000580,EMP0020,PRJ0054,2022-09-16,10,11.1,1.1,Yes,Approved,EMP0020,EMP0076,On-site work
TS000581,EMP0020,PRJ0054,2023-07-06,10,9.2,0,Yes,Approved,EMP0020,EMP0075,
TS000582,EMP0020,PRJ0054,2023-04-19,10,9.4,0,No,Approved,EMP0020,EMP0102,Overtime due to deadline
TS000583,EMP0034,PRJ0001,2023-08-11,30,32.8,2.8,Yes,Approved,EMP0034,EMP0095,Overtime due to deadline
TS000584,EMP0034,PRJ0001,2023-06-11,30,27.8,0,Yes,Approved,EMP0034,EMP0113,Overtime due to deadline
TS000585,EMP0034,PRJ0001,2023-04-17,30,30.5,0.5,Yes,Submitted,EMP0034,EMP0025,
TS000586,EMP0143,PRJ0019,2022-09-08,30,33.5,3.5,No,Approved,EMP0143,EMP0059,Client meeting
TS000587,EMP0143,PRJ0019,2022-06-27,30,34.5,4.5,Yes,Approved,EMP0143,EMP0122,Client meeting
TS000588,EMP0143,PRJ0019,2022-08-11,30,23,0,Yes,Approved,EMP0143,EMP0009,Client meeting
TS000589,EMP0052,PRJ0028,2021-09-30,40,48.7,8.7,Yes,Approved,EMP0052,EMP0031,Overtime due to deadline
TS000590,EMP0052,PRJ0028,2021-06-20,40,33.7,0,No,Approved,EMP0052,EMP0055,
TS000591,EMP0052,PRJ0028,2021-06-08,40,42.3,2.3,Yes,Approved,EMP0052,EMP0038,Client meeting
TS000592,EMP0133,PRJ0007,2022-04-25,20,20.3,0.3,Yes,Submitted,EMP0133,EMP0018,
TS000593,EMP0133,PRJ0007,2022-05-28,20,16.4,0,No,Approved,EMP0133,EMP0004,On-site work
TS000594,EMP0133,PRJ0007,2022-07-27,20,18.7,0,Yes,Submitted,EMP0133,EMP0029,Overtime due to deadline
TS000595,EMP0061,PRJ0014,2024-12-01,40,44.8,4.8,No,Draft,EMP0061,EMP0028,Client meeting
TS000596,EMP0061,PRJ0014,2024-11-28,40,46.4,6.4,No,Submitted,EMP0061,EMP0089,Overtime due to deadline
TS000597,EMP0061,PRJ0014,2024-12-08,40,34.9,0,Yes,Approved,EMP0061,EMP0071,Overtime due to deadline
TS000598,EMP0071,PRJ0005,2023-09-08,10,11.2,1.2,Yes,Approved,EMP0071,EMP0103,
TS000599,EMP0071,PRJ0005,2024-01-15,10,11,1,Yes,Submitted,EMP0071,EMP0069,
TS000600,EMP0071,PRJ0005,2023-07-07,10,9.1,0,Yes,Submitted,EMP0071,EMP0080,
TS000601,EMP0008,PRJ0044,2021-08-10,30,23.1,0,Yes,Submitted,EMP0008,EMP0035,
TS000602,EMP0008,PRJ0044,2021-07-16,30,30.4,0.4,Yes,Submitted,EMP0008,EMP0069,On-site work
TS000603,EMP0008,PRJ0044,2021-04-23,30,28.5,0,Yes,Draft,EMP0008,EMP0105,On-site work
TS000604,EMP0095,PRJ0035,2022-02-19,30,28.8,0,No,Submitted,EMP0095,EMP0015,Client meeting
TS000605,EMP0095,PRJ0035,2021-11-27,30,36.5,6.5,Yes,Submitted,EMP0095,EMP0135,Client meeting
TS000606,EMP0095,PRJ0035,2021-10-25,30,32.8,2.8,Yes,Submitted,EMP0095,EMP0052,
TS000607,EMP0131,PRJ0048,2022-09-08,40,41.9,1.9,Yes,Approved,EMP0131,EMP0095,Overtime due to deadline
TS000608,EMP0131,PRJ0048,2023-01-17,40,40.4,0.4,Yes,Draft,EMP0131,EMP0008,
TS000609,EMP0131,PRJ0048,2022-11-10,40,33.5,0,No,Approved,EMP0131,EMP0142,
TS000610,EMP0097,PRJ0006,2022-04-10,30,30.3,0.3,Yes,Submitted,EMP0097,EMP0024,
TS000611,EMP0097,PRJ0006,2021-10-30,30,28,0,Yes,Draft,EMP0097,EMP0057,On-site work
TS000612,EMP0097,PRJ0006,2022-02-08,30,31.8,1.8,Yes,Approved,EMP0097,EMP0105,Client meeting
TS000613,EMP0125,PRJ0040,2021-01-15,10,12.6,2.6,Yes,Approved,EMP0125,EMP0034,On-site work
TS000614,EMP0125,PRJ0040,2021-04-03,10,7.1,0,Yes,Approved,EMP0125,EMP0065,Client meeting
TS000615,EMP0125,PRJ0040,2021-06-10,10,9.5,0,Yes,Submitted,EMP0125,EMP0090,Overtime due to deadline
TS000616,EMP0053,PRJ0003,2024-12-17,10,7.7,0,Yes,Approved,EMP0053,EMP0134,Client meeting
TS000617,EMP0053,PRJ0003,2024-12-21,10,9.8,0,No,Draft,EMP0053,EMP0096,Client meeting
TS000618,EMP0053,PRJ0003,2024-12-18,10,9.9,0,Yes,Approved,EMP0053,EMP0017,
TS000619,EMP0033,PRJ0037,2022-08-06,30,24.3,0,Yes,Submitted,EMP0033,EMP0077,
TS000620,EMP0033,PRJ0037,2022-07-05,30,23.1,0,Yes,Approved,EMP0033,EMP0015,Client meeting
TS000621,EMP0033,PRJ0037,2022-09-08,30,26.4,0,Yes,Approved,EMP0033,EMP0076,
TS000622,EMP0064,PRJ0025,2023-09-16,40,32.3,0,Yes,Approved,EMP0064,EMP0010,Client meeting
TS000623,EMP0064,PRJ0025,2023-08-21,40,51,11,Yes,Submitted,EMP0064,EMP0137,On-site work
TS000624,EMP0064,PRJ0025,2023-08-31,40,39.6,0,Yes,Draft,EMP0064,EMP0092,Client meeting
TS000625,EMP0026,PRJ0059,2022-04-21,40,46.5,6.5,No,Approved,EMP0026,EMP0025,Overtime due to deadline
TS000626,EMP0026,PRJ0059,2022-03-30,40,30.5,0,Yes,Submitted,EMP0026,EMP0144,
TS000627,EMP0026,PRJ0059,2022-06-09,40,47.1,7.1,Yes,Approved,EMP0026,EMP0079,Overtime due to deadline
TS000628,EMP0133,PRJ0026,2022-08-13,40,34.8,0,Yes,Approved,EMP0133,EMP0119,
TS000629,EMP0133,PRJ0026,2022-09-18,40,48,8,Yes,Approved,EMP0133,EMP0121,
TS000630,EMP0133,PRJ0026,2022-09-26,40,42.8,2.8,Yes,Approved,EMP0133,EMP0136,
TS000631,EMP0079,PRJ0032,2021-04-10,10,12.8,2.8,Yes,Approved,EMP0079,EMP0105,Client meeting
TS000632,EMP0079,PRJ0032,2021-06-11,10,11,1,No,Approved,EMP0079,EMP0081,On-site work
TS000633,EMP0079,PRJ0032,2021-03-12,10,10.3,0.3,Yes,Approved,EMP0079,EMP0015,
TS000634,EMP0022,PRJ0019,2022-09-27,30,24.9,0,Yes,Submitted,EMP0022,EMP0044,Client meeting
TS000635,EMP0022,PRJ0019,2022-04-30,30,22.4,0,Yes,Approved,EMP0022,EMP0110,Overtime due to deadline
TS000636,EMP0022,PRJ0019,2022-09-15,30,30.5,0.5,No,Approved,EMP0022,EMP0010,Client meeting
TS000637,EMP0049,PRJ0058,2024-07-14,30,28.7,0,No,Submitted,EMP0049,EMP0136,
TS000638,EMP0049,PRJ0058,2024-06-21,30,19.1,0,Yes,Approved,EMP0049,EMP0064,
TS000639,EMP0049,PRJ0058,2024-09-15,30,32.8,2.8,Yes,Approved,EMP0049,EMP0079,
TS000640,EMP0114,PRJ0011,2023-12-18,20,18.2,0,No,Approved,EMP0114,EMP0075,Overtime due to deadline
TS000641,EMP0114,PRJ0011,2024-08-07,20,17.8,0,No,Draft,EMP0114,EMP0088,Overtime due to deadline
TS000642,EMP0114,PRJ0011,2024-05-16,20,18.4,0,No,Approved,EMP0114,EMP0104,
TS000643,EMP0131,PRJ0008,2023-04-16,30,32.1,2.1,Yes,Approved,EMP0131,EMP0130,
TS000644,EMP0131,PRJ0008,2023-02-22,30,42.9,12.9,Yes,Approved,EMP0131,EMP0010,Overtime due to deadline
TS000645,EMP0131,PRJ0008,2023-11-13,30,29.8,0,Yes,Draft,EMP0131,EMP0028,On-site work
TS000646,EMP0098,PRJ0001,2022-09-04,20,23.7,3.7,Yes,Approved,EMP0098,EMP0114,Overtime due to deadline
TS000647,EMP0098,PRJ0001,2022-10-27,20,16.7,0,Yes,Approved,EMP0098,EMP0003,
TS000648,EMP0098,PRJ0001,2023-03-28,20,19,0,Yes,Approved,EMP0098,EMP0070,Client meeting
TS000649,EMP0119,PRJ0019,2022-09-25,40,28.8,0,Yes,Approved,EMP0119,EMP0073,
TS000650,EMP0119,PRJ0019,2022-09-23,40,46.3,6.3,Yes,Approved,EMP0119,EMP0068,Client meeting
TS000651,EMP0119,PRJ0019,2022-09-29,40,36.1,0,Yes,Approved,EMP0119,EMP0054,On-site work
TS000652,EMP0099,PRJ0018,2024-05-19,20,22.4,2.4,Yes,Approved,EMP0099,EMP0023,
TS000653,EMP0099,PRJ0018,2024-05-22,20,20.8,0.8,Yes,Submitted,EMP0099,EMP0026,
TS000654,EMP0099,PRJ0018,2024-03-16,20,21.1,1.1,Yes,Draft,EMP0099,EMP0068,Overtime due to deadline
TS000655,EMP0087,PRJ0032,2023-12-19,20,21.5,1.5,Yes,Approved,EMP0087,EMP0081,Overtime due to deadline
TS000656,EMP0087,PRJ0032,2024-01-05,20,21.1,1.1,Yes,Submitted,EMP0087,EMP0012,
TS000657,EMP0087,PRJ0032,2024-01-11,20,19,0,Yes,Approved,EMP0087,EMP0069,On-site work
TS000658,EMP0073,PRJ0060,2021-09-30,30,27.6,0,Yes,Approved,EMP0073,EMP0030,Overtime due to deadline
TS000659,EMP0073,PRJ0060,2021-10-20,30,33.5,3.5,Yes,Submitted,EMP0073,EMP0108,On-site work
TS000660,EMP0073,PRJ0060,2021-10-05,30,29.2,0,Yes,Approved,EMP0073,EMP0016,
TS000661,EMP0104,PRJ0035,2024-01-17,20,16.5,0,No,Approved,EMP0104,EMP0047,Client meeting
TS000662,EMP0104,PRJ0035,2024-06-06,20,22,2,No,Approved,EMP0104,EMP0034,Overtime due to deadline
TS000663,EMP0104,PRJ0035,2024-07-31,20,22.3,2.3,Yes,Approved,EMP0104,EMP0081,
TS000664,EMP0064,PRJ0038,2022-05-05,40,44,4,No,Approved,EMP0064,EMP0145,
TS000665,EMP0064,PRJ0038,2022-04-23,40,30.9,0,Yes,Approved,EMP0064,EMP0064,Overtime due to deadline
TS000666,EMP0064,PRJ0038,2022-04-24,40,38.9,0,Yes,Approved,EMP0064,EMP0039,Client meeting
TS000667,EMP0101,PRJ0045,2022-02-15,40,42,2,Yes,Approved,EMP0101,EMP0121,Overtime due to deadline
TS000668,EMP0101,PRJ0045,2022-02-12,40,39.8,0,Yes,Submitted,EMP0101,EMP0083,
TS000669,EMP0101,PRJ0045,2021-12-05,40,41.9,1.9,Yes,Approved,EMP0101,EMP0104,
TS000670,EMP0139,PRJ0046,2021-12-09,10,9.9,0,Yes,Submitted,EMP0139,EMP0115,
TS000671,EMP0139,PRJ0046,2022-07-12,10,9.3,0,Yes,Approved,EMP0139,EMP0027,Overtime due to deadline
TS000672,EMP0139,PRJ0046,2022-05-29,10,10.2,0.2,Yes,Approved,EMP0139,EMP0024,Client meeting
TS000673,EMP0036,PRJ0038,2023-02-03,40,31.8,0,Yes,Approved,EMP0036,EMP0117,
TS000674,EMP0036,PRJ0038,2022-11-30,40,30.4,0,No,Submitted,EMP0036,EMP0117,
TS000675,EMP0036,PRJ0038,2023-01-19,40,40.9,0.9,Yes,Approved,EMP0036,EMP0116,
TS000676,EMP0091,PRJ0051,2022-07-04,30,23.9,0,No,Approved,EMP0091,EMP0088,
TS000677,EMP0091,PRJ0051,2023-01-08,30,24.6,0,Yes,Approved,EMP0091,EMP0028,
TS000678,EMP0091,PRJ0051,2023-01-25,30,24,0,Yes,Approved,EMP0091,EMP0105,
TS000679,EMP0004,PRJ0056,2022-06-08,10,9.3,0,No,Approved,EMP0004,EMP0118,
TS000680,EMP0004,PRJ0056,2022-07-21,10,9.4,0,Yes,Approved,EMP0004,EMP0032,Overtime due to deadline
TS000681,EMP0004,PRJ0056,2022-09-20,10,8,0,Yes,Approved,EMP0004,EMP0136,On-site work
TS000682,EMP0139,PRJ0027,2023-11-11,40,27.4,0,Yes,Approved,EMP0139,EMP0150,Overtime due to deadline
TS000683,EMP0139,PRJ0027,2024-03-08,40,42.6,2.6,Yes,Approved,EMP0139,EMP0033,
TS000684,EMP0139,PRJ0027,2024-02-06,40,27.1,0,Yes,Approved,EMP0139,EMP0083,Client meeting
TS000685,EMP0150,PRJ0012,2024-03-14,30,24.6,0,Yes,Approved,EMP0150,EMP0102,
TS000686,EMP0150,PRJ0012,2024-01-28,30,33,3,Yes,Approved,EMP0150,EMP0106,Client meeting
TS000687,EMP0150,PRJ0012,2024-05-19,30,27.9,0,No,Submitted,EMP0150,EMP0142,On-site work
TS000688,EMP0030,PRJ0053,2024-09-09,40,48.9,8.9,Yes,Approved,EMP0030,EMP0075,On-site work
TS000689,EMP0030,PRJ0053,2024-10-12,40,42.8,2.8,Yes,Draft,EMP0030,EMP0046,Client meeting
TS000690,EMP0030,PRJ0053,2024-12-01,40,38.5,0,Yes,Approved,EMP0030,EMP0030,
TS000691,EMP0083,PRJ0059,2023-04-08,20,13.8,0,Yes,Approved,EMP0083,EMP0137,
TS000692,EMP0083,PRJ0059,2023-03-10,20,16.4,0,No,Approved,EMP0083,EMP0007,Overtime due to deadline
TS000693,EMP0083,PRJ0059,2022-10-19,20,21,1,Yes,Submitted,EMP0083,EMP0074,On-site work
TS000694,EMP0127,PRJ0008,2024-07-11,30,30.5,0.5,Yes,Approved,EMP0127,EMP0076,
TS000695,EMP0127,PRJ0008,2024-12-07,30,38.1,8.1,Yes,Submitted,EMP0127,EMP0144,
TS000696,EMP0127,PRJ0008,2024-12-17,30,31.7,1.7,Yes,Approved,EMP0127,EMP0074,On-site work
TS000697,EMP0021,PRJ0041,2021-09-13,30,34,4,No,Draft,EMP0021,EMP0081,Client meeting
TS000698,EMP0021,PRJ0041,2021-09-13,30,28,0,Yes,Approved,EMP0021,EMP0114,
TS000699,EMP0021,PRJ0041,2021-10-24,30,30.2,0.2,Yes,Submitted,EMP0021,EMP0050,
TS000700,EMP0059,PRJ0026,2023-04-19,40,32.5,0,Yes,Approved,EMP0059,EMP0048,
TS000701,EMP0059,PRJ0026,2023-05-23,40,41.3,1.3,Yes,Approved,EMP0059,EMP0042,Client meeting
TS000702,EMP0059,PRJ0026,2023-01-10,40,41.2,1.2,Yes,Approved,EMP0059,EMP0040,
TS000703,EMP0042,PRJ0038,2021-08-25,30,35.5,5.5,No,Approved,EMP0042,EMP0078,Overtime due to deadline
TS000704,EMP0042,PRJ0038,2021-12-10,30,27.4,0,Yes,Approved,EMP0042,EMP0082,Client meeting
TS000705,EMP0042,PRJ0038,2021-09-11,30,35.3,5.3,No,Approved,EMP0042,EMP0140,Client meeting
TS000706,EMP0012,PRJ0047,2021-12-08,30,28.5,0,Yes,Approved,EMP0012,EMP0055,On-site work
TS000707,EMP0012,PRJ0047,2021-11-19,30,28.2,0,No,Approved,EMP0012,EMP0122,Client meeting
TS000708,EMP0012,PRJ0047,2022-03-25,30,33.3,3.3,No,Approved,EMP0012,EMP0030,On-site work
TS000709,EMP0001,PRJ0036,2022-06-24,10,6.9,0,Yes,Approved,EMP0001,EMP0011,On-site work
TS000710,EMP0001,PRJ0036,2022-06-11,10,11.1,1.1,Yes,Submitted,EMP0001,EMP0030,Overtime due to deadline
TS000711,EMP0001,PRJ0036,2022-05-09,10,8.8,0,No,Submitted,EMP0001,EMP0096,Client meeting
TS000712,EMP0097,PRJ0008,2024-01-02,20,19.4,0,Yes,Approved,EMP0097,EMP0050,
TS000713,EMP0097,PRJ0008,2024-01-03,20,21.2,1.2,No,Submitted,EMP0097,EMP0137,
TS000714,EMP0097,PRJ0008,2024-02-01,20,20.7,0.7,Yes,Approved,EMP0097,EMP0055,On-site work
TS000715,EMP0140,PRJ0009,2024-11-26,30,31.6,1.6,No,Submitted,EMP0140,EMP0112,On-site work
TS000716,EMP0140,PRJ0009,2024-12-21,30,27.4,0,No,Submitted,EMP0140,EMP0040,
TS000717,EMP0140,PRJ0009,2024-11-28,30,29.7,0,Yes,Approved,EMP0140,EMP0065,Client meeting
TS000718,EMP0068,PRJ0059,2022-01-21,10,9.6,0,Yes,Approved,EMP0068,EMP0067,Overtime due to deadline
TS000719,EMP0068,PRJ0059,2022-07-02,10,8.5,0,Yes,Approved,EMP0068,EMP0031,Client meeting
TS000720,EMP0068,PRJ0059,2021-12-19,10,10.5,0.5,Yes,Approved,EMP0068,EMP0150,
TS000721,EMP0130,PRJ0055,2021-08-27,30,32.5,2.5,Yes,Approved,EMP0130,EMP0078,Client meeting
