"  erp_sales_orders  ·  1,000 lignes  ·  9 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
SO00503,CUS0138,2023-12-23,2024-01-07,414077.89,Confirmed,EMP0108,TND,Expedited shipping,Pending
SO00504,CUS0181,2023-02-20,2023-04-10,45934.02,Delivered,EMP0118,TND,Pre-payment required,Late
SO00505,CUS0017,2022-02-11,2022-02-23,188195.72,Confirmed,EMP0116,TND,Standard delivery,Pending
SO00506,CUS0077,2023-03-17,2023-05-12,52249.44,Shipped,EMP0114,TND,Frame agreement order,At Risk
SO00507,CUS0194,2023-11-23,2023-12-24,426336.05,Cancelled,EMP0131,TND,Frame agreement order,Cancelled
SO00508,CUS0189,2023-03-10,2023-04-17,49426.05,Delivered,EMP0138,TND,Frame agreement order,On Time
SO00509,CUS0135,2022-01-17,2022-01-25,431553.89,Shipped,EMP0064,TND,,At Risk
SO00510,CUS0139,2023-01-13,2023-02-26,277624.54,Pending,EMP0046,TND,Expedited shipping,Pending
SO00511,CUS0169,2023-04-02,2023-05-18,198221.38,Shipped,EMP0116,TND,Pre-payment required,On Time
SO00512,CUS0195,2023-02-04,2023-03-24,245926.75,Delivered,EMP0070,TND,Pre-payment required,On Time
SO00513,CUS0030,2023-11-12,2023-11-29,315000.45,Delivered,EMP0040,TND,Expedited shipping,Late
SO00514,CUS0004,2022-11-10,2022-12-21,482528.11,Confirmed,EMP0072,TND,Frame agreement order,Pending
SO00515,CUS0174,2023-06-10,2023-07-04,400991.11,Confirmed,EMP0145,TND,Frame agreement order,Pending
SO00516,CUS0054,2022-09-07,2022-10-17,33156.15,Pending,EMP0144,TND,Frame agreement order,Pending
SO00517,CUS0187,2022-04-01,2022-05-05,287299.09,Confirmed,EMP0068,TND,Pre-payment required,Pending
SO00518,CUS0010,2022-06-02,2022-07-03,330721.52,Cancelled,EMP0052,TND,,Cancelled
SO00519,CUS0158,2022-11-08,2022-11-24,39948.6,Confirmed,EMP0150,TND,,Pending
SO00520,CUS0004,2024-02-13,2024-03-10,348538.19,Delivered,EMP0130,TND,Pre-payment required,On Time
SO00521,CUS0028,2024-10-11,2024-12-05,33330.32,Delivered,EMP0049,TND,Standard delivery,On Time
SO00522,CUS0097,2024-01-08,2024-02-22,169862.19,Delivered,EMP0046,TND,Pre-payment required,On Time
SO00523,CUS0176,2022-03-12,2022-04-25,194743.09,Shipped,EMP0019,TND,Expedited shipping,On Time
SO00524,CUS0082,2023-03-15,2023-04-01,275822.61,Cancelled,EMP0150,TND,Standard delivery,Cancelled
SO00525,CUS0195,2024-11-19,2025-01-13,261900.94,Delivered,EMP0008,TND,,On Time
SO00526,CUS0024,2022-05-21,2022-05-28,232892.95,Shipped,EMP0045,TND,Expedited shipping,On Time
SO00527,CUS0007,2024-03-30,2024-04-21,391078.64,Delivered,EMP0131,TND,Standard delivery,On Time
SO00528,CUS0167,2024-11-05,2024-12-03,490871.91,Cancelled,EMP0074,TND,Pre-payment required,Cancelled
SO00529,CUS0054,2023-07-12,2023-09-08,417164.68,Confirmed,EMP0029,TND,Expedited shipping,Pending
SO00530,CUS0111,2022-12-22,2023-02-17,358408.69,Delivered,EMP0127,TND,Frame agreement order,Late
SO00531,CUS0144,2023-03-12,2023-05-08,476630.36,Pending,EMP0020,TND,,Pending
SO00532,CUS0078,2022-04-23,2022-05-14,258676.05,Shipped,EMP0062,TND,Standard delivery,On Time
SO00533,CUS0146,2024-08-18,2024-09-25,168077.81,Delivered,EMP0132,TND,Pre-payment required,On Time
SO00534,CUS0031,2022-12-28,2023-02-08,65157,Pending,EMP0017,TND,,Pending
SO00535,CUS0072,2024-08-25,2024-09-30,87235.17,Pending,EMP0059,TND,Standard delivery,Pending
SO00536,CUS0041,2022-09-09,2022-10-10,181618.51,Delivered,EMP0080,TND,Frame agreement order,On Time
SO00537,CUS0056,2022-01-16,2022-01-26,69916.9,Confirmed,EMP0028,TND,Expedited shipping,Pending
SO00538,CUS0126,2022-05-28,2022-07-07,61096.7,Pending,EMP0079,TND,Expedited shipping,Pending
SO00539,CUS0036,2023-05-16,2023-06-23,428727.75,Cancelled,EMP0140,TND,,Cancelled
SO00540,CUS0021,2022-07-08,2022-08-18,162145.34,Confirmed,EMP0007,TND,Frame agreement order,Pending
SO00541,CUS0007,2023-03-24,2023-04-16,62592.54,Shipped,EMP0034,TND,Frame agreement order,On Time
SO00542,CUS0102,2022-12-09,2022-12-21,278851.19,Cancelled,EMP0027,TND,Standard delivery,Cancelled
SO00543,CUS0058,2023-12-06,2023-12-19,467422.12,Pending,EMP0018,TND,Frame agreement order,Pending
SO00544,CUS0194,2023-01-06,2023-02-02,36895.61,Delivered,EMP0044,TND,Expedited shipping,On Time
SO00545,CUS0140,2023-02-04,2023-03-24,13912.39,Confirmed,EMP0115,TND,Standard delivery,Pending
SO00546,CUS0008,2022-12-28,2023-02-09,328073.52,Cancelled,EMP0024,TND,,Cancelled
SO00547,CUS0002,2023-10-01,2023-10-12,433461.32,Shipped,EMP0100,TND,,On Time
SO00548,CUS0022,2024-03-04,2024-04-25,121929.15,Delivered,EMP0010,TND,Frame agreement order,On Time
SO00549,CUS0037,2024-10-11,2024-11-18,82576.14,Shipped,EMP0094,TND,Standard delivery,On Time
SO00550,CUS0112,2022-01-15,2022-03-10,422030.85,Confirmed,EMP0090,TND,Expedited shipping,Pending
SO00551,CUS0053,2023-05-09,2023-06-08,18475.09,Delivered,EMP0048,TND,Frame agreement order,On Time
SO00552,CUS0084,2022-09-28,2022-10-09,22655.33,Cancelled,EMP0070,TND,Frame agreement order,Cancelled
SO00553,CUS0125,2022-09-02,2022-09-24,22570.29,Shipped,EMP0020,TND,Pre-payment required,At Risk
SO00554,CUS0053,2022-07-25,2022-08-15,330475.6,Pending,EMP0102,TND,Frame agreement order,Pending
SO00555,CUS0015,2023-02-20,2023-04-05,418278.14,Confirmed,EMP0076,TND,Standard delivery,Pending
SO00556,CUS0080,2024-09-05,2024-09-17,320674.02,Confirmed,EMP0087,TND,,Pending
SO00557,CUS0107,2024-05-09,2024-06-06,123235.53,Cancelled,EMP0013,TND,Expedited shipping,Cancelled
SO00558,CUS0058,2024-02-26,2024-04-15,490248.98,Shipped,EMP0124,TND,Pre-payment required,On Time
SO00559,CUS0057,2023-02-15,2023-04-01,55083.69,Shipped,EMP0130,TND,Standard delivery,At Risk
SO00560,CUS0008,2022-01-24,2022-03-22,278547.22,Pending,EMP0101,TND,Expedited shipping,Pending
SO00561,CUS0125,2024-02-12,2024-03-13,26680.75,Shipped,EMP0111,TND,,On Time
SO00562,CUS0166,2023-05-09,2023-05-23,137655.06,Shipped,EMP0002,TND,Standard delivery,On Time
SO00563,CUS0148,2023-04-07,2023-04-30,385426.36,Shipped,EMP0093,TND,,On Time
SO00564,CUS0100,2023-08-18,2023-10-11,147349.29,Confirmed,EMP0016,TND,Standard delivery,Pending
SO00565,CUS0028,2024-10-25,2024-12-19,324574.42,Cancelled,EMP0006,TND,Expedited shipping,Cancelled
SO00566,CUS0044,2023-03-14,2023-03-21,51986.55,Shipped,EMP0027,TND,,On Time
SO00567,CUS0141,2024-12-05,2025-01-19,8448.07,Pending,EMP0029,TND,Frame agreement order,Pending
SO00568,CUS0009,2023-12-16,2024-01-21,484672.68,Pending,EMP0149,TND,Expedited shipping,Pending
SO00569,CUS0119,2024-03-09,2024-04-15,318828.84,Pending,EMP0072,TND,Frame agreement order,Pending
SO00570,CUS0101,2022-07-12,2022-08-29,83947.51,Confirmed,EMP0132,TND,Pre-payment required,Pending
SO00571,CUS0188,2023-02-06,2023-03-23,338564.79,Shipped,EMP0109,TND,,At Risk
SO00572,CUS0043,2024-10-19,2024-10-26,75380.5,Pending,EMP0066,TND,,Pending
SO00573,CUS0021,2024-09-22,2024-09-30,415060.41,Delivered,EMP0087,TND,Expedited shipping,Late
SO00574,CUS0125,2023-08-06,2023-09-06,377279.87,Pending,EMP0065,TND,Pre-payment required,Pending
SO00575,CUS0185,2022-10-20,2022-12-11,430942.99,Delivered,EMP0030,TND,,Late
SO00576,CUS0076,2024-06-15,2024-07-13,112852.02,Shipped,EMP0094,TND,,On Time
SO00577,CUS0091,2024-01-25,2024-02-01,478809.86,Pending,EMP0013,TND,Expedited shipping,Pending
SO00578,CUS0110,2022-02-07,2022-04-01,293454.42,Shipped,EMP0121,TND,Expedited shipping,At Risk
SO00579,CUS0109,2023-10-08,2023-10-31,71939.43,Delivered,EMP0036,TND,,On Time
SO00580,CUS0053,2023-06-05,2023-07-08,316447.99,Pending,EMP0007,TND,,Pending
SO00581,CUS0041,2024-12-02,2024-12-25,165083.79,Cancelled,EMP0030,TND,Pre-payment required,Cancelled
SO00582,CUS0171,2024-05-31,2024-06-26,223766.73,Confirmed,EMP0051,TND,Frame agreement order,Pending
SO00583,CUS0113,2022-01-13,2022-02-07,60611.14,Pending,EMP0110,TND,Standard delivery,Pending
SO00584,CUS0045,2022-12-09,2023-01-08,89050.86,Shipped,EMP0052,TND,Standard delivery,On Time
SO00585,CUS0066,2023-01-21,2023-03-16,51186.63,Delivered,EMP0048,TND,Expedited shipping,On Time
SO00586,CUS0148,2022-02-27,2022-03-28,153088.48,Pending,EMP0126,TND,Pre-payment required,Pending
SO00587,CUS0174,2023-06-29,2023-07-08,52626.24,Confirmed,EMP0115,TND,,Pending
SO00588,CUS0090,2022-03-16,2022-05-11,276935.58,Cancelled,EMP0043,TND,,Cancelled
SO00589,CUS0115,2022-08-21,2022-09-09,308714.58,Confirmed,EMP0104,TND,,Pending
SO00590,CUS0007,2022-07-31,2022-09-24,458992.3,Cancelled,EMP0042,TND,,Cancelled
SO00591,CUS0167,2024-05-16,2024-07-04,487922.43,Delivered,EMP0028,TND,Expedited shipping,Late
SO00592,CUS0098,2022-05-05,2022-05-30,196299.5,Delivered,EMP0123,TND,Frame agreement order,On Time
SO00593,CUS0119,2023-06-16,2023-07-28,409214.83,Delivered,EMP0044,TND,Pre-payment required,Late
SO00594,CUS0143,2022-04-08,2022-05-01,461238.78,Pending,EMP0020,TND,Pre-payment required,Pending
SO00595,CUS0147,2023-05-23,2023-07-06,284568.75,Shipped,EMP0120,TND,Standard delivery,On Time
SO00596,CUS0132,2022-12-16,2023-01-19,64303.98,Confirmed,EMP0134,TND,Pre-payment required,Pending
SO00597,CUS0196,2023-11-17,2024-01-16,57998.87,Confirmed,EMP0136,TND,Expedited shipping,Pending
SO00598,CUS0175,2023-10-23,2023-11-20,74772.85,Confirmed,EMP0048,TND,,Pending
SO00599,CUS0087,2024-04-18,2024-06-17,284387.48,Cancelled,EMP0032,TND,,Cancelled
SO00600,CUS0010,2024-12-19,2025-02-13,177700.2,Cancelled,EMP0053,TND,,Cancelled
SO00601,CUS0087,2022-03-29,2022-04-17,12480.88,Delivered,EMP0126,TND,Expedited shipping,On Time
SO00602,CUS0188,2022-01-31,2022-03-21,272927.45,Pending,EMP0059,TND,,Pending
SO00603,CUS0075,2024-12-15,2024-12-23,56778.71,Delivered,EMP0122,TND,Frame agreement order,Late
SO00604,CUS0152,2024-04-02,2024-04-18,349546.1,Pending,EMP0149,TND,Standard delivery,Pending
SO00605,CUS0085,2022-02-05,2022-02-12,423076.24,Pending,EMP0149,TND,Frame agreement order,Pending
SO00606,CUS0155,2022-03-13,2022-04-11,489243.46,Shipped,EMP0079,TND,Pre-payment required,On Time
SO00607,CUS0007,2023-07-23,2023-08-26,297593.34,Pending,EMP0080,TND,Expedited shipping,Pending
SO00608,CUS0117,2024-11-10,2025-01-07,219824.03,Confirmed,EMP0142,TND,Pre-payment required,Pending
SO00609,CUS0030,2023-05-19,2023-07-14,347454.69,Shipped,EMP0096,TND,Frame agreement order,On Time
SO00610,CUS0109,2024-10-11,2024-11-25,160659.57,Delivered,EMP0042,TND,,On Time
SO00611,CUS0047,2024-02-12,2024-04-06,207423.93,Confirmed,EMP0122,TND,Expedited shipping,Pending
SO00612,CUS0068,2022-12-09,2022-12-30,247068.55,Pending,EMP0049,TND,,Pending
SO00613,CUS0147,2022-06-11,2022-07-30,494204.88,Shipped,EMP0105,TND,Frame agreement order,On Time
SO00614,CUS0175,2023-10-20,2023-12-17,487941.84,Shipped,EMP0017,TND,Expedited shipping,On Time
SO00615,CUS0049,2023-09-24,2023-10-02,446927.62,Delivered,EMP0133,TND,Expedited shipping,On Time
SO00616,CUS0148,2022-11-04,2022-12-30,255972.4,Delivered,EMP0141,TND,Standard delivery,Late
SO00617,CUS0009,2024-06-02,2024-07-01,406123.14,Pending,EMP0150,TND,Standard delivery,Pending
SO00618,CUS0002,2024-08-22,2024-09-08,341950.54,Confirmed,EMP0061,TND,Frame agreement order,Pending
SO00619,CUS0114,2023-05-08,2023-05-31,365798.72,Confirmed,EMP0119,TND,Expedited shipping,Pending
SO00620,CUS0012,2024-12-29,2025-01-09,112838.12,Pending,EMP0135,TND,Pre-payment required,Pending
SO00621,CUS0074,2023-01-30,2023-02-10,98278.9,Delivered,EMP0031,TND,Frame agreement order,On Time
SO00622,CUS0106,2022-10-20,2022-11-03,37362.87,Shipped,EMP0119,TND,Frame agreement order,At Risk
SO00623,CUS0007,2022-12-16,2023-01-20,106461.49,Delivered,EMP0138,TND,Frame agreement order,On Time
SO00624,CUS0188,2023-04-14,2023-05-13,159457.74,Shipped,EMP0083,TND,Pre-payment required,On Time
SO00625,CUS0079,2024-05-05,2024-06-09,451843.05,Confirmed,EMP0017,TND,Standard delivery,Pending
SO00626,CUS0132,2024-03-22,2024-05-02,166773.86,Confirmed,EMP0104,TND,Frame agreement order,Pending
SO00627,CUS0122,2023-04-19,2023-06-05,364445.61,Pending,EMP0140,TND,,Pending
SO00628,CUS0058,2023-07-04,2023-08-15,101200.42,Pending,EMP0077,TND,,Pending
SO00629,CUS0122,2024-01-20,2024-02-28,369221.09,Pending,EMP0104,TND,Pre-payment required,Pending
SO00630,CUS0003,2024-06-06,2024-07-16,267109.95,Pending,EMP0068,TND,Standard delivery,Pending
SO00631,CUS0176,2024-11-06,2024-12-22,23684.86,Confirmed,EMP0073,TND,Pre-payment required,Pending
SO00632,CUS0184,2024-04-03,2024-04-21,280094.56,Confirmed,EMP0111,TND,Standard delivery,Pending
SO00633,CUS0053,2024-08-15,2024-09-07,347778.37,Pending,EMP0140,TND,Frame agreement order,Pending
SO00634,CUS0196,2023-03-22,2023-05-19,219795.55,Confirmed,EMP0021,TND,Pre-payment required,Pending
SO00635,CUS0177,2023-02-04,2023-02-16,260558.31,Confirmed,EMP0116,TND,Expedited shipping,Pending
SO00636,CUS0151,2022-11-07,2022-12-31,104704.2,Pending,EMP0079,TND,Pre-payment required,Pending
SO00637,CUS0167,2022-01-14,2022-02-04,6626.19,Cancelled,EMP0059,TND,Pre-payment required,Cancelled
SO00638,CUS0168,2022-08-18,2022-08-30,203911.31,Delivered,EMP0106,TND,Pre-payment required,On Time
SO00639,CUS0186,2023-01-14,2023-02-20,102806.28,Delivered,EMP0143,TND,Standard delivery,On Time
SO00640,CUS0060,2023-02-21,2023-04-15,240156.53,Confirmed,EMP0042,TND,Frame agreement order,Pending
SO00641,CUS0143,2022-07-31,2022-08-11,185070.46,Confirmed,EMP0149,TND,Expedited shipping,Pending
SO00642,CUS0177,2024-01-18,2024-02-26,269789.8,Pending,EMP0045,TND,Standard delivery,Pending
SO00643,CUS0102,2023-02-14,2023-03-24,36412.53,Pending,EMP0062,TND,Expedited shipping,Pending
SO00644,CUS0080,2024-10-28,2024-11-08,457365.46,Delivered,EMP0134,TND,Frame agreement order,On Time
SO00645,CUS0004,2024-04-06,2024-04-22,257895.54,Shipped,EMP0004,TND,Frame agreement order,At Risk
SO00646,CUS0106,2022-11-24,2023-01-14,344426.17,Cancelled,EMP0131,TND,Standard delivery,Cancelled
SO00647,CUS0087,2022-01-08,2022-02-28,19989.62,Cancelled,EMP0023,TND,Frame agreement order,Cancelled
SO00648,CUS0138,2024-09-11,2024-09-22,90948.84,Cancelled,EMP0063,TND,Frame agreement order,Cancelled
SO00649,CUS0155,2023-03-30,2023-05-17,272323.17,Cancelled,EMP0058,TND,Standard delivery,Cancelled
SO00650,CUS0048,2022-11-14,2023-01-10,226779.02,Cancelled,EMP0025,TND,Pre-payment required,Cancelled
SO00651,CUS0147,2024-05-21,2024-06-19,128714.15,Shipped,EMP0063,TND,Frame agreement order,At Risk
SO00652,CUS0187,2024-11-23,2024-12-09,125271.14,Confirmed,EMP0011,TND,Frame agreement order,Pending
SO00653,CUS0162,2022-12-09,2023-01-04,408038.69,Delivered,EMP0026,TND,Standard delivery,On Time
SO00654,CUS0111,2023-11-29,2024-01-26,445247.43,Confirmed,EMP0060,TND,Standard delivery,Pending
SO00655,CUS0128,2024-03-07,2024-04-18,19532.48,Cancelled,EMP0072,TND,Frame agreement order,Cancelled
SO00656,CUS0010,2024-10-03,2024-10-15,142090.5,Pending,EMP0039,TND,,Pending
SO00657,CUS0066,2022-01-02,2022-01-27,221574.01,Confirmed,EMP0010,TND,,Pending
SO00658,CUS0194,2023-02-17,2023-03-22,68439.4,Cancelled,EMP0115,TND,Pre-payment required,Cancelled
SO00659,CUS0085,2024-10-28,2024-11-29,96980.65,Delivered,EMP0140,TND,,On Time
SO00660,CUS0180,2024-05-21,2024-06-01,242425.4,Confirmed,EMP0034,TND,Frame agreement order,Pending
SO00661,CUS0105,2024-07-29,2024-08-06,353231.16,Confirmed,EMP0085,TND,Standard delivery,Pending
SO00662,CUS0105,2023-05-07,2023-06-18,286660.47,Cancelled,EMP0013,TND,Frame agreement order,Cancelled
SO00663,CUS0198,2024-01-07,2024-02-13,149429.86,Delivered,EMP0141,TND,Pre-payment required,On Time
SO00664,CUS0107,2023-03-26,2023-04-27,466087.25,Confirmed,EMP0064,TND,Frame agreement order,Pending
SO00665,CUS0107,2024-01-31,2024-03-27,47383.24,Cancelled,EMP0070,TND,Pre-payment required,Cancelled
SO00666,CUS0088,2023-03-30,2023-05-06,229178.91,Delivered,EMP0135,TND,Pre-payment required,Late
SO00667,CUS0177,2022-10-10,2022-11-25,141904.6,Shipped,EMP0130,TND,Expedited shipping,On Time
SO00668,CUS0019,2024-04-27,2024-06-07,486614.74,Cancelled,EMP0050,TND,Frame agreement order,Cancelled
SO00669,CUS0080,2023-08-21,2023-10-01,438707.26,Confirmed,EMP0049,TND,,Pending
SO00670,CUS0010,2024-02-12,2024-03-08,69610.86,Shipped,EMP0084,TND,Standard delivery,On Time
SO00671,CUS0090,2023-01-09,2023-03-10,424381.72,Delivered,EMP0016,TND,Expedited shipping,On Time
SO00672,CUS0123,2022-09-04,2022-11-01,260932.86,Cancelled,EMP0086,TND,,Cancelled
SO00673,CUS0102,2022-05-27,2022-07-21,58671.15,Pending,EMP0060,TND,Frame agreement order,Pending
SO00674,CUS0054,2024-04-21,2024-06-15,85114.97,Shipped,EMP0001,TND,Expedited shipping,At Risk
SO00675,CUS0186,2024-11-06,2024-11-14,155490.01,Delivered,EMP0066,TND,Standard delivery,On Time
SO00676,CUS0112,2022-11-18,2023-01-03,446507.45,Cancelled,EMP0003,TND,,Cancelled
SO00677,CUS0082,2024-02-08,2024-03-06,429998.79,Pending,EMP0135,TND,Frame agreement order,Pending
SO00678,CUS0158,2022-07-28,2022-09-25,298825.62,Pending,EMP0127,TND,,Pending
SO00679,CUS0160,2023-02-28,2023-04-26,107279.3,Pending,EMP0061,TND,Expedited shipping,Pending
SO00680,CUS0009,2023-09-15,2023-10-02,339742.44,Shipped,EMP0075,TND,Expedited shipping,On Time
SO00681,CUS0011,2024-01-06,2024-01-17,444238.7,Delivered,EMP0096,TND,Frame agreement order,Late
SO00682,CUS0094,2024-01-17,2024-02-13,240015.28,Cancelled,EMP0097,TND,Expedited shipping,Cancelled
SO00683,CUS0143,2022-11-01,2022-11-12,486409.03,Delivered,EMP0001,TND,Pre-payment required,On Time
SO00684,CUS0016,2024-03-18,2024-04-15,495412.45,Delivered,EMP0054,TND,,On Time
SO00685,CUS0030,2023-08-05,2023-08-15,288260.94,Pending,EMP0008,TND,Frame agreement order,Pending
SO00686,CUS0030,2024-02-17,2024-03-21,439908.84,Pending,EMP0088,TND,Expedited shipping,Pending
SO00687,CUS0113,2022-06-12,2022-07-13,205908.12,Confirmed,EMP0076,TND,Pre-payment required,Pending
SO00688,CUS0097,2024-02-07,2024-03-23,234196.18,Cancelled,EMP0024,TND,,Cancelled
SO00689,CUS0076,2022-06-23,2022-07-13,118920.87,Delivered,EMP0116,TND,Pre-payment required,On Time
SO00690,CUS0086,2024-07-27,2024-09-22,184159.78,Delivered,EMP0005,TND,Frame agreement order,Late
SO00691,CUS0069,2023-01-26,2023-03-23,499762.53,Delivered,EMP0006,TND,Pre-payment required,On Time
SO00692,CUS0061,2023-02-03,2023-03-15,275542.46,Shipped,EMP0112,TND,,At Risk
SO00693,CUS0097,2024-03-30,2024-05-22,29838.61,Pending,EMP0132,TND,Frame agreement order,Pending
SO00694,CUS0133,2023-10-18,2023-11-29,22917.67,Pending,EMP0075,TND,Standard delivery,Pending
SO00695,CUS0108,2023-01-31,2023-02-21,469150.21,Cancelled,EMP0114,TND,Pre-payment required,Cancelled
SO00696,CUS0027,2023-11-15,2023-11-30,401988.03,Delivered,EMP0031,TND,,On Time
SO00697,CUS0116,2023-05-09,2023-06-24,32978.99,Confirmed,EMP0041,TND,,Pending
SO00698,CUS0006,2023-03-03,2023-04-17,325049.41,Shipped,EMP0076,TND,Expedited shipping,At Risk
SO00699,CUS0176,2022-05-24,2022-06-10,46959.49,Confirmed,EMP0071,TND,Pre-payment required,Pending
SO00700,CUS0113,2023-11-08,2023-12-23,307361.07,Pending,EMP0011,TND,Frame agreement order,Pending
SO00701,CUS0088,2023-01-15,2023-02-16,196744,Cancelled,EMP0125,TND,Expedited shipping,Cancelled
SO00702,CUS0015,2023-05-27,2023-06-27,322114.33,Delivered,EMP0090,TND,Frame agreement order,On Time
SO00703,CUS0051,2024-12-15,2025-01-19,350406.71,Shipped,EMP0028,TND,Standard delivery,On Time
SO00704,CUS0026,2023-08-07,2023-08-29,202473.14,Delivered,EMP0124,TND,Frame agreement order,On Time
SO00705,CUS0156,2024-09-23,2024-10-23,403248.52,Confirmed,EMP0033,TND,Expedited shipping,Pending
SO00706,CUS0154,2023-07-10,2023-08-10,242322.8,Delivered,EMP0021,TND,,On Time
SO00707,CUS0121,2024-05-13,2024-06-09,167575.76,Delivered,EMP0150,TND,Standard delivery,On Time
SO00708,CUS0008,2022-09-28,2022-11-27,304371.72,Shipped,EMP0068,TND,Standard delivery,At Risk
SO00709,CUS0138,2022-12-01,2023-01-22,314166.87,Shipped,EMP0077,TND,Expedited shipping,On Time
SO00710,CUS0036,2024-12-18,2025-01-18,421025.25,Delivered,EMP0104,TND,,On Time
SO00711,CUS0031,2023-07-26,2023-08-17,339170.06,Delivered,EMP0125,TND,Pre-payment required,On Time
SO00712,CUS0110,2024-12-02,2025-01-31,255573.05,Cancelled,EMP0101,TND,,Cancelled
SO00713,CUS0133,2022-01-17,2022-03-14,242069.99,Delivered,EMP0060,TND,,Late
SO00714,CUS0077,2022-06-11,2022-06-25,271919.27,Confirmed,EMP0083,TND,,Pending
SO00715,CUS0191,2022-03-20,2022-05-12,450083.99,Shipped,EMP0014,TND,Pre-payment required,On Time
SO00716,CUS0067,2023-08-20,2023-09-25,143024.52,Delivered,EMP0014,TND,Frame agreement order,On Time
SO00717,CUS0093,2022-10-10,2022-11-05,139983.72,Confirmed,EMP0123,TND,,Pending
SO00718,CUS0017,2024-04-23,2024-05-03,302776.88,Shipped,EMP0118,TND,Expedited shipping,On Time
SO00719,CUS0071,2024-08-31,2024-09-10,230905.08,Pending,EMP0063,TND,,Pending
SO00720,CUS0065,2022-09-11,2022-10-12,399934.22,Confirmed,EMP0115,TND,,Pending
SO00721,CUS0144,2022-12-11,2022-12-19,118051.92,Delivered,EMP0134,TND,,On Time
SO00722,CUS0174,2022-08-24,2022-09-01,282115.34,Shipped,EMP0137,TND,Frame agreement order,On Time
SO00723,CUS0118,2024-09-10,2024-09-17,445869.97,Delivered,EMP0092,TND,Standard delivery,On Time
SO00724,CUS0049,2022-08-06,2022-09-18,328753.76,Cancelled,EMP0056,TND,,Cancelled
SO00725,CUS0083,2022-12-22,2023-01-23,484362.63,Delivered,EMP0123,TND,Pre-payment required,Late
SO00726,CUS0063,2024-03-18,2024-03-30,382721.65,Delivered,EMP0124,TND,Standard delivery,On Time
SO00727,CUS0104,2024-11-28,2024-12-16,206134.08,Delivered,EMP0136,TND,Frame agreement order,Late
SO00728,CUS0104,2022-05-24,2022-06-14,398787.77,Cancelled,EMP0101,TND,Expedited shipping,Cancelled
SO00729,CUS0031,2024-12-29,2025-01-20,10123.59,Confirmed,EMP0037,TND,Frame agreement order,Pending
SO00730,CUS0078,2022-09-23,2022-11-12,410535.53,Cancelled,EMP0108,TND,Pre-payment required,Cancelled
SO00731,CUS0157,2022-02-25,2022-03-20,204188.02,Shipped,EMP0071,TND,,On Time
SO00732,CUS0116,2024-09-23,2024-10-01,389977.39,Confirmed,EMP0101,TND,Pre-payment required,Pending
SO00733,CUS0064,2023-07-05,2023-09-02,132070.17,Cancelled,EMP0087,TND,Pre-payment required,Cancelled
SO00734,CUS0034,2022-07-31,2022-08-13,328114.15,Delivered,EMP0044,TND,Standard delivery,On Time
SO00735,CUS0020,2022-03-06,2022-04-26,92433.53,Cancelled,EMP0064,TND,Pre-payment required,Cancelled
SO00736,CUS0042,2024-11-05,2024-12-16,9530.13,Pending,EMP0042,TND,Standard delivery,Pending
SO00737,CUS0064,2023-12-29,2024-01-29,164066.11,Shipped,EMP0091,TND,Frame agreement order,On Time
SO00738,CUS0110,2024-12-10,2025-01-25,212289.24,Pending,EMP0010,TND,Standard delivery,Pending
SO00739,CUS0056,2022-12-13,2023-01-01,49289.66,Shipped,EMP0035,TND,Pre-payment required,At Risk
SO00740,CUS0070,2022-01-30,2022-02-13,464286.75,Delivered,EMP0084,TND,,On Time
SO00741,CUS0178,2023-07-01,2023-08-28,76968.74,Delivered,EMP0133,TND,Frame agreement order,On Time
SO00742,CUS0167,2022-07-10,2022-09-06,91404.29,Delivered,EMP0147,TND,Expedited shipping,On Time
SO00743,CUS0058,2023-05-10,2023-06-01,415337.66,Delivered,EMP0080,TND,Expedited shipping,Late
SO00744,CUS0024,2022-02-10,2022-03-24,137536.72,Shipped,EMP0115,TND,Frame agreement order,On Time
SO00745,CUS0022,2024-02-14,2024-03-18,435059.72,Confirmed,EMP0148,TND,Pre-payment required,Pending
SO00746,CUS0188,2022-04-19,2022-05-22,144264.26,Pending,EMP0055,TND,Standard delivery,Pending
SO00747,CUS0079,2024-12-30,2025-01-10,319976.22,Delivered,EMP0063,TND,Expedited shipping,On Time
SO00748,CUS0095,2024-04-15,2024-06-13,74574,Shipped,EMP0110,TND,Pre-payment required,On Time
SO00749,CUS0073,2024-01-12,2024-02-15,375145.42,Confirmed,EMP0016,TND,Expedited shipping,Pending
SO00750,CUS0189,2023-07-29,2023-08-31,230205.8,Confirmed,EMP0112,TND,Pre-payment required,Pending
SO00751,CUS0173,2023-09-12,2023-09-22,42682.43,Cancelled,EMP0132,TND,,Cancelled
SO00752,CUS0181,2022-12-21,2023-01-29,449600.91,Pending,EMP0077,TND,Expedited shipping,Pending
SO00753,CUS0055,2023-11-15,2023-12-13,438861.07,Shipped,EMP0047,TND,Pre-payment required,On Time
SO00754,CUS0033,2024-05-30,2024-07-29,492795.03,Delivered,EMP0001,TND,Frame agreement order,Late
SO00755,CUS0022,2024-11-12,2025-01-11,380512.66,Cancelled,EMP0073,TND,Frame agreement order,Cancelled
