  crm_opportunities  ·  500 lignes  ·  10 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
OPP0411,ACC0047,Audit Urbanisation SI Orange,Prospecting,259069.43,10,2025-02-11,TND,EMP0013,2024-03-08,25906.94,
OPP0412,ACC0063,Implementation CRM Ministere,Qualification,2030156.09,25,2025-09-07,TND,EMP0070,2024-03-23,507539.02,
OPP0413,ACC0071,Integration ERP OCP,Closed Lost,1022356.65,0,2025-10-04,TND,EMP0081,2023-04-15,0,Competitor selected
OPP0414,ACC0198,Accompagnement Agile Ministere,Closed Won,1982862.05,100,2024-09-16,TND,EMP0019,2023-03-27,1982862.05,
OPP0415,ACC0103,Assistant IA VERMEG,Negotiation,496232.56,75,2023-12-24,TND,EMP0059,2024-08-27,372174.42,
OPP0416,ACC0099,Deploiement Cloud BH,Closed Lost,171174.89,0,2025-01-18,TND,EMP0122,2022-04-03,0,No decision
OPP0417,ACC0065,Data Platform Yazaki,Proposal,654597.13,50,2024-10-14,TND,EMP0018,2024-01-25,327298.57,
OPP0418,ACC0185,Data Platform Orange,Prospecting,1776256.32,10,2025-05-26,TND,EMP0088,2023-11-07,177625.63,
OPP0419,ACC0005,Cybersecurite UIB,Negotiation,1723954.61,75,2024-07-10,TND,EMP0055,2023-10-20,1292965.96,
OPP0420,ACC0092,Cybersecurite Tunisair,Negotiation,1413580.03,75,2025-10-14,TND,EMP0001,2022-10-08,1060185.02,
OPP0421,ACC0044,Cybersecurite CNSS,Prospecting,1081151.25,10,2024-06-03,TND,EMP0019,2024-10-13,108115.12,
OPP0422,ACC0187,Refonte Architecture SI CIH,Prospecting,200894.71,10,2023-10-06,TND,EMP0052,2023-05-14,20089.47,
OPP0423,ACC0159,Deploiement Cloud IBM,Closed Lost,1448988.69,0,2025-05-30,TND,EMP0117,2024-04-11,0,Price too high
OPP0424,ACC0122,Cybersecurite Attijari,Prospecting,2176444.35,10,2025-12-07,TND,EMP0126,2024-09-17,217644.43,
OPP0425,ACC0155,Cybersecurite Poulina,Qualification,491166.57,25,2023-06-13,TND,EMP0100,2022-02-27,122791.64,
OPP0426,ACC0179,Cybersecurite Amen,Negotiation,767323.66,75,2024-11-25,TND,EMP0054,2023-09-25,575492.74,
OPP0427,ACC0155,Integration ERP Sfax,Qualification,672838.36,25,2023-08-25,TND,EMP0049,2022-03-05,168209.59,
OPP0428,ACC0047,Digital Twin Orange,Closed Won,1109451.75,100,2024-11-16,TND,EMP0041,2022-09-05,1109451.75,
OPP0429,ACC0091,Transformation Digitale GCT,Closed Won,1508680.53,100,2023-05-22,TND,EMP0097,2023-07-12,1508680.53,
OPP0430,ACC0073,Migration SAP Banque,Proposal,1026485.91,50,2025-07-23,TND,EMP0001,2022-10-15,513242.96,
OPP0431,ACC0102,Assistant IA VERMEG,Negotiation,588279.64,75,2025-08-08,TND,EMP0112,2024-10-13,441209.73,
OPP0432,ACC0147,Transformation Digitale Sfax,Negotiation,1409774.97,75,2024-09-01,TND,EMP0023,2024-05-09,1057331.23,
OPP0433,ACC0089,Accompagnement Agile SPS,Qualification,1823843.39,25,2025-02-28,TND,EMP0085,2022-03-09,455960.85,
OPP0434,ACC0063,Refonte Architecture SI SOMOCER,Prospecting,1795442,10,2025-04-12,TND,EMP0121,2023-02-12,179544.2,
OPP0435,ACC0070,Accompagnement Agile Ooredoo,Prospecting,1379486.47,10,2025-03-01,TND,EMP0113,2022-06-11,137948.65,
OPP0436,ACC0036,Migration SAP Amen,Prospecting,1086433.88,10,2025-01-03,TND,EMP0013,2024-01-30,108643.39,
OPP0437,ACC0185,Assistant IA IBM,Closed Won,734490.93,100,2025-08-12,TND,EMP0029,2022-11-27,734490.93,
OPP0438,ACC0119,Refonte Architecture SI SOMOCER,Closed Won,787168.79,100,2023-11-26,TND,EMP0061,2022-06-10,787168.79,
OPP0439,ACC0135,Audit Urbanisation SI Banque,Proposal,1589588.4,50,2024-08-16,TND,EMP0073,2024-04-27,794794.2,
OPP0440,ACC0064,Digital Twin VERMEG,Closed Lost,634670.8,0,2025-06-09,TND,EMP0075,2023-03-30,0,No budget
OPP0441,ACC0019,Deploiement Cloud STEG,Proposal,1111384.56,50,2024-06-11,TND,EMP0063,2023-05-12,555692.28,
OPP0442,ACC0071,Integration ERP BIAT,Closed Lost,1086263.32,0,2024-06-13,TND,EMP0070,2024-04-19,0,Project cancelled
OPP0443,ACC0135,Transformation Digitale Yazaki,Proposal,933840.79,50,2023-02-05,TND,EMP0085,2024-10-22,466920.4,
OPP0444,ACC0155,Assistant IA Sfax,Negotiation,2288258.64,75,2023-09-20,TND,EMP0137,2024-12-05,1716193.98,
OPP0445,ACC0026,Migration SAP Leoni,Closed Won,848249.5,100,2024-07-06,TND,EMP0003,2024-07-01,848249.5,
OPP0446,ACC0177,Data Platform Ooredoo,Qualification,895726.34,25,2023-05-06,TND,EMP0012,2024-09-07,223931.58,
OPP0447,ACC0133,Integration ERP BIAT,Proposal,179320.71,50,2024-09-09,TND,EMP0106,2024-01-29,89660.35,
OPP0448,ACC0150,Deploiement Cloud Poulina,Proposal,1180690.16,50,2025-08-25,TND,EMP0003,2022-03-29,590345.08,
OPP0449,ACC0146,Assistant IA UIB,Proposal,95980.15,50,2024-07-23,TND,EMP0017,2022-10-31,47990.07,
OPP0450,ACC0146,Transformation Digitale VERMEG,Closed Lost,752987.81,0,2024-04-02,TND,EMP0092,2022-08-07,0,No decision
OPP0451,ACC0053,Migration SAP SNCFT,Qualification,238710.47,25,2023-08-24,TND,EMP0092,2024-12-18,59677.62,
OPP0452,ACC0049,Deploiement Cloud Poulina,Closed Lost,1016636.22,0,2025-03-13,TND,EMP0121,2022-01-05,0,Competitor selected
OPP0453,ACC0021,Data Platform Ministere,Closed Won,2069213.69,100,2025-05-31,TND,EMP0093,2023-09-04,2069213.69,
OPP0454,ACC0179,Deploiement Cloud STIIP,Qualification,1854292.12,25,2024-06-15,TND,EMP0022,2022-05-29,463573.03,
OPP0455,ACC0013,Digital Twin Tunisie,Qualification,1505688.59,25,2025-01-29,TND,EMP0049,2024-04-14,376422.15,
OPP0456,ACC0009,Refonte Architecture SI Delice,Qualification,822292.91,25,2023-10-05,TND,EMP0075,2023-01-11,205573.23,
OPP0457,ACC0054,Implementation CRM IBM,Proposal,2244874.49,50,2025-04-12,TND,EMP0116,2024-05-01,1122437.25,
OPP0458,ACC0139,Cybersecurite Ministere,Closed Won,874119.93,100,2025-03-22,TND,EMP0081,2022-10-16,874119.93,
OPP0459,ACC0098,Migration SAP IBM,Closed Won,2315061.05,100,2024-07-28,TND,EMP0023,2024-09-24,2315061.05,
OPP0460,ACC0017,Audit Urbanisation SI BIAT,Negotiation,877284.87,75,2024-08-08,TND,EMP0010,2023-09-11,657963.65,
OPP0461,ACC0015,Assistant IA STB,Qualification,508006.57,25,2024-10-14,TND,EMP0094,2022-04-07,127001.64,
OPP0462,ACC0144,Integration ERP CNSS,Qualification,514366.93,25,2023-11-28,TND,EMP0047,2024-07-07,128591.73,
OPP0463,ACC0051,Data Platform Orange,Proposal,829649.6,50,2023-11-23,TND,EMP0040,2023-04-24,414824.8,
OPP0464,ACC0005,Accompagnement Agile Star,Prospecting,1388701.81,10,2023-10-07,TND,EMP0028,2023-03-18,138870.18,
OPP0465,ACC0059,Deploiement Cloud Poulina,Qualification,1653176.96,25,2023-01-21,TND,EMP0105,2024-08-17,413294.24,
OPP0466,ACC0188,Integration ERP Talan,Negotiation,1549594.13,75,2023-05-19,TND,EMP0094,2022-01-22,1162195.6,
OPP0467,ACC0037,Implementation CRM TTS,Negotiation,1977782.32,75,2025-05-24,TND,EMP0081,2023-05-26,1483336.74,
OPP0468,ACC0045,Integration ERP BNA,Closed Lost,427605.55,0,2023-04-27,TND,EMP0021,2022-12-21,0,Project cancelled
OPP0469,ACC0125,Transformation Digitale Carthage,Qualification,1179948.17,25,2024-06-13,TND,EMP0070,2022-09-27,294987.04,
OPP0470,ACC0139,Assistant IA Tunisair,Prospecting,1527667.31,10,2023-09-18,TND,EMP0149,2022-02-03,152766.73,
OPP0471,ACC0184,Refonte Architecture SI BIAT,Prospecting,388083.4,10,2025-07-19,TND,EMP0034,2023-08-23,38808.34,
OPP0472,ACC0015,Implementation CRM Ooredoo,Prospecting,252430.35,10,2025-02-03,TND,EMP0067,2024-08-05,25243.03,
OPP0473,ACC0122,Integration ERP CNAM,Closed Lost,1031124.23,0,2023-07-28,TND,EMP0106,2022-08-05,0,No budget
OPP0474,ACC0068,Refonte Architecture SI SONEDE,Closed Won,1748500.94,100,2024-01-10,TND,EMP0139,2023-04-11,1748500.94,
OPP0475,ACC0040,Accompagnement Agile Poulina,Closed Won,1812051.67,100,2025-06-21,TND,EMP0017,2023-01-04,1812051.67,
OPP0476,ACC0154,Accompagnement Agile Talan,Qualification,918894.54,25,2024-10-10,TND,EMP0137,2023-08-01,229723.64,
OPP0477,ACC0130,Accompagnement Agile OCP,Closed Lost,2048763,0,2024-06-05,TND,EMP0049,2024-07-13,0,Project cancelled
OPP0478,ACC0048,Assistant IA BH,Closed Won,1782622.58,100,2023-06-06,TND,EMP0013,2022-09-02,1782622.58,
OPP0479,ACC0132,Data Platform Orange,Closed Won,93901.36,100,2025-07-26,TND,EMP0142,2024-05-01,93901.36,
OPP0480,ACC0172,Implementation CRM CIH,Closed Lost,767634.57,0,2023-04-13,TND,EMP0125,2023-08-20,0,Project cancelled
OPP0481,ACC0162,Audit Urbanisation SI BNA,Closed Lost,258034.82,0,2023-03-15,TND,EMP0065,2023-12-28,0,Price too high
OPP0482,ACC0189,Cybersecurite VERMEG,Qualification,737097.06,25,2024-10-13,TND,EMP0045,2022-10-19,184274.27,
OPP0483,ACC0192,Cybersecurite SOMOCER,Negotiation,680396.48,75,2025-03-05,TND,EMP0117,2023-01-08,510297.36,
OPP0484,ACC0093,Digital Twin Star,Qualification,697710.59,25,2023-02-13,TND,EMP0097,2022-12-27,174427.65,
OPP0485,ACC0176,Migration SAP Banque,Negotiation,1648769.95,75,2024-10-18,TND,EMP0050,2023-02-04,1236577.46,
OPP0486,ACC0178,Deploiement Cloud Attijari,Closed Lost,2322153.46,0,2023-01-04,TND,EMP0076,2023-09-11,0,No budget
OPP0487,ACC0079,Transformation Digitale BH,Negotiation,2488428.19,75,2023-02-07,TND,EMP0119,2022-02-12,1866321.14,
OPP0488,ACC0096,Assistant IA Total,Qualification,589493.55,25,2023-01-22,TND,EMP0081,2023-01-24,147373.39,
OPP0489,ACC0128,Cybersecurite IBM,Closed Lost,530576.63,0,2025-07-06,TND,EMP0054,2022-11-24,0,Competitor selected
OPP0490,ACC0107,Migration SAP Sfax,Closed Won,1646695.68,100,2024-10-10,TND,EMP0128,2024-08-29,1646695.68,
OPP0491,ACC0041,Accompagnement Agile Delice,Proposal,1592995.52,50,2023-12-16,TND,EMP0021,2024-03-28,796497.76,
OPP0492,ACC0037,Data Platform Tunisie,Proposal,1761355.5,50,2023-06-21,TND,EMP0147,2022-11-19,880677.75,
OPP0493,ACC0030,Accompagnement Agile SPS,Qualification,482382.9,25,2024-08-08,TND,EMP0106,2023-03-24,120595.73,
OPP0494,ACC0152,Integration ERP CNAM,Prospecting,1808772.27,10,2023-11-07,TND,EMP0149,2024-04-03,180877.23,
OPP0495,ACC0063,Assistant IA Talan,Qualification,1491062.84,25,2025-06-11,TND,EMP0045,2023-08-31,372765.71,
OPP0496,ACC0011,Cybersecurite BIAT,Closed Lost,1244766.46,0,2024-01-04,TND,EMP0067,2024-11-19,0,Price too high
OPP0497,ACC0025,Transformation Digitale Ministere,Prospecting,965400.78,10,2024-11-26,TND,EMP0058,2022-03-24,96540.08,
OPP0498,ACC0147,Assistant IA Ministere,Prospecting,1170288.53,10,2024-07-12,TND,EMP0022,2022-12-29,117028.85,
OPP0499,ACC0045,Refonte Architecture SI SOMOCER,Qualification,1354064.11,25,2023-07-13,TND,EMP0131,2022-08-19,338516.03,
OPP0500,ACC0138,Transformation Digitale Banque,Closed Lost,1764473.26,0,2025-02-01,TND,EMP0138,2024-10-19,0,Price too high
