  erp_invoices  ·  900 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
SINV00560,CUS0196,SO00597,53348.46,11599.77,2023-11-26,2024-02-22,Overdue,TND
SINV00561,CUS0068,SO00865,49618.87,11216.95,2022-08-08,2022-09-07,Paid,TND
SINV00562,CUS0117,SO00880,78100.93,16223.86,2023-02-05,2023-05-02,Paid,TND
SINV00563,CUS0105,SO00476,28250.47,5965.14,2022-01-10,2022-03-11,Unpaid,TND
SINV00564,CUS0155,SO00079,367948.06,87941.5,2023-11-14,2023-12-22,Partially Paid,TND
SINV00565,CUS0113,SO00109,355569.5,88350.86,2022-03-09,2022-05-31,Paid,TND
SINV00566,CUS0058,SO00851,8260.26,1695.01,2024-04-08,2024-06-17,Overdue,TND
SINV00567,CUS0186,SO00965,388881.81,80473.88,2023-10-27,2024-01-09,Unpaid,TND
SINV00568,CUS0112,SO00432,63962.3,13927.43,2024-12-27,2025-02-04,Unpaid,TND
SINV00569,CUS0120,SO00896,138886.44,33446.87,2024-06-04,2024-07-16,Unpaid,TND
SINV00570,CUS0072,SO00135,241118.19,56833.68,2024-09-22,2024-12-08,Paid,TND
SINV00571,CUS0150,SO00221,158973.94,37633.12,2022-06-15,2022-08-18,Overdue,TND
SINV00572,CUS0018,SO00795,304206.71,74096.21,2023-08-30,2023-10-06,Paid,TND
SINV00573,CUS0090,SO00671,388951.23,84876.34,2023-01-19,2023-04-07,Partially Paid,TND
SINV00574,CUS0032,SO00801,57535.2,12669.95,2023-06-12,2023-08-23,Partially Paid,TND
SINV00575,CUS0157,SO00731,169775.56,40837.6,2022-03-07,2022-05-11,Partially Paid,TND
SINV00576,CUS0158,SO00889,178112.57,35763.6,2023-07-13,2023-10-11,Paid,TND
SINV00577,CUS0120,SO00282,429379.93,97775.21,2023-08-06,2023-10-15,Overdue,TND
SINV00578,CUS0011,SO00199,32005.04,7748.96,2023-06-26,2023-09-13,Partially Paid,TND
SINV00579,CUS0034,SO00734,284083.5,65622.83,2022-08-07,2022-09-25,Overdue,TND
SINV00580,CUS0184,SO00834,203542.29,42437.82,2023-11-26,2024-01-19,Overdue,TND
SINV00581,CUS0104,SO00728,340624.81,79757.55,2022-06-01,2022-07-02,Partially Paid,TND
SINV00582,CUS0043,SO00873,307935.24,63886.13,2022-11-27,2023-01-20,Unpaid,TND
SINV00583,CUS0028,SO00064,316534.37,67694.3,2023-07-21,2023-10-13,Overdue,TND
SINV00584,CUS0079,SO00498,241489.74,52333.89,2022-04-11,2022-05-18,Partially Paid,TND
SINV00585,CUS0138,SO00709,254497.7,62833.37,2022-12-04,2023-02-25,Unpaid,TND
SINV00586,CUS0072,SO00135,239183.75,56833.68,2024-09-20,2024-12-07,Unpaid,TND
SINV00587,CUS0007,SO00541,53475.12,12518.51,2023-04-02,2023-06-30,Paid,TND
SINV00588,CUS0132,SO00596,52981.85,12860.8,2022-12-26,2023-02-12,Unpaid,TND
SINV00589,CUS0067,SO00313,16002.46,3400.83,2022-02-13,2022-03-22,Unpaid,TND
SINV00590,CUS0178,SO00311,243271.81,52990.22,2023-04-08,2023-05-23,Paid,TND
SINV00591,CUS0082,SO00052,306351.86,66228.95,2024-08-27,2024-09-26,Partially Paid,TND
SINV00592,CUS0146,SO00533,153672.18,33615.56,2024-08-23,2024-10-13,Unpaid,TND
SINV00593,CUS0066,SO00657,189794.63,44314.8,2022-01-07,2022-04-01,Paid,TND
SINV00594,CUS0077,SO00260,354576.91,86549.34,2023-04-30,2023-07-22,Paid,TND
SINV00595,CUS0058,SO00558,446955.02,98049.8,2024-03-07,2024-05-17,Unpaid,TND
SINV00596,CUS0045,SO00584,83817.52,17810.17,2022-12-12,2023-01-28,Overdue,TND
SINV00597,CUS0163,SO00489,60440.21,12601.72,2024-12-08,2025-02-02,Unpaid,TND
SINV00598,CUS0028,SO00337,194735.95,42408.55,2024-06-24,2024-09-05,Partially Paid,TND
SINV00599,CUS0025,SO00797,211867.65,49582.79,2023-04-30,2023-06-02,Overdue,TND
SINV00600,CUS0028,SO00949,365498.88,73921.13,2023-09-23,2023-12-03,Partially Paid,TND
SINV00601,CUS0160,SO00485,58913.54,14255.41,2023-06-26,2023-08-27,Unpaid,TND
SINV00602,CUS0137,SO00824,238293.96,53071.98,2024-03-23,2024-06-18,Overdue,TND
SINV00603,CUS0187,SO00652,118053.61,25054.23,2024-12-01,2025-01-18,Unpaid,TND
SINV00604,CUS0192,SO00334,178571.65,42087.18,2024-05-16,2024-07-11,Paid,TND
SINV00605,CUS0117,SO00608,194078.06,43964.81,2024-11-13,2025-01-28,Overdue,TND
SINV00606,CUS0137,SO00913,208929.38,48955.37,2023-08-22,2023-11-05,Overdue,TND
SINV00607,CUS0080,SO00556,279635.73,64134.8,2024-09-08,2024-12-03,Paid,TND
SINV00608,CUS0007,SO00590,399316.21,91798.46,2022-08-09,2022-10-29,Partially Paid,TND
SINV00609,CUS0001,SO00179,390765.46,90563.54,2023-01-16,2023-03-20,Unpaid,TND
SINV00610,CUS0160,SO00926,156881.8,35563.08,2024-07-01,2024-09-19,Overdue,TND
SINV00611,CUS0131,SO00288,223332.12,50635.98,2022-12-01,2023-02-01,Overdue,TND
SINV00612,CUS0086,SO00345,186647.96,45453.06,2022-09-01,2022-10-13,Paid,TND
SINV00613,CUS0071,SO00296,396795.37,97764.14,2022-04-06,2022-07-02,Unpaid,TND
SINV00614,CUS0031,SO00729,9895.54,2024.72,2024-12-30,2025-03-23,Unpaid,TND
SINV00615,CUS0163,SO00938,351673.02,77779.41,2023-03-03,2023-05-26,Overdue,TND
SINV00616,CUS0103,SO00152,32582.17,6733.16,2024-07-30,2024-10-03,Overdue,TND
SINV00617,CUS0060,SO00022,157269.18,38534.88,2023-04-19,2023-05-26,Unpaid,TND
SINV00618,CUS0187,SO00113,123213.05,28752.91,2022-10-09,2022-11-10,Paid,TND
SINV00619,CUS0167,SO00637,6315.96,1325.24,2022-01-18,2022-03-12,Paid,TND
SINV00620,CUS0068,SO00612,228975.57,49413.71,2022-12-15,2023-02-20,Partially Paid,TND
SINV00621,CUS0087,SO00119,94923.42,22801.64,2023-11-21,2024-01-27,Unpaid,TND
SINV00622,CUS0001,SO00762,61072.92,12764.5,2023-05-06,2023-06-08,Unpaid,TND
SINV00623,CUS0141,SO00837,359645.52,76630.38,2023-01-18,2023-03-10,Partially Paid,TND
SINV00624,CUS0016,SO00446,387402.43,80505.51,2023-02-23,2023-04-19,Partially Paid,TND
SINV00625,CUS0049,SO00322,204724.71,46579.03,2024-05-04,2024-06-12,Partially Paid,TND
SINV00626,CUS0001,SO00280,236712.7,53834.52,2024-04-30,2024-07-06,Paid,TND
SINV00627,CUS0109,SO00209,281328.32,62121.53,2022-11-28,2023-02-06,Overdue,TND
SINV00628,CUS0056,SO00739,44484.75,9857.93,2022-12-21,2023-03-04,Partially Paid,TND
SINV00629,CUS0155,SO00649,247557.11,54464.63,2023-04-01,2023-06-24,Paid,TND
SINV00630,CUS0174,SO00722,238644.06,56423.07,2022-09-02,2022-11-02,Partially Paid,TND
SINV00631,CUS0157,SO00441,132179.46,30399.46,2022-04-23,2022-05-28,Unpaid,TND
SINV00632,CUS0012,SO00620,100974.79,22567.62,2025-01-03,2025-02-02,Unpaid,TND
SINV00633,CUS0178,SO00381,366916.27,73414.66,2024-10-21,2024-11-30,Unpaid,TND
SINV00634,CUS0134,SO00934,354664.22,86214.62,2022-06-19,2022-07-24,Overdue,TND
SINV00635,CUS0166,SO00977,137633.97,32984.4,2022-03-30,2022-06-08,Unpaid,TND
SINV00636,CUS0112,SO00432,65987.7,13927.43,2024-12-29,2025-01-29,Overdue,TND
SINV00637,CUS0192,SO00177,119102.7,27639.59,2023-07-07,2023-09-11,Partially Paid,TND
SINV00638,CUS0004,SO00785,223422,48288.84,2023-07-14,2023-08-31,Paid,TND
SINV00639,CUS0039,SO00237,217852.95,47747.32,2024-02-16,2024-03-31,Overdue,TND
SINV00640,CUS0061,SO00339,363323.31,73665.77,2022-07-31,2022-10-17,Unpaid,TND
SINV00641,CUS0143,SO00242,467234.3,94777.78,2024-01-27,2024-04-03,Partially Paid,TND
SINV00642,CUS0152,SO00930,295023.88,65184.9,2022-08-09,2022-10-24,Paid,TND
SINV00643,CUS0024,SO00836,57500.08,13444.78,2023-08-24,2023-09-23,Unpaid,TND
SINV00644,CUS0171,SO00033,239745.69,58417.67,2022-06-21,2022-08-13,Unpaid,TND
SINV00645,CUS0123,SO00672,219084.86,52186.57,2022-09-06,2022-10-08,Paid,TND
SINV00646,CUS0185,SO00895,269013.42,60543.69,2023-07-12,2023-09-04,Partially Paid,TND
SINV00647,CUS0128,SO00655,17488.24,3906.5,2024-03-09,2024-05-02,Unpaid,TND
SINV00648,CUS0056,SO00739,46187.15,9857.93,2022-12-20,2023-02-13,Overdue,TND
SINV00649,CUS0170,SO00943,61568.25,14282.3,2023-02-08,2023-04-23,Paid,TND
SINV00650,CUS0147,SO00595,280649.09,56913.75,2023-05-24,2023-07-26,Partially Paid,TND
SINV00651,CUS0139,SO00861,290357.24,64083.35,2023-08-13,2023-10-31,Unpaid,TND
SINV00652,CUS0105,SO00184,333722.02,81284.69,2023-05-05,2023-06-28,Partially Paid,TND
SINV00653,CUS0060,SO00640,198834.57,48031.31,2023-03-03,2023-05-21,Overdue,TND
SINV00654,CUS0034,SO00401,329085.2,67204.37,2024-04-08,2024-05-11,Overdue,TND
SINV00655,CUS0176,SO00207,39305.81,8852.79,2022-10-13,2023-01-05,Overdue,TND
SINV00656,CUS0100,SO00843,49174.99,10339.49,2024-08-15,2024-09-24,Unpaid,TND
SINV00657,CUS0178,SO00488,125970.27,26350.73,2023-02-15,2023-04-12,Paid,TND
SINV00658,CUS0079,SO00747,265754.16,63995.24,2025-01-06,2025-03-22,Unpaid,TND
SINV00659,CUS0051,SO00106,257116.13,64156.99,2022-01-14,2022-03-27,Overdue,TND
SINV00660,CUS0198,SO00818,237170.43,50709.64,2022-12-17,2023-02-03,Unpaid,TND
SINV00661,CUS0148,SO00159,149853.9,31644.07,2022-01-19,2022-02-28,Paid,TND
SINV00662,CUS0185,SO00363,23667,4835.65,2023-10-01,2023-11-01,Unpaid,TND
SINV00663,CUS0065,SO00720,324418.11,79986.84,2022-09-19,2022-12-09,Partially Paid,TND
SINV00664,CUS0155,SO00490,389559.18,78089,2024-04-17,2024-06-19,Partially Paid,TND
SINV00665,CUS0050,SO00032,426267.1,88478.46,2022-12-14,2023-01-21,Unpaid,TND
SINV00666,CUS0150,SO00221,180404.49,37633.12,2022-06-20,2022-09-08,Paid,TND
SINV00667,CUS0049,SO00095,427024.1,94608.37,2023-11-10,2023-12-26,Unpaid,TND
SINV00668,CUS0130,SO00815,44291.72,9883.4,2023-12-21,2024-03-09,Overdue,TND
SINV00669,CUS0014,SO00063,229705.71,56185.39,2024-02-17,2024-05-14,Paid,TND
SINV00670,CUS0143,SO00352,291099.11,67421.04,2023-04-30,2023-06-21,Partially Paid,TND
SINV00671,CUS0095,SO00491,400456.89,97652.46,2024-01-18,2024-03-15,Overdue,TND
SINV00672,CUS0019,SO00668,427224.01,97322.95,2024-05-04,2024-07-02,Unpaid,TND
SINV00673,CUS0166,SO00365,84303.15,18908.9,2022-01-15,2022-04-05,Unpaid,TND
SINV00674,CUS0024,SO00197,185915.01,38554.14,2022-01-10,2022-02-17,Unpaid,TND
SINV00675,CUS0044,SO00143,165630,41222.52,2023-12-28,2024-02-29,Unpaid,TND
SINV00676,CUS0132,SO00294,168972.97,36526.77,2022-07-05,2022-09-22,Paid,TND
SINV00677,CUS0100,SO00564,134667.77,29469.86,2023-08-24,2023-10-24,Paid,TND
SINV00678,CUS0192,SO00177,115600.4,27639.59,2023-07-09,2023-09-23,Overdue,TND
SINV00679,CUS0028,SO00337,184273.44,42408.55,2024-06-20,2024-08-15,Unpaid,TND
SINV00680,CUS0031,SO00340,194662.52,48324.01,2022-12-15,2023-02-28,Paid,TND
SINV00681,CUS0053,SO00580,275133.63,63289.6,2023-06-09,2023-08-30,Overdue,TND
SINV00682,CUS0002,SO00312,62214.72,15372.4,2024-03-11,2024-05-13,Partially Paid,TND
SINV00683,CUS0053,SO00554,297691.13,66095.12,2022-07-27,2022-10-08,Paid,TND
SINV00684,CUS0178,SO00886,151884.84,31517.1,2022-12-09,2023-01-21,Overdue,TND
SINV00685,CUS0105,SO00476,24821.27,5965.14,2022-01-08,2022-03-17,Partially Paid,TND
SINV00686,CUS0017,SO00458,115801.05,26477,2024-06-29,2024-08-06,Unpaid,TND
SINV00687,CUS0005,SO00069,371018.94,91281.73,2024-08-29,2024-10-13,Paid,TND
SINV00688,CUS0175,SO00324,33018.87,7266.26,2024-11-08,2025-01-29,Paid,TND
SINV00689,CUS0030,SO00685,263188.03,57652.19,2023-08-06,2023-09-22,Unpaid,TND
SINV00690,CUS0030,SO00609,295147.33,69490.94,2023-05-20,2023-08-17,Partially Paid,TND
SINV00691,CUS0147,SO00349,29275.77,6428.38,2023-01-07,2023-03-31,Unpaid,TND
SINV00692,CUS0116,SO00697,32264.72,6595.8,2023-05-11,2023-06-12,Overdue,TND
SINV00693,CUS0004,SO00514,418142.3,96505.62,2022-11-17,2022-12-17,Paid,TND
SINV00694,CUS0066,SO00585,45557.17,10237.33,2023-01-27,2023-03-29,Unpaid,TND
SINV00695,CUS0137,SO00913,198095.13,48955.37,2023-08-22,2023-10-11,Unpaid,TND
SINV00696,CUS0176,SO00914,103241.9,22049.89,2022-04-25,2022-06-23,Unpaid,TND
SINV00697,CUS0049,SO00784,77310.48,17606.94,2024-10-15,2024-12-09,Unpaid,TND
SINV00698,CUS0194,SO00279,135206.72,28388.67,2022-03-07,2022-06-03,Unpaid,TND
SINV00699,CUS0153,SO00897,437085.74,91727.56,2024-08-17,2024-11-04,Partially Paid,TND
SINV00700,CUS0116,SO00777,135651.4,29940.95,2022-02-11,2022-04-16,Paid,TND
SINV00701,CUS0066,SO00175,119591.77,28935.25,2023-08-08,2023-10-14,Partially Paid,TND
SINV00702,CUS0159,SO00434,356553.87,80795.98,2022-06-10,2022-07-22,Partially Paid,TND
SINV00703,CUS0174,SO00722,263595.53,56423.07,2022-09-01,2022-10-31,Unpaid,TND
SINV00704,CUS0022,SO00484,71261.04,14492.27,2022-03-27,2022-05-25,Overdue,TND
SINV00705,CUS0047,SO00611,190735.7,41484.79,2024-02-15,2024-04-30,Overdue,TND
SINV00706,CUS0015,SO00787,95607.32,20389.98,2023-01-09,2023-03-19,Unpaid,TND
SINV00707,CUS0154,SO00200,131334.62,27053.6,2024-08-10,2024-10-24,Partially Paid,TND
SINV00708,CUS0137,SO00779,291953.25,64247.55,2022-08-01,2022-09-05,Overdue,TND
SINV00709,CUS0165,SO00856,18232.3,3887.35,2023-06-20,2023-08-05,Overdue,TND
SINV00710,CUS0023,SO00431,435763.91,90880.24,2023-12-20,2024-03-07,Partially Paid,TND
SINV00711,CUS0100,SO00768,15203.33,3485.71,2022-11-23,2023-02-11,Partially Paid,TND
SINV00712,CUS0046,SO00001,393639.51,79813.05,2024-03-18,2024-04-19,Overdue,TND
SINV00713,CUS0010,SO00600,147954.5,35540.04,2024-12-26,2025-02-12,Unpaid,TND
SINV00714,CUS0099,SO00142,376585.63,79401.55,2024-08-13,2024-11-02,Partially Paid,TND
SINV00715,CUS0112,SO00550,381228.48,84406.17,2022-01-23,2022-03-31,Overdue,TND
SINV00716,CUS0105,SO00661,289750.03,70646.23,2024-07-30,2024-10-24,Unpaid,TND
SINV00717,CUS0105,SO00662,240846.48,57332.09,2023-05-17,2023-07-15,Unpaid,TND
SINV00718,CUS0026,SO00704,199272.4,40494.63,2023-08-15,2023-11-06,Unpaid,TND
SINV00719,CUS0057,SO00559,53713.98,11016.74,2023-02-20,2023-03-23,Unpaid,TND
SINV00720,CUS0073,SO00154,326496.31,76346.92,2024-05-12,2024-07-20,Overdue,TND
SINV00721,CUS0108,SO00695,427124.3,93830.04,2023-02-04,2023-05-01,Paid,TND
SINV00722,CUS0163,SO00482,198280.03,42515.15,2023-09-24,2023-12-22,Unpaid,TND
SINV00723,CUS0167,SO00103,209149.31,52070.57,2024-02-14,2024-04-08,Paid,TND
SINV00724,CUS0024,SO00223,101447.23,22671.01,2023-04-12,2023-06-08,Paid,TND
SINV00725,CUS0194,SO00658,66258.72,13687.88,2023-02-23,2023-05-23,Paid,TND
SINV00726,CUS0114,SO00791,187932.23,42609.7,2023-01-14,2023-02-23,Partially Paid,TND
SINV00727,CUS0008,SO00048,242967.87,57403.9,2022-01-30,2022-04-02,Unpaid,TND
SINV00728,CUS0007,SO00590,395266.62,91798.46,2022-08-04,2022-10-22,Overdue,TND
SINV00729,CUS0074,SO00862,419424.45,95393.81,2022-09-22,2022-11-23,Overdue,TND
SINV00730,CUS0073,SO00749,372459.16,75029.08,2024-01-16,2024-02-26,Unpaid,TND
SINV00731,CUS0040,SO00354,316452.29,65043.01,2022-10-11,2022-12-18,Overdue,TND
SINV00732,CUS0088,SO00827,160814.66,32433.33,2023-01-21,2023-03-16,Partially Paid,TND
SINV00733,CUS0016,SO00376,325949.1,72640.13,2023-01-21,2023-04-12,Paid,TND
SINV00734,CUS0119,SO00593,391358.34,81842.97,2023-06-17,2023-08-16,Unpaid,TND
SINV00735,CUS0030,SO00685,266375.68,57652.19,2023-08-15,2023-10-28,Overdue,TND
SINV00736,CUS0177,SO00642,239892.55,53957.96,2024-01-25,2024-02-28,Partially Paid,TND
SINV00737,CUS0075,SO00997,373957.37,81353.56,2022-10-27,2022-12-19,Unpaid,TND
SINV00738,CUS0002,SO00547,411992.34,86692.26,2023-10-03,2023-11-15,Overdue,TND
SINV00739,CUS0030,SO00966,291633,61667.96,2022-06-14,2022-07-24,Overdue,TND
SINV00740,CUS0056,SO00739,46264.44,9857.93,2022-12-21,2023-01-28,Unpaid,TND
SINV00741,CUS0010,SO00518,329352.25,66144.3,2022-06-03,2022-08-18,Unpaid,TND
SINV00742,CUS0044,SO00566,47065.22,10397.31,2023-03-17,2023-05-08,Partially Paid,TND
SINV00743,CUS0025,SO00276,418677.59,84174.2,2024-10-26,2024-12-16,Overdue,TND
SINV00744,CUS0155,SO00079,353874.01,87941.5,2023-11-13,2023-12-16,Overdue,TND
SINV00745,CUS0126,SO00286,130702.11,30579.44,2023-11-08,2023-12-30,Partially Paid,TND
SINV00746,CUS0043,SO00572,70554.93,15076.1,2024-10-26,2024-11-27,Overdue,TND
SINV00747,CUS0014,SO00206,122988.91,25120.4,2023-11-04,2024-01-04,Overdue,TND
SINV00748,CUS0121,SO00766,208379.7,50154.49,2022-04-15,2022-07-10,Paid,TND
SINV00749,CUS0052,SO00084,272332.06,65405.25,2022-10-23,2022-12-20,Overdue,TND
SINV00750,CUS0076,SO00320,230689.56,50498.53,2022-12-23,2023-03-15,Paid,TND
SINV00751,CUS0159,SO00757,238768.42,50796.08,2023-07-24,2023-09-12,Paid,TND
SINV00752,CUS0008,SO00708,245277.22,60874.34,2022-10-06,2022-12-22,Paid,TND
SINV00753,CUS0143,SO00318,249853.4,53060.24,2022-05-07,2022-07-20,Unpaid,TND
SINV00754,CUS0186,SO00965,336762,80473.88,2023-10-25,2024-01-05,Paid,TND
SINV00755,CUS0188,SO00171,107813.93,22043.15,2024-06-15,2024-08-01,Paid,TND
SINV00756,CUS0073,SO00749,317179.91,75029.08,2024-01-15,2024-03-14,Partially Paid,TND
SINV00757,CUS0063,SO00126,162046.34,36658.39,2024-09-12,2024-11-11,Overdue,TND
SINV00758,CUS0010,SO00518,290239.07,66144.3,2022-06-09,2022-08-12,Overdue,TND
SINV00759,CUS0157,SO00394,144698.04,29953.49,2023-11-09,2023-12-26,Unpaid,TND
SINV00760,CUS0133,SO00694,20650.43,4583.53,2023-10-23,2023-12-01,Partially Paid,TND
SINV00761,CUS0004,SO00785,222337.41,48288.84,2023-07-14,2023-09-17,Unpaid,TND
SINV00762,CUS0067,SO00716,127043.18,28604.9,2023-08-28,2023-10-27,Overdue,TND
SINV00763,CUS0173,SO00751,40916.83,8536.49,2023-09-19,2023-11-21,Overdue,TND
SINV00764,CUS0103,SO00409,70666.11,15533.93,2022-12-14,2023-02-07,Overdue,TND
SINV00765,CUS0193,SO00170,133004.78,32537.33,2024-05-17,2024-07-30,Paid,TND
SINV00766,CUS0030,SO00685,238538.56,57652.19,2023-08-10,2023-10-15,Paid,TND
SINV00767,CUS0070,SO00740,407264.82,92857.35,2022-02-04,2022-04-18,Paid,TND
SINV00768,CUS0112,SO00550,394044.12,84406.17,2022-01-25,2022-04-25,Overdue,TND
SINV00769,CUS0148,SO00867,361190.4,82116.49,2022-12-15,2023-01-23,Paid,TND
SINV00770,CUS0022,SO00145,240261.92,53504.08,2022-05-13,2022-08-07,Paid,TND
SINV00771,CUS0180,SO00660,199170.2,48485.08,2024-05-27,2024-07-31,Partially Paid,TND
SINV00772,CUS0148,SO00428,376192.03,83039.19,2022-01-21,2022-03-07,Overdue,TND
SINV00773,CUS0048,SO00355,178709.44,41815.7,2024-05-14,2024-07-18,Partially Paid,TND
SINV00774,CUS0062,SO00094,95667.1,21540.24,2022-06-08,2022-08-05,Partially Paid,TND
SINV00775,CUS0027,SO00696,368557.96,80397.61,2023-11-19,2024-01-30,Unpaid,TND
SINV00776,CUS0164,SO00062,226509.13,54017.34,2022-04-05,2022-06-07,Partially Paid,TND
SINV00777,CUS0157,SO00441,136715.68,30399.46,2022-04-25,2022-07-19,Partially Paid,TND
SINV00778,CUS0087,SO00812,220444.37,45220.42,2023-12-18,2024-02-28,Partially Paid,TND
SINV00779,CUS0117,SO00800,250332.64,53631.78,2024-10-11,2024-12-30,Overdue,TND
SINV00780,CUS0054,SO00516,32835.44,6631.23,2022-09-10,2022-10-31,Unpaid,TND
SINV00781,CUS0093,SO00438,207171.4,46340.17,2024-03-25,2024-05-12,Partially Paid,TND
SINV00782,CUS0138,SO00648,75382.79,18189.77,2024-09-14,2024-10-18,Partially Paid,TND
SINV00783,CUS0041,SO00291,201771.21,47343.39,2023-11-10,2024-01-05,Overdue,TND
SINV00784,CUS0019,SO00290,382343.98,84378.97,2024-01-11,2024-03-06,Overdue,TND
SINV00785,CUS0049,SO00322,202438.91,46579.03,2024-04-29,2024-06-03,Paid,TND
SINV00786,CUS0039,SO00271,176793.37,41181.07,2024-04-28,2024-06-01,Paid,TND
SINV00787,CUS0058,SO00924,25065.32,6075.92,2022-08-26,2022-11-03,Partially Paid,TND
SINV00788,CUS0011,SO00199,31359.24,7748.96,2023-07-03,2023-09-18,Partially Paid,TND
SINV00789,CUS0044,SO00004,104538.79,23612.8,2023-04-28,2023-07-17,Unpaid,TND
SINV00790,CUS0106,SO00646,305623.16,68885.23,2022-11-29,2023-01-24,Unpaid,TND
SINV00791,CUS0162,SO00783,371946.13,82762.38,2022-02-14,2022-05-06,Overdue,TND
SINV00792,CUS0130,SO00815,41875.26,9883.4,2023-12-26,2024-02-20,Partially Paid,TND
SINV00793,CUS0177,SO00764,107453.33,26163.35,2022-02-04,2022-05-02,Overdue,TND
SINV00794,CUS0155,SO00967,224530.34,47853.81,2024-12-29,2025-02-07,Paid,TND
SINV00795,CUS0056,SO00739,42470.36,9857.93,2022-12-20,2023-03-07,Paid,TND
SINV00796,CUS0016,SO00469,176642.08,35364.55,2023-06-26,2023-09-21,Overdue,TND
SINV00797,CUS0122,SO00292,317030.77,76316.16,2024-11-16,2025-01-27,Overdue,TND
SINV00798,CUS0155,SO00649,248426.02,54464.63,2023-04-07,2023-06-26,Paid,TND
SINV00799,CUS0132,SO00294,150298.31,36526.77,2022-07-05,2022-09-07,Paid,TND
SINV00800,CUS0163,SO00421,363634.04,90779.49,2024-08-18,2024-11-08,Paid,TND
SINV00801,CUS0136,SO00841,333689.3,69545.98,2024-06-13,2024-08-11,Unpaid,TND
SINV00802,CUS0110,SO00826,241724.12,57357.9,2023-10-01,2023-11-05,Unpaid,TND
SINV00803,CUS0162,SO00347,133795.87,32293.46,2023-12-05,2024-02-20,Overdue,TND
SINV00804,CUS0133,SO00101,219131.09,48492.77,2024-06-29,2024-07-31,Overdue,TND
SINV00805,CUS0063,SO00210,234360.7,47119.43,2024-11-20,2025-01-09,Overdue,TND
SINV00806,CUS0066,SO00402,293569.57,66020.41,2023-01-09,2023-03-11,Paid,TND
SINV00807,CUS0168,SO00201,17443.55,3721.97,2022-06-23,2022-08-05,Paid,TND
SINV00808,CUS0083,SO00176,157394.84,37650.02,2024-08-05,2024-10-30,Unpaid,TND
SINV00809,CUS0041,SO00367,172339.18,41754.96,2023-02-15,2023-04-28,Unpaid,TND
SINV00810,CUS0127,SO00860,371522.42,77529.47,2022-04-15,2022-06-24,Paid,TND
SINV00811,CUS0180,SO00952,121737.12,27729.12,2023-01-09,2023-03-31,Overdue,TND
SINV00812,CUS0126,SO00243,253474.69,56109.12,2024-01-06,2024-02-27,Unpaid,TND
SINV00813,CUS0159,SO00434,345123.18,80795.98,2022-06-17,2022-08-24,Partially Paid,TND
SINV00814,CUS0114,SO00040,382311.87,92385.82,2023-02-26,2023-05-17,Partially Paid,TND
SINV00815,CUS0129,SO00457,423725.03,93942.44,2023-06-10,2023-08-27,Overdue,TND
SINV00816,CUS0040,SO00354,269387.01,65043.01,2022-10-17,2022-11-22,Paid,TND
SINV00817,CUS0097,SO00688,189854.98,46839.24,2024-02-15,2024-03-25,Overdue,TND
SINV00818,CUS0037,SO00814,433239.82,98634.57,2024-08-27,2024-11-04,Overdue,TND
SINV00819,CUS0190,SO00404,22679.3,4969.21,2023-06-13,2023-08-21,Unpaid,TND
SINV00820,CUS0158,SO00056,99779.79,24568.53,2023-12-04,2024-01-28,Unpaid,TND
SINV00821,CUS0042,SO01000,367645.46,85560.3,2023-01-27,2023-03-31,Paid,TND
SINV00822,CUS0027,SO00187,174034.11,36133.82,2024-03-27,2024-05-05,Partially Paid,TND
SINV00823,CUS0109,SO00907,266000.52,60379.43,2023-07-09,2023-08-29,Partially Paid,TND
SINV00824,CUS0028,SO00337,211447.07,42408.55,2024-06-20,2024-08-06,Overdue,TND
SINV00825,CUS0129,SO00457,461062.11,93942.44,2023-06-11,2023-07-26,Unpaid,TND
SINV00826,CUS0183,SO00989,161832.25,34229.41,2022-07-19,2022-09-30,Overdue,TND
SINV00827,CUS0148,SO00428,389232.26,83039.19,2022-01-16,2022-02-17,Paid,TND
SINV00828,CUS0173,SO00045,196950.08,45741.55,2022-08-09,2022-09-23,Unpaid,TND
SINV00829,CUS0032,SO00387,229276.68,50773.54,2022-10-06,2022-12-18,Unpaid,TND
SINV00830,CUS0143,SO00641,153178.68,37014.09,2022-08-03,2022-09-13,Unpaid,TND
SINV00831,CUS0106,SO00358,226379.99,48622.96,2022-12-02,2023-01-09,Overdue,TND
SINV00832,CUS0054,SO00516,27918.89,6631.23,2022-09-09,2022-11-10,Overdue,TND
SINV00833,CUS0092,SO00362,289472.78,66934.67,2024-03-15,2024-06-06,Unpaid,TND
SINV00834,CUS0155,SO00148,147170.3,31519.28,2023-11-14,2023-12-24,Paid,TND
SINV00835,CUS0032,SO00082,73389.57,18311.45,2024-06-05,2024-08-23,Partially Paid,TND
SINV00836,CUS0008,SO00048,256945.91,57403.9,2022-02-03,2022-03-09,Unpaid,TND
SINV00837,CUS0030,SO00513,264955.83,63000.09,2023-11-13,2023-12-23,Partially Paid,TND
SINV00838,CUS0091,SO00410,144355.04,32252.27,2024-05-09,2024-06-26,Partially Paid,TND
SINV00839,CUS0162,SO00347,153295.8,32293.46,2023-12-13,2024-01-27,Paid,TND
SINV00840,CUS0090,SO00848,237213.3,53095.14,2023-10-09,2023-11-24,Overdue,TND
