  erp_products  ·  500 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
PRD0452,Abonnement Datadog pro annuel,Monitoring,6821.28,TND,NZ-8845-WV,SUP0107,Month,2020-08-23
PRD0453,Abonnement Datadog pro annuel,Monitoring,8837.49,TND,WH-9129-BJ,SUP0020,Hour,2021-03-21
PRD0454,Abonnement Datadog pro annuel,Monitoring,6544.79,TND,TJ-7450-VU,SUP0095,Pack,2021-11-27
PRD0455,Licence Power BI Premium,Data et Analytics,4359.74,TND,QV-5343-ZT,SUP0045,Pack,2022-07-10
PRD0456,Licence ServiceNow ITSM annuel,ITSM Platform,26955.79,TND,GI-1591-SD,SUP0004,Pack,2020-05-09
PRD0457,Formation Data Science 3 jours,Formation,2405.38,TND,AS-9588-PI,SUP0030,Year,2022-07-01
PRD0458,Journee Conseil Junior,Conseil et Prestation,789.78,TND,LV-5581-OY,SUP0099,Hour,2021-12-11
PRD0459,Support et Maintenance Tiers 2 annuel,Maintenance,16488.78,TND,FN-7601-PE,SUP0078,Each,2020-05-22
PRD0460,Parefeu Palo Alto PA-3430,Cybersecurite,38402.7,TND,TB-5533-VA,SUP0029,Hour,2020-03-04
PRD0461,Stockage NAS NetApp AFF A400,Stockage,56638.32,TND,JS-7329-FV,SUP0091,Pack,2019-03-02
PRD0462,Abonnement Datadog pro annuel,Monitoring,8130.3,TND,WK-9462-FN,SUP0081,Month,2021-06-03
PRD0463,Formation Data Science 3 jours,Formation,3306.96,TND,KH-7996-GZ,SUP0101,Hour,2021-06-03
PRD0464,Support et Maintenance Tiers 2 annuel,Maintenance,17883.24,TND,YX-4220-VO,SUP0061,Pack,2019-08-17
PRD0465,Formation SAP Certifiante 5 jours,Formation,5165.33,TND,ST-5647-VB,SUP0113,Each,2019-02-13
PRD0466,Journee Conseil Senior,Conseil et Prestation,1339.77,TND,MN-6372-CH,SUP0067,Pack,2022-04-27
PRD0467,Formation SAP Certifiante 5 jours,Formation,4379.02,TND,FF-4867-WA,SUP0012,Pack,2020-05-30
PRD0468,Licence Microsoft 365 Business Premium,Productivite,2489.05,TND,RH-8750-NF,SUP0044,Each,2020-12-05
PRD0469,Licence ServiceNow ITSM annuel,ITSM Platform,22348.31,TND,MS-9648-ML,SUP0061,Each,2021-09-11
PRD0470,Stockage NAS NetApp AFF A400,Stockage,46320.11,TND,OY-3620-PG,SUP0093,Hour,2019-07-14
PRD0471,Licence Microsoft 365 Business Premium,Productivite,2580.76,TND,MG-9534-ZY,SUP0014,Year,2020-02-29
PRD0472,Journee Conseil Junior,Conseil et Prestation,679.72,TND,LI-9274-UA,SUP0075,Each,2019-04-02
PRD0473,Licence GitLab Ultimate annuel,Dev Tools,6416.17,TND,XV-5379-BA,SUP0059,Month,2020-02-24
PRD0474,Licence Microsoft 365 Business Premium,Productivite,2529.01,TND,NG-4215-UF,SUP0067,Pack,2021-08-05
PRD0475,Forfait Migration Donnees,Data Engineering,26833.22,TND,RR-1118-WW,SUP0080,License,2021-09-08
PRD0476,Forfait Architecture Cloud AWS,Cloud Services,42662.48,TND,EW-9291-GR,SUP0050,Pack,2020-05-18
PRD0477,Licence SAP S4HANA par utilisateur,ERP et Licences,12099.79,TND,IQ-5374-YZ,SUP0114,Each,2022-02-02
PRD0478,Parefeu Palo Alto PA-3430,Cybersecurite,33624.68,TND,ZP-1392-FE,SUP0081,Each,2021-08-02
PRD0479,Licence Microsoft 365 Business Premium,Productivite,2403.86,TND,VE-1886-DJ,SUP0027,Year,2019-03-19
PRD0480,Licence Microsoft 365 Business Premium,Productivite,2315.37,TND,KF-1349-YV,SUP0022,License,2021-01-03
PRD0481,Licence Power BI Premium,Data et Analytics,5339.53,TND,ZA-2922-UH,SUP0102,Each,2020-01-04
PRD0482,Journee Conseil Senior,Conseil et Prestation,1193.29,TND,DW-6853-FO,SUP0118,Pack,2019-01-09
PRD0483,Switch Cisco Catalyst 9300,Reseau,8005.22,TND,RN-1638-TS,SUP0050,Month,2019-09-16
PRD0484,Forfait Architecture Cloud AWS,Cloud Services,39616.93,TND,UA-4891-XB,SUP0045,Pack,2021-12-22
PRD0485,Abonnement Datadog pro annuel,Monitoring,8692.15,TND,NL-8953-PX,SUP0076,Month,2019-11-04
PRD0486,Support et Maintenance Tiers 2 annuel,Maintenance,12376.86,TND,RG-2719-JC,SUP0021,Hour,2019-10-25
PRD0487,Stockage NAS NetApp AFF A400,Stockage,58567.98,TND,LH-3154-PW,SUP0013,Month,2020-12-04
PRD0488,Licence GitLab Ultimate annuel,Dev Tools,5335.74,TND,MK-9648-UR,SUP0011,Pack,2020-11-24
PRD0489,Formation Data Science 3 jours,Formation,3183.42,TND,NO-6379-VG,SUP0065,Hour,2021-03-04
PRD0490,Formation Data Science 3 jours,Formation,2800.05,TND,VT-9396-OP,SUP0015,Year,2020-10-28
PRD0491,Licence Microsoft 365 Business Premium,Productivite,1925.94,TND,GK-5759-BX,SUP0004,Hour,2021-04-25
PRD0492,Forfait Migration Donnees,Data Engineering,27257.69,TND,JS-4446-JI,SUP0066,Each,2019-05-07
PRD0493,Licence SAP S4HANA par utilisateur,ERP et Licences,10763.33,TND,DL-6402-HT,SUP0058,Year,2021-10-14
PRD0494,Licence ServiceNow ITSM annuel,ITSM Platform,23490.35,TND,EH-2924-DN,SUP0019,Pack,2022-04-16
PRD0495,Forfait Architecture Cloud AWS,Cloud Services,41101.31,TND,BM-5669-WX,SUP0077,Pack,2022-01-26
PRD0496,Serveur Dell PowerEdge R760,Materiel Informatique,18500.28,TND,MG-2728-LD,SUP0087,Month,2020-11-29
PRD0497,Journee Conseil Senior,Conseil et Prestation,1416.07,TND,EJ-4620-IA,SUP0022,Hour,2021-06-01
PRD0498,Forfait Architecture Cloud AWS,Cloud Services,33646.92,TND,AH-3537-XZ,SUP0063,License,2022-10-23
PRD0499,Licence Power BI Premium,Data et Analytics,5699.98,TND,BH-7026-YS,SUP0026,Pack,2019-07-31
PRD0500,Journee Conseil Senior,Conseil et Prestation,1412.14,TND,BI-6972-IG,SUP0038,Pack,2020-12-29
