  erp_po_lines  ·  1210 lignes  ·  10 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
POL00647,PO00316,PRD0035,47,20816.08,978355.75,27,TND,2022-11-28,Quality check required
POL00648,PO00316,PRD0376,5,13126.34,65631.7,3,TND,2022-11-28,Quality check required
POL00649,PO00317,PRD0398,44,9744.83,428772.65,22,TND,2023-12-09,Rush order
POL00650,PO00318,PRD0461,16,10155.8,162492.77,8,TND,2022-05-17,Rush order
POL00651,PO00319,PRD0029,16,19389.7,310235.22,7,TND,2023-04-15,
POL00652,PO00320,PRD0395,20,9201.86,184037.24,0,TND,2023-04-09,
POL00653,PO00320,PRD0133,13,20351.51,264569.63,0,TND,2023-04-09,
POL00654,PO00320,PRD0418,34,23860.16,811245.57,4,TND,2023-04-09,
POL00655,PO00321,PRD0409,34,6288.84,213820.71,10,TND,2023-01-02,
POL00656,PO00321,PRD0470,13,32711.29,425246.82,4,TND,2023-01-02,
POL00657,PO00321,PRD0395,8,10548.92,84391.4,7,TND,2023-01-02,Quality check required
POL00658,PO00322,PRD0339,11,24581.94,270401.29,7,TND,2023-04-05,Quality check required
POL00659,PO00322,PRD0453,21,6156.34,129283.05,13,TND,2023-04-05,
POL00660,PO00323,PRD0403,16,4931.34,78901.49,8,TND,2024-04-18,
POL00661,PO00323,PRD0427,45,30797.4,1385883.06,34,TND,2024-04-18,
POL00662,PO00323,PRD0308,33,32722.3,1079836.01,9,TND,2024-04-18,Quality check required
POL00663,PO00324,PRD0076,9,27784.09,250056.81,2,TND,2024-09-27,
POL00664,PO00324,PRD0174,7,4605.11,32235.79,5,TND,2024-09-27,Quality check required
POL00665,PO00324,PRD0259,39,12698.08,495225.06,18,TND,2024-09-27,Rush order
POL00666,PO00325,PRD0372,36,23417.57,843032.66,15,TND,2022-09-10,
POL00667,PO00325,PRD0379,9,29310.66,263795.98,2,TND,2022-09-10,
POL00668,PO00325,PRD0076,10,21071.7,210716.96,0,TND,2022-09-10,
POL00669,PO00326,PRD0235,49,26421.45,1294651.13,22,TND,2023-01-25,
POL00670,PO00326,PRD0495,44,15383.86,676889.75,3,TND,2023-01-25,
POL00671,PO00326,PRD0263,8,6872.37,54978.93,7,TND,2023-01-25,Rush order
POL00672,PO00327,PRD0019,43,14203.99,610771.59,9,TND,2024-10-06,Rush order
POL00673,PO00327,PRD0409,44,6536.22,287593.75,39,TND,2024-10-06,Rush order
POL00674,PO00327,PRD0323,16,34727.05,555632.82,10,TND,2024-10-06,
POL00675,PO00328,PRD0053,36,3735.95,134494.32,24,TND,2024-05-08,Rush order
POL00676,PO00328,PRD0089,40,12659.36,506374.27,29,TND,2024-05-08,
POL00677,PO00329,PRD0011,23,4259.9,97977.68,4,TND,2024-05-13,
POL00678,PO00330,PRD0193,48,6450.39,309618.49,20,TND,2024-07-09,Rush order
POL00679,PO00331,PRD0451,17,19400.95,329816.14,6,TND,2022-12-20,
POL00680,PO00331,PRD0331,17,17097.95,290665.21,6,TND,2022-12-20,Rush order
POL00681,PO00331,PRD0196,33,1187.63,39191.73,1,TND,2022-12-20,Rush order
POL00682,PO00332,PRD0431,42,26667.82,1120048.42,21,TND,2022-05-24,
POL00683,PO00332,PRD0266,6,25879.23,155275.4,6,TND,2022-05-24,
POL00684,PO00332,PRD0256,28,9533.31,266932.72,19,TND,2022-05-24,Quality check required
POL00685,PO00333,PRD0351,25,21692.49,542312.3,6,TND,2024-03-18,Quality check required
POL00686,PO00333,PRD0179,44,26986.28,1187396.28,44,TND,2024-03-18,
POL00687,PO00333,PRD0037,45,27899.52,1255478.58,42,TND,2024-03-18,
POL00688,PO00334,PRD0486,25,12702.17,317554.24,13,TND,2023-01-08,
POL00689,PO00335,PRD0095,35,30538.97,1068863.79,20,TND,2022-07-08,
POL00690,PO00335,PRD0232,27,25193.53,680225.26,18,TND,2022-07-08,
POL00691,PO00336,PRD0215,30,12121.83,363654.94,11,TND,2024-08-28,
POL00692,PO00337,PRD0073,13,23799.35,309391.5,0,TND,2023-12-18,Rush order
POL00693,PO00338,PRD0372,23,17492.82,402334.79,3,TND,2023-03-08,
POL00694,PO00338,PRD0475,31,27313.33,846713.32,13,TND,2023-03-08,
POL00695,PO00338,PRD0081,25,4245.69,106142.36,10,TND,2023-03-08,
POL00696,PO00339,PRD0120,47,24799.77,1165589.15,46,TND,2022-04-12,
POL00697,PO00339,PRD0224,16,1685.4,26966.35,9,TND,2022-04-12,
POL00698,PO00340,PRD0221,26,2715.41,70600.55,21,TND,2022-05-10,Rush order
POL00699,PO00341,PRD0264,26,33901.5,881439.01,3,TND,2023-03-23,
POL00700,PO00341,PRD0014,11,23842.65,262269.1,3,TND,2023-03-23,
POL00701,PO00341,PRD0331,7,17499.5,122496.49,0,TND,2023-03-23,Rush order
POL00702,PO00342,PRD0274,15,28404.09,426061.4,2,TND,2024-11-29,
POL00703,PO00342,PRD0437,14,28216.56,395031.9,1,TND,2024-11-29,
POL00704,PO00342,PRD0436,28,27942.83,782399.37,23,TND,2024-11-29,Rush order
POL00705,PO00343,PRD0340,28,9929.57,278027.99,17,TND,2023-03-30,
POL00706,PO00343,PRD0467,39,24335.82,949096.81,26,TND,2023-03-30,
POL00707,PO00343,PRD0453,30,6591.94,197758.34,9,TND,2023-03-30,
POL00708,PO00344,PRD0391,38,23926.81,909218.84,20,TND,2022-11-27,Rush order
POL00709,PO00345,PRD0276,24,11365.13,272763.19,24,TND,2022-08-03,
POL00710,PO00345,PRD0030,48,20626.57,990075.44,0,TND,2022-08-03,
POL00711,PO00345,PRD0200,16,1612.66,25802.54,16,TND,2022-08-03,Quality check required
POL00712,PO00346,PRD0327,25,1924.88,48121.97,16,TND,2024-11-30,Rush order
POL00713,PO00346,PRD0269,29,26424.98,766324.38,20,TND,2024-11-30,Quality check required
POL00714,PO00347,PRD0485,24,7092.73,170225.54,24,TND,2024-04-05,
POL00715,PO00347,PRD0446,13,21439.67,278715.76,3,TND,2024-04-05,Rush order
POL00716,PO00348,PRD0093,32,27595.78,883064.98,9,TND,2024-08-21,
POL00717,PO00348,PRD0058,16,1301.86,20829.76,0,TND,2024-08-21,Rush order
POL00718,PO00348,PRD0313,7,25654.45,179581.13,4,TND,2024-08-21,
POL00719,PO00349,PRD0130,12,36851.25,442214.94,4,TND,2022-05-17,Quality check required
POL00720,PO00349,PRD0273,41,18189.26,745759.8,7,TND,2022-05-17,
POL00721,PO00349,PRD0112,44,22113.61,972999.03,28,TND,2022-05-17,
POL00722,PO00350,PRD0302,44,3904.6,171802.54,17,TND,2023-04-20,
POL00723,PO00350,PRD0313,11,25658.69,282245.55,10,TND,2023-04-20,
POL00724,PO00351,PRD0358,6,33647.87,201887.2,0,TND,2024-07-03,
POL00725,PO00351,PRD0102,32,32981.1,1055395.07,26,TND,2024-07-03,
POL00726,PO00351,PRD0057,15,27847.31,417709.7,0,TND,2024-07-03,
POL00727,PO00352,PRD0179,15,31383.31,470749.65,10,TND,2022-05-15,
POL00728,PO00353,PRD0203,25,8377.27,209431.87,20,TND,2022-03-30,
POL00729,PO00353,PRD0097,16,6986.91,111790.57,8,TND,2022-03-30,
POL00730,PO00353,PRD0447,20,30907.81,618156.22,17,TND,2022-03-30,
POL00731,PO00354,PRD0284,31,28316.73,877818.61,10,TND,2023-04-25,
POL00732,PO00354,PRD0353,8,3542.54,28340.33,0,TND,2023-04-25,Quality check required
POL00733,PO00355,PRD0274,34,30837.98,1048491.34,27,TND,2022-02-14,
POL00734,PO00355,PRD0358,16,35051.38,560822.03,6,TND,2022-02-14,
POL00735,PO00356,PRD0458,18,1044.81,18806.66,6,TND,2022-07-30,Quality check required
POL00736,PO00356,PRD0198,10,2438.41,24384.06,8,TND,2022-07-30,Rush order
POL00737,PO00356,PRD0345,45,31759.76,1429189.1,34,TND,2022-07-30,Quality check required
POL00738,PO00357,PRD0204,20,18859.59,377191.74,13,TND,2024-08-14,
POL00739,PO00358,PRD0495,9,13576.86,122191.75,3,TND,2023-01-27,
POL00740,PO00358,PRD0398,15,10419.51,156292.62,6,TND,2023-01-27,
POL00741,PO00359,PRD0312,37,26782.34,990946.67,14,TND,2023-12-07,Rush order
POL00742,PO00359,PRD0079,34,8314.03,282677.12,4,TND,2023-12-07,
POL00743,PO00359,PRD0051,50,4821.92,241096.04,48,TND,2023-12-07,
POL00744,PO00360,PRD0488,29,12263.53,355642.41,3,TND,2023-07-04,
POL00745,PO00360,PRD0459,45,17458.05,785612.11,23,TND,2023-07-04,
POL00746,PO00361,PRD0004,39,20572.31,802320.28,33,TND,2022-12-09,
POL00747,PO00362,PRD0417,44,16408.79,721986.89,8,TND,2022-08-22,Quality check required
POL00748,PO00362,PRD0137,31,19729.92,611627.54,7,TND,2022-08-22,Quality check required
POL00749,PO00362,PRD0127,49,26774.28,1311939.92,7,TND,2022-08-22,Rush order
POL00750,PO00363,PRD0215,20,14528,290560.06,17,TND,2025-01-20,Rush order
POL00751,PO00363,PRD0297,36,3616.37,130189.25,11,TND,2025-01-20,
POL00752,PO00363,PRD0437,14,37878.94,530305.11,11,TND,2025-01-20,Quality check required
POL00753,PO00364,PRD0189,30,31509.61,945288.31,17,TND,2022-05-24,Quality check required
POL00754,PO00364,PRD0357,44,14857.15,653714.49,22,TND,2022-05-24,
POL00755,PO00365,PRD0071,18,1473.2,26517.61,9,TND,2024-08-02,
POL00756,PO00366,PRD0304,26,23957.01,622882.32,10,TND,2024-11-04,
POL00757,PO00366,PRD0290,47,24182.01,1136554.36,27,TND,2024-11-04,
POL00758,PO00366,PRD0457,24,22263.88,534333.12,4,TND,2024-11-04,
POL00759,PO00367,PRD0012,14,16572.78,232018.91,12,TND,2024-10-25,
POL00760,PO00367,PRD0228,42,22128.61,929401.44,19,TND,2024-10-25,
POL00761,PO00367,PRD0138,41,6215.48,254834.6,39,TND,2024-10-25,Quality check required
POL00762,PO00368,PRD0012,43,12917.82,555466.39,29,TND,2023-06-26,Rush order
POL00763,PO00368,PRD0288,36,25384.27,913833.9,16,TND,2023-06-26,
POL00764,PO00369,PRD0352,23,23413.25,538504.76,12,TND,2023-02-26,Rush order
POL00765,PO00369,PRD0317,37,4639.95,171678.09,12,TND,2023-02-26,
POL00766,PO00370,PRD0434,20,5956.96,119139.11,9,TND,2022-09-19,Quality check required
POL00767,PO00370,PRD0155,45,7039.97,316798.59,21,TND,2022-09-19,
POL00768,PO00370,PRD0058,42,1487.01,62454.41,34,TND,2022-09-19,
POL00769,PO00371,PRD0195,42,29510.47,1239439.71,34,TND,2024-05-18,
POL00770,PO00372,PRD0149,43,11890.57,511294.55,10,TND,2023-04-22,
POL00771,PO00372,PRD0162,5,30710.41,153552.03,2,TND,2023-04-22,
POL00772,PO00373,PRD0428,7,16963.94,118747.58,2,TND,2023-11-27,Quality check required
POL00773,PO00374,PRD0493,30,4485.53,134566.01,12,TND,2024-10-02,Rush order
POL00774,PO00375,PRD0309,39,22267.25,868422.68,11,TND,2024-08-24,Rush order
POL00775,PO00375,PRD0462,21,27427.2,575971.22,11,TND,2024-08-24,
POL00776,PO00375,PRD0032,19,2200.73,41813.86,0,TND,2024-08-24,
POL00777,PO00376,PRD0294,7,8312.97,58190.78,5,TND,2023-08-18,Quality check required
POL00778,PO00376,PRD0285,39,2692.72,105016.22,35,TND,2023-08-18,
POL00779,PO00376,PRD0098,35,33432.62,1170141.72,16,TND,2023-08-18,
POL00780,PO00377,PRD0178,14,23494.97,328929.63,14,TND,2024-08-23,Quality check required
POL00781,PO00377,PRD0213,5,19527.71,97638.54,0,TND,2024-08-23,
POL00782,PO00377,PRD0444,48,26063.13,1251030.28,22,TND,2024-08-23,Quality check required
POL00783,PO00378,PRD0207,43,23751.63,1021320.15,22,TND,2024-07-10,
POL00784,PO00378,PRD0053,27,3487.13,94152.45,12,TND,2024-07-10,Rush order
POL00785,PO00378,PRD0304,21,17456.87,366594.2,18,TND,2024-07-10,
POL00786,PO00379,PRD0278,23,3344.32,76919.35,13,TND,2024-04-22,Quality check required
POL00787,PO00379,PRD0341,37,26320.34,973852.4,30,TND,2024-04-22,
POL00788,PO00380,PRD0061,46,1079.37,49650.88,2,TND,2022-12-11,
POL00789,PO00380,PRD0272,18,8574.16,154334.85,13,TND,2022-12-11,Rush order
POL00790,PO00380,PRD0242,12,35668.16,428017.93,0,TND,2022-12-11,
POL00791,PO00381,PRD0471,21,4012.6,84264.68,4,TND,2024-01-09,
POL00792,PO00381,PRD0152,7,5394.49,37761.45,6,TND,2024-01-09,Quality check required
POL00793,PO00382,PRD0341,40,29981.26,1199250.22,25,TND,2023-08-20,Rush order
POL00794,PO00382,PRD0176,7,25120.56,175843.94,6,TND,2023-08-20,
POL00795,PO00383,PRD0060,27,9660.46,260832.34,19,TND,2022-12-24,
POL00796,PO00384,PRD0447,32,23403.23,748903.41,11,TND,2023-08-20,
POL00797,PO00384,PRD0245,16,34611.62,553785.98,3,TND,2023-08-20,
POL00798,PO00385,PRD0170,45,5985.09,269329.06,41,TND,2022-11-06,Rush order
POL00799,PO00386,PRD0407,24,2721.97,65327.25,15,TND,2022-04-11,Quality check required
POL00800,PO00386,PRD0016,23,22156.95,509609.83,21,TND,2022-04-11,Rush order
POL00801,PO00387,PRD0306,25,28258.07,706451.64,5,TND,2023-11-19,
POL00802,PO00387,PRD0115,19,17408.69,330765.16,17,TND,2023-11-19,
POL00803,PO00388,PRD0004,13,21992.03,285896.4,4,TND,2023-07-24,Rush order
POL00804,PO00388,PRD0251,18,15670.07,282061.29,3,TND,2023-07-24,
POL00805,PO00389,PRD0425,5,18312.29,91561.43,5,TND,2023-01-06,
POL00806,PO00389,PRD0442,47,3757.53,176604.11,11,TND,2023-01-06,
POL00807,PO00389,PRD0461,9,10783.13,97048.2,7,TND,2023-01-06,
POL00808,PO00390,PRD0074,15,1686.78,25301.75,13,TND,2022-08-22,Rush order
POL00809,PO00390,PRD0325,39,19733.43,769603.83,15,TND,2022-08-22,
POL00810,PO00390,PRD0497,25,15568.39,389209.74,22,TND,2022-08-22,Rush order
POL00811,PO00391,PRD0167,24,34438.49,826523.64,5,TND,2022-07-24,Rush order
POL00812,PO00391,PRD0088,25,19293.88,482346.95,3,TND,2022-07-24,Quality check required
POL00813,PO00391,PRD0093,37,27298.08,1010029.1,20,TND,2022-07-24,Quality check required
POL00814,PO00392,PRD0315,8,16586.67,132693.34,5,TND,2023-05-26,
POL00815,PO00392,PRD0044,45,4377.38,196981.94,3,TND,2023-05-26,Rush order
POL00816,PO00393,PRD0307,34,910.61,30960.85,19,TND,2024-02-21,Rush order
POL00817,PO00393,PRD0048,28,17631.35,493677.78,20,TND,2024-02-21,
POL00818,PO00394,PRD0396,38,25845.66,982134.97,18,TND,2023-01-28,
POL00819,PO00394,PRD0073,34,23987.13,815562.32,7,TND,2023-01-28,Rush order
POL00820,PO00395,PRD0154,34,8820.17,299885.91,12,TND,2022-11-17,Rush order
POL00821,PO00395,PRD0360,43,20904.9,898910.82,13,TND,2022-11-17,
POL00822,PO00395,PRD0413,36,23910.76,860787.48,32,TND,2022-11-17,
POL00823,PO00396,PRD0114,38,17547.53,666806.02,13,TND,2023-08-29,Quality check required
POL00824,PO00397,PRD0448,49,16408.66,804024.29,12,TND,2024-01-09,
POL00825,PO00398,PRD0267,32,36816.19,1178118.22,2,TND,2025-01-26,
POL00826,PO00398,PRD0471,39,4287.41,167208.82,11,TND,2025-01-26,
POL00827,PO00398,PRD0308,16,27120.71,433931.29,15,TND,2025-01-26,
POL00828,PO00399,PRD0101,40,3914.82,156592.8,27,TND,2023-03-29,
POL00829,PO00399,PRD0005,9,9525.85,85732.66,5,TND,2023-03-29,
POL00830,PO00400,PRD0228,31,24496.53,759392.39,20,TND,2023-05-06,
POL00831,PO00401,PRD0374,37,7133.3,263932.23,3,TND,2024-10-02,
POL00832,PO00401,PRD0116,11,5189.33,57082.66,5,TND,2024-10-02,Quality check required
POL00833,PO00402,PRD0245,29,27337.15,792777.44,15,TND,2024-06-13,
POL00834,PO00402,PRD0097,33,8116.77,267853.27,24,TND,2024-06-13,
POL00835,PO00402,PRD0150,30,24771.66,743149.83,18,TND,2024-06-13,
POL00836,PO00403,PRD0115,13,17211.82,223753.66,9,TND,2022-03-26,
POL00837,PO00403,PRD0108,29,8576.93,248730.84,20,TND,2022-03-26,Quality check required
POL00838,PO00404,PRD0498,44,23333.84,1026689.06,37,TND,2023-06-30,
POL00839,PO00404,PRD0464,6,29631.34,177788.05,5,TND,2023-06-30,
POL00840,PO00405,PRD0025,40,6677.09,267083.64,21,TND,2023-03-05,Quality check required
POL00841,PO00406,PRD0296,19,23584.79,448110.99,10,TND,2024-05-15,
POL00842,PO00407,PRD0361,43,5863.86,252145.91,26,TND,2022-11-05,
POL00843,PO00408,PRD0464,23,25210.46,579840.61,12,TND,2023-03-04,Rush order
POL00844,PO00408,PRD0148,37,31016.79,1147621.14,33,TND,2023-03-04,Rush order
POL00845,PO00409,PRD0385,44,35791.29,1574816.6,29,TND,2023-12-29,
POL00846,PO00409,PRD0481,15,31140.45,467106.75,11,TND,2023-12-29,Quality check required
POL00847,PO00409,PRD0462,50,25360.64,1268031.76,36,TND,2023-12-29,Rush order
POL00848,PO00410,PRD0065,42,32797.95,1377513.79,3,TND,2022-02-27,
POL00849,PO00410,PRD0485,33,6394.63,211022.67,29,TND,2022-02-27,
POL00850,PO00410,PRD0266,47,29421.74,1382821.88,40,TND,2022-02-27,
POL00851,PO00411,PRD0154,17,7568.79,128669.51,14,TND,2023-06-19,
POL00852,PO00412,PRD0008,42,11461.92,481400.72,33,TND,2023-07-15,Rush order
POL00853,PO00412,PRD0475,21,33737.57,708488.93,10,TND,2023-07-15,
POL00854,PO00413,PRD0407,36,2663.84,95898.07,10,TND,2023-08-23,
POL00855,PO00413,PRD0475,38,34593.05,1314535.88,6,TND,2023-08-23,
POL00856,PO00414,PRD0372,6,17989.33,107936.01,1,TND,2024-10-23,
POL00857,PO00415,PRD0175,12,26562.96,318755.57,12,TND,2023-10-12,
POL00858,PO00415,PRD0386,44,18149.06,798558.77,31,TND,2023-10-12,
POL00859,PO00415,PRD0223,26,15218.7,395686.27,18,TND,2023-10-12,
POL00860,PO00416,PRD0378,47,11842.61,556602.53,46,TND,2023-02-28,
POL00861,PO00417,PRD0434,34,5259.75,178831.52,3,TND,2025-01-23,Rush order
POL00862,PO00417,PRD0086,40,21807.11,872284.44,27,TND,2025-01-23,Quality check required
POL00863,PO00417,PRD0427,19,33165.67,630147.8,11,TND,2025-01-23,
POL00864,PO00418,PRD0425,39,19285.44,752132.05,1,TND,2024-08-12,Quality check required
POL00865,PO00418,PRD0337,5,29835.31,149176.55,5,TND,2024-08-12,Rush order
POL00866,PO00418,PRD0161,48,5244.87,251753.81,25,TND,2024-08-12,
POL00867,PO00419,PRD0382,42,20157.76,846626.02,5,TND,2024-04-15,
POL00868,PO00419,PRD0063,39,15233.94,594123.7,8,TND,2024-04-15,
POL00869,PO00419,PRD0295,24,21995.04,527880.85,4,TND,2024-04-15,Rush order
POL00870,PO00420,PRD0063,7,18188.42,127318.96,0,TND,2024-07-06,
POL00871,PO00420,PRD0125,39,8174.11,318790.35,6,TND,2024-07-06,
POL00872,PO00421,PRD0063,13,15726.18,204440.4,4,TND,2022-12-05,
POL00873,PO00421,PRD0022,18,32923.1,592615.74,12,TND,2022-12-05,
POL00874,PO00421,PRD0146,49,32561.04,1595491.07,33,TND,2022-12-05,Quality check required
POL00875,PO00422,PRD0195,13,35009.68,455125.8,7,TND,2024-06-26,
POL00876,PO00423,PRD0354,43,403.7,17359.01,25,TND,2024-07-25,
POL00877,PO00424,PRD0108,44,7889.8,347151.17,3,TND,2023-03-24,
POL00878,PO00425,PRD0171,32,318.55,10193.63,5,TND,2025-01-29,Rush order
POL00879,PO00425,PRD0279,23,7185.8,165273.38,14,TND,2025-01-29,
POL00880,PO00425,PRD0165,26,6313.94,164162.38,12,TND,2025-01-29,Quality check required
POL00881,PO00426,PRD0300,16,24801.36,396821.84,11,TND,2024-05-16,Rush order
POL00882,PO00427,PRD0052,20,14581.15,291623.05,12,TND,2024-01-03,
POL00883,PO00428,PRD0338,37,11365.27,420514.88,15,TND,2023-10-17,Quality check required
POL00884,PO00429,PRD0094,15,25628.63,384429.45,13,TND,2022-12-15,Quality check required
POL00885,PO00429,PRD0234,26,2591.73,67384.91,7,TND,2022-12-15,Rush order
POL00886,PO00430,PRD0267,21,26418.72,554793.07,8,TND,2024-06-04,
POL00887,PO00431,PRD0350,11,4419.21,48611.28,9,TND,2024-10-27,Quality check required
POL00888,PO00431,PRD0212,25,26557.62,663940.49,20,TND,2024-10-27,
POL00889,PO00431,PRD0040,45,27991.96,1259638.24,19,TND,2024-10-27,Quality check required
POL00890,PO00432,PRD0022,12,29067.52,348810.23,0,TND,2024-08-26,
POL00891,PO00432,PRD0500,39,22858.56,891483.9,0,TND,2024-08-26,
POL00892,PO00433,PRD0110,36,28695.37,1033033.5,26,TND,2024-04-01,
POL00893,PO00433,PRD0005,37,9928.13,367340.96,6,TND,2024-04-01,Rush order
POL00894,PO00434,PRD0133,38,21854.16,830457.9,37,TND,2024-10-20,
POL00895,PO00434,PRD0347,18,21858.08,393445.42,0,TND,2024-10-20,
POL00896,PO00434,PRD0139,7,8722.64,61058.46,6,TND,2024-10-20,Quality check required
POL00897,PO00435,PRD0134,47,32819.98,1542539.28,38,TND,2024-05-18,
POL00898,PO00435,PRD0356,16,68.16,1090.58,16,TND,2024-05-18,
POL00899,PO00436,PRD0481,22,32817.39,721982.66,10,TND,2024-11-07,Rush order
POL00900,PO00436,PRD0315,50,14477.87,723893.65,15,TND,2024-11-07,Rush order
POL00901,PO00437,PRD0384,36,28113.39,1012082,7,TND,2022-04-25,Quality check required
POL00902,PO00437,PRD0458,17,861.78,14650.3,0,TND,2022-04-25,Quality check required
POL00903,PO00437,PRD0233,40,21955.05,878201.96,7,TND,2022-04-25,
POL00904,PO00438,PRD0430,7,13363.05,93541.37,3,TND,2025-02-11,Rush order
POL00905,PO00438,PRD0427,42,37475.23,1573959.73,32,TND,2025-02-11,
POL00906,PO00439,PRD0260,40,14537.82,581512.91,30,TND,2022-08-09,Quality check required
POL00907,PO00440,PRD0383,19,32129.29,610456.51,6,TND,2024-01-21,Quality check required
POL00908,PO00440,PRD0184,35,454.58,15910.23,28,TND,2024-01-21,
POL00909,PO00440,PRD0493,11,5110.98,56220.83,3,TND,2024-01-21,
POL00910,PO00441,PRD0007,27,8661.04,233848.05,6,TND,2023-08-20,
POL00911,PO00441,PRD0319,31,33061.14,1024895.35,1,TND,2023-08-20,
POL00912,PO00441,PRD0468,30,15362.81,460884.15,4,TND,2023-08-20,Rush order
POL00913,PO00442,PRD0404,21,32572.11,684014.3,2,TND,2024-02-28,
POL00914,PO00442,PRD0086,19,26546.57,504384.74,2,TND,2024-02-28,
POL00915,PO00443,PRD0371,33,13924.74,459516.26,29,TND,2022-05-15,
POL00916,PO00444,PRD0138,9,6201.83,55816.5,0,TND,2023-09-03,
POL00917,PO00445,PRD0354,22,481.34,10589.5,3,TND,2023-08-12,
POL00918,PO00445,PRD0254,22,26892.55,591636.12,11,TND,2023-08-12,
POL00919,PO00445,PRD0303,46,33888.25,1558859.67,4,TND,2023-08-12,
POL00920,PO00446,PRD0248,45,27939.97,1257298.59,9,TND,2022-06-04,
POL00921,PO00446,PRD0366,39,26410.43,1030006.79,29,TND,2022-06-04,
POL00922,PO00446,PRD0316,40,9939.86,397594.36,30,TND,2022-06-04,
POL00923,PO00447,PRD0200,31,1687.35,52307.72,13,TND,2022-05-20,
POL00924,PO00447,PRD0131,10,7802.12,78021.15,7,TND,2022-05-20,Rush order
POL00925,PO00447,PRD0444,16,32334.61,517353.81,9,TND,2022-05-20,
POL00926,PO00448,PRD0427,48,34460.01,1654080.34,13,TND,2024-06-03,
POL00927,PO00448,PRD0456,11,14533.67,159870.36,8,TND,2024-06-03,
POL00928,PO00449,PRD0019,29,10848.06,314593.7,16,TND,2022-05-25,Quality check required
POL00929,PO00450,PRD0353,8,3081.92,24655.38,7,TND,2022-11-15,
POL00930,PO00451,PRD0280,49,7797.33,382069.39,41,TND,2023-05-13,
POL00931,PO00452,PRD0479,7,33056.25,231393.73,0,TND,2022-12-04,
POL00932,PO00453,PRD0400,31,12226.49,379021.27,8,TND,2024-03-11,
POL00933,PO00453,PRD0406,17,2198.16,37368.76,13,TND,2024-03-11,
POL00934,PO00454,PRD0016,43,23584.23,1014121.88,20,TND,2023-06-16,
POL00935,PO00454,PRD0006,36,27990.29,1007650.52,15,TND,2023-06-16,
POL00936,PO00454,PRD0174,41,4636,190076.06,0,TND,2023-06-16,
POL00937,PO00455,PRD0111,17,8941.95,152013.17,1,TND,2022-07-10,Quality check required
POL00938,PO00455,PRD0316,10,8457.41,84574.05,1,TND,2022-07-10,
POL00939,PO00456,PRD0417,37,12381.24,458106.03,30,TND,2023-07-13,
POL00940,PO00456,PRD0195,36,33797.04,1216693.6,9,TND,2023-07-13,
POL00941,PO00456,PRD0290,21,20019.33,420405.98,10,TND,2023-07-13,Rush order
POL00942,PO00457,PRD0209,12,7864.2,94370.43,9,TND,2024-02-22,
POL00943,PO00457,PRD0406,9,2179.06,19611.53,7,TND,2024-02-22,
POL00944,PO00457,PRD0058,24,1519.12,36458.95,7,TND,2024-02-22,Quality check required
POL00945,PO00458,PRD0075,24,22988.79,551730.93,9,TND,2023-07-30,
POL00946,PO00459,PRD0185,46,29293.38,1347495.7,25,TND,2023-10-31,
POL00947,PO00460,PRD0176,42,25293.17,1062313.1,17,TND,2024-05-06,
POL00948,PO00461,PRD0489,47,2000.89,94041.9,46,TND,2023-07-24,
POL00949,PO00462,PRD0140,35,7220.82,252728.61,11,TND,2022-07-29,Quality check required
POL00950,PO00462,PRD0157,18,5055.1,90991.81,5,TND,2022-07-29,Quality check required
POL00951,PO00462,PRD0380,27,26565.89,717279.04,10,TND,2022-07-29,
POL00952,PO00463,PRD0473,31,10604.05,328725.7,5,TND,2024-04-02,Quality check required
POL00953,PO00464,PRD0419,48,13463.23,646234.92,8,TND,2024-02-23,Rush order
POL00954,PO00464,PRD0154,49,8731.52,427844.36,22,TND,2024-02-23,
POL00955,PO00464,PRD0369,12,25821.48,309857.72,6,TND,2024-02-23,
POL00956,PO00465,PRD0055,47,10015.48,470727.54,7,TND,2024-10-23,Rush order
POL00957,PO00466,PRD0298,32,6757.43,216237.63,25,TND,2024-04-07,Rush order
POL00958,PO00466,PRD0473,39,13342.97,520375.91,26,TND,2024-04-07,Rush order
POL00959,PO00466,PRD0431,32,26376.34,844042.77,32,TND,2024-04-07,Quality check required
POL00960,PO00467,PRD0110,8,31019.25,248154.01,0,TND,2023-02-21,
POL00961,PO00468,PRD0138,37,5155.3,190746.06,14,TND,2023-03-12,Quality check required
POL00962,PO00468,PRD0160,40,20719.35,828773.84,5,TND,2023-03-12,
POL00963,PO00468,PRD0234,7,2293.49,16054.43,7,TND,2023-03-12,Rush order
POL00964,PO00469,PRD0434,24,5215,125160.12,1,TND,2022-03-11,
POL00965,PO00469,PRD0291,38,13003.3,494125.27,12,TND,2022-03-11,Quality check required
POL00966,PO00469,PRD0067,45,2747.18,123623.1,8,TND,2022-03-11,
POL00967,PO00470,PRD0118,37,4290.11,158734.21,27,TND,2023-11-05,Rush order
POL00968,PO00470,PRD0143,7,15119.23,105834.58,2,TND,2023-11-05,
POL00969,PO00471,PRD0294,31,8557.71,265289.13,20,TND,2022-12-27,Rush order
POL00970,PO00472,PRD0096,5,34843.9,174219.52,1,TND,2024-09-19,
POL00971,PO00472,PRD0076,17,28920.53,491649.02,15,TND,2024-09-19,
