  erp_purchase_orders  ·  600 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
PO00533,SUP0096,2023-05-19,2023-08-06,98092,Cancelled,EMP0011,TND,Dubai-Jebel Ali
PO00534,SUP0025,2022-05-21,2022-06-26,36190.05,Draft,EMP0130,TND,London-Heathrow
PO00535,SUP0113,2023-01-06,2023-01-26,62436.92,Cancelled,EMP0076,TND,Amsterdam-Port
PO00536,SUP0015,2023-10-14,2023-12-29,103951.63,Cancelled,EMP0026,TND,New York-NJ
PO00537,SUP0076,2023-06-08,2023-08-06,96210.56,Draft,EMP0075,TND,London-Heathrow
PO00538,SUP0080,2023-11-29,2024-02-26,5377.35,Submitted,EMP0131,TND,Madrid-Central
PO00539,SUP0018,2022-12-03,2023-01-21,153442.87,Received,EMP0012,TND,Frankfurt-Main
PO00540,SUP0110,2023-04-03,2023-04-29,49234.56,Received,EMP0071,TND,Amsterdam-Port
PO00541,SUP0005,2023-06-12,2023-07-24,197418.49,Draft,EMP0088,TND,Singapore-Hub
PO00542,SUP0043,2022-12-16,2023-01-10,100607.01,Submitted,EMP0063,TND,Milan-North
PO00543,SUP0015,2024-12-02,2025-01-14,82884.15,Submitted,EMP0042,TND,Paris-CDG
PO00544,SUP0081,2022-06-17,2022-08-12,171620.58,Cancelled,EMP0125,TND,Zurich-Center
PO00545,SUP0071,2024-05-06,2024-07-06,199859.27,Received,EMP0045,TND,Frankfurt-Main
PO00546,SUP0050,2022-07-09,2022-09-18,3720.93,Draft,EMP0107,TND,London-Heathrow
PO00547,SUP0066,2022-03-31,2022-05-01,189111.95,Submitted,EMP0069,TND,Paris-CDG
PO00548,SUP0108,2024-07-25,2024-09-25,87676.12,Approved,EMP0055,TND,New York-NJ
PO00549,SUP0107,2022-11-09,2023-02-04,27318.11,Submitted,EMP0086,TND,Paris-CDG
PO00550,SUP0014,2022-07-25,2022-09-07,55630.86,Cancelled,EMP0097,TND,Dubai-Jebel Ali
PO00551,SUP0004,2023-10-31,2024-01-28,28251.76,Cancelled,EMP0022,TND,Dubai-Jebel Ali
PO00552,SUP0066,2023-08-08,2023-11-04,186218.75,Approved,EMP0092,TND,Madrid-Central
PO00553,SUP0095,2023-07-24,2023-10-22,88957.22,Approved,EMP0076,TND,Singapore-Hub
PO00554,SUP0085,2022-10-28,2022-11-18,59191.2,Approved,EMP0079,TND,London-Heathrow
PO00555,SUP0058,2022-08-09,2022-10-08,83561.31,Cancelled,EMP0066,TND,Zurich-Center
PO00556,SUP0034,2022-01-04,2022-03-08,66461.37,Approved,EMP0078,TND,Madrid-Central
PO00557,SUP0054,2023-09-17,2023-11-16,98028.15,Cancelled,EMP0018,TND,Madrid-Central
PO00558,SUP0021,2023-10-14,2023-12-07,28656.84,Cancelled,EMP0131,TND,Dubai-Jebel Ali
PO00559,SUP0039,2024-03-17,2024-05-18,64964.37,Draft,EMP0144,TND,Zurich-Center
PO00560,SUP0115,2023-04-15,2023-05-02,51500.44,Draft,EMP0122,TND,Dubai-Jebel Ali
PO00561,SUP0020,2023-08-25,2023-09-17,49043.91,Cancelled,EMP0026,TND,Amsterdam-Port
PO00562,SUP0090,2024-06-13,2024-08-29,69366.11,Cancelled,EMP0057,TND,Zurich-Center
PO00563,SUP0063,2023-03-16,2023-05-31,97775.12,Submitted,EMP0113,TND,Frankfurt-Main
PO00564,SUP0033,2024-01-12,2024-02-14,34319.42,Draft,EMP0043,TND,Milan-North
PO00565,SUP0092,2022-01-04,2022-02-13,170658.37,Submitted,EMP0071,TND,Frankfurt-Main
PO00566,SUP0037,2023-01-17,2023-04-01,29214.01,Submitted,EMP0117,TND,London-Heathrow
PO00567,SUP0057,2022-03-31,2022-05-22,182972.11,Cancelled,EMP0124,TND,Milan-North
PO00568,SUP0106,2023-03-20,2023-06-03,11760.79,Draft,EMP0110,TND,Amsterdam-Port
PO00569,SUP0031,2022-11-27,2023-02-25,183572.76,Cancelled,EMP0143,TND,Dubai-Jebel Ali
PO00570,SUP0059,2024-09-29,2024-11-08,46770.56,Approved,EMP0041,TND,Frankfurt-Main
PO00571,SUP0068,2022-01-02,2022-02-28,183381.25,Submitted,EMP0118,TND,Milan-North
PO00572,SUP0088,2023-12-31,2024-03-23,178723.86,Submitted,EMP0107,TND,Amsterdam-Port
PO00573,SUP0012,2022-11-22,2023-02-11,121516.24,Approved,EMP0026,TND,Paris-CDG
PO00574,SUP0045,2024-12-07,2025-02-23,113656.46,Cancelled,EMP0133,TND,Frankfurt-Main
PO00575,SUP0016,2024-12-16,2025-01-11,160203.6,Cancelled,EMP0070,TND,London-Heathrow
PO00576,SUP0064,2022-09-03,2022-11-27,48559.35,Submitted,EMP0001,TND,New York-NJ
PO00577,SUP0025,2023-06-07,2023-07-16,132288.56,Cancelled,EMP0082,TND,Milan-North
PO00578,SUP0104,2023-01-21,2023-03-15,40702.37,Approved,EMP0145,TND,Singapore-Hub
PO00579,SUP0099,2022-07-22,2022-10-20,90072.7,Draft,EMP0070,TND,Paris-CDG
PO00580,SUP0024,2023-03-18,2023-05-08,31366.72,Submitted,EMP0009,TND,Paris-CDG
PO00581,SUP0088,2022-06-15,2022-08-26,46544.41,Received,EMP0050,TND,Amsterdam-Port
PO00582,SUP0038,2022-10-01,2022-11-13,2752.31,Cancelled,EMP0128,TND,London-Heathrow
PO00583,SUP0033,2023-09-19,2023-12-03,101539.86,Cancelled,EMP0008,TND,Singapore-Hub
PO00584,SUP0115,2022-09-01,2022-10-02,18545.03,Submitted,EMP0094,TND,Singapore-Hub
PO00585,SUP0120,2024-06-03,2024-09-01,196964.47,Draft,EMP0038,TND,Madrid-Central
PO00586,SUP0073,2022-08-17,2022-11-03,167538.98,Submitted,EMP0121,TND,London-Heathrow
PO00587,SUP0038,2023-07-30,2023-09-28,36943.44,Draft,EMP0113,TND,New York-NJ
PO00588,SUP0046,2022-06-07,2022-07-09,163591.26,Cancelled,EMP0054,TND,Frankfurt-Main
PO00589,SUP0120,2022-07-04,2022-09-28,93775.41,Cancelled,EMP0148,TND,Milan-North
PO00590,SUP0055,2022-08-07,2022-10-11,72938.91,Draft,EMP0028,TND,Dubai-Jebel Ali
PO00591,SUP0007,2022-04-09,2022-06-09,56656.94,Draft,EMP0037,TND,Singapore-Hub
PO00592,SUP0050,2024-06-15,2024-07-06,25192.59,Submitted,EMP0057,TND,Frankfurt-Main
PO00593,SUP0018,2024-03-07,2024-05-03,169034.85,Approved,EMP0024,TND,Paris-CDG
PO00594,SUP0003,2022-03-10,2022-04-20,78415.24,Received,EMP0138,TND,Milan-North
PO00595,SUP0111,2024-08-23,2024-10-15,49352.71,Received,EMP0061,TND,Dubai-Jebel Ali
PO00596,SUP0110,2023-07-08,2023-09-17,194363.46,Draft,EMP0140,TND,Madrid-Central
PO00597,SUP0065,2024-01-20,2024-02-12,173424.46,Submitted,EMP0013,TND,London-Heathrow
PO00598,SUP0023,2022-08-08,2022-11-05,161376.59,Cancelled,EMP0041,TND,Amsterdam-Port
PO00599,SUP0025,2024-04-13,2024-06-26,194481.22,Approved,EMP0029,TND,Frankfurt-Main
PO00600,SUP0077,2022-10-13,2023-01-01,186977.9,Submitted,EMP0023,TND,Paris-CDG
