"  erp_inventory  ·  1,500 lignes  ·  7 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
INVI00742,PRD0379,Zurich-Center,4912,119,18289.15,2023-11-28
INVI00743,PRD0338,Singapore-Hub,3578,104,35817.74,2024-05-16
INVI00744,PRD0360,Zurich-Center,4127,93,23729.48,2023-01-30
INVI00745,PRD0175,Milan-North,4087,172,22999.76,2024-11-06
INVI00746,PRD0421,Zurich-Center,4379,267,33276.02,2024-02-04
INVI00747,PRD0228,New York-NJ,129,170,12489.08,2024-10-02
INVI00748,PRD0052,Paris-CDG,3022,200,8752.36,2023-10-07
INVI00749,PRD0374,Dubai-Jebel Ali,846,131,197.59,2023-10-15
INVI00750,PRD0419,Amsterdam-Port,4667,64,39010.13,2023-12-16
INVI00751,PRD0499,New York-NJ,208,273,5352.05,2023-12-31
INVI00752,PRD0393,Dubai-Jebel Ali,3357,208,25316.34,2024-01-28
INVI00753,PRD0218,Paris-CDG,3433,104,14301.91,2024-11-23
INVI00754,PRD0240,New York-NJ,140,282,19457.06,2023-03-25
INVI00755,PRD0409,London-Heathrow,713,64,3562.33,2023-10-25
INVI00756,PRD0067,New York-NJ,1353,219,5488.38,2023-11-15
INVI00757,PRD0430,Madrid-Central,850,184,953.11,2023-05-14
INVI00758,PRD0438,Madrid-Central,2828,199,11749.91,2024-05-28
INVI00759,PRD0179,Zurich-Center,1918,132,16223.08,2023-09-04
INVI00760,PRD0173,London-Heathrow,2264,214,9782,2024-04-09
INVI00761,PRD0392,Zurich-Center,2710,59,32921.82,2024-03-03
INVI00762,PRD0472,Milan-North,2643,167,35844.14,2024-05-12
INVI00763,PRD0449,Madrid-Central,4588,257,29984.39,2023-12-28
INVI00764,PRD0373,London-Heathrow,2705,69,6835.13,2023-12-05
INVI00765,PRD0481,Dubai-Jebel Ali,2379,157,18329.45,2024-08-29
INVI00766,PRD0433,Paris-CDG,674,218,19681.12,2023-11-29
INVI00767,PRD0396,London-Heathrow,1292,268,19222.18,2024-10-11
INVI00768,PRD0465,London-Heathrow,2242,194,27432.39,2024-03-14
INVI00769,PRD0168,London-Heathrow,1712,251,24974.44,2024-05-23
INVI00770,PRD0131,Zurich-Center,4618,207,2128.36,2023-03-03
INVI00771,PRD0420,Amsterdam-Port,4235,136,10782.81,2024-03-24
INVI00772,PRD0001,Paris-CDG,4589,117,30389.13,2023-12-17
INVI00773,PRD0293,Frankfurt-Main,1055,122,5757.22,2024-07-31
INVI00774,PRD0379,Milan-North,3848,277,12820.14,2024-12-12
INVI00775,PRD0279,Milan-North,566,231,39727.76,2024-11-22
INVI00776,PRD0483,Zurich-Center,3949,146,28223.21,2023-12-08
INVI00777,PRD0083,Zurich-Center,2329,156,2831.52,2023-05-14
INVI00778,PRD0371,New York-NJ,1372,55,10859.36,2024-06-07
INVI00779,PRD0182,London-Heathrow,183,151,31628.33,2023-07-29
INVI00780,PRD0135,New York-NJ,624,67,21097.86,2024-05-25
INVI00781,PRD0270,Singapore-Hub,1547,164,5774.04,2023-07-03
INVI00782,PRD0334,New York-NJ,2861,204,35726.2,2023-07-13
INVI00783,PRD0338,Amsterdam-Port,4158,60,11488.48,2024-12-29
INVI00784,PRD0489,Zurich-Center,540,173,3419.45,2024-01-29
INVI00785,PRD0025,Amsterdam-Port,1657,262,29524.64,2024-11-24
INVI00786,PRD0119,Paris-CDG,4133,258,14960.71,2023-10-16
INVI00787,PRD0045,Dubai-Jebel Ali,2468,113,16797.18,2024-03-16
INVI00788,PRD0028,London-Heathrow,130,211,24203.57,2023-07-23
INVI00789,PRD0045,Amsterdam-Port,3860,283,22141.94,2023-02-19
INVI00790,PRD0375,London-Heathrow,547,58,23222.47,2024-03-01
INVI00791,PRD0249,New York-NJ,4085,290,18318.26,2024-04-19
INVI00792,PRD0233,Amsterdam-Port,3408,137,30614.48,2024-04-12
INVI00793,PRD0194,Madrid-Central,2925,139,11965.83,2024-09-24
INVI00794,PRD0454,Paris-CDG,1704,114,35982.58,2024-05-31
INVI00795,PRD0057,Zurich-Center,2710,256,34437.47,2023-09-14
INVI00796,PRD0104,Milan-North,909,77,36071.67,2023-05-24
INVI00797,PRD0196,Zurich-Center,1673,196,12619.06,2023-07-30
INVI00798,PRD0121,Paris-CDG,4402,208,29268.71,2023-05-19
INVI00799,PRD0099,Amsterdam-Port,1544,217,37848.94,2023-03-26
INVI00800,PRD0106,Milan-North,572,129,38952.71,2024-06-16
INVI00801,PRD0162,Milan-North,233,168,933.06,2024-01-21
INVI00802,PRD0129,Paris-CDG,3540,85,32015.22,2024-03-08
INVI00803,PRD0008,New York-NJ,3604,122,28697.71,2023-11-24
INVI00804,PRD0324,Frankfurt-Main,2432,128,32602.36,2024-05-03
INVI00805,PRD0224,London-Heathrow,879,288,37451.72,2024-03-06
INVI00806,PRD0492,Madrid-Central,4607,112,29395.73,2023-09-19
INVI00807,PRD0339,London-Heathrow,3712,228,35152.44,2024-08-15
INVI00808,PRD0233,Amsterdam-Port,446,94,23333.63,2023-02-24
INVI00809,PRD0224,Zurich-Center,2680,261,19129.87,2023-06-22
INVI00810,PRD0177,London-Heathrow,275,90,9171.01,2024-01-05
INVI00811,PRD0260,Zurich-Center,1689,166,18494.64,2023-04-25
INVI00812,PRD0083,Milan-North,4474,96,21489.78,2024-06-27
INVI00813,PRD0393,Dubai-Jebel Ali,4936,278,3403.6,2024-11-16
INVI00814,PRD0456,Zurich-Center,2458,262,24141.95,2023-03-26
INVI00815,PRD0197,Milan-North,4770,67,29970.62,2024-12-18
INVI00816,PRD0299,Madrid-Central,2568,264,32663.66,2024-11-03
INVI00817,PRD0151,Madrid-Central,3543,114,30702.86,2023-05-28
INVI00818,PRD0122,Zurich-Center,48,57,10327.94,2024-01-15
INVI00819,PRD0087,Madrid-Central,1279,300,35044.33,2024-06-22
INVI00820,PRD0193,Singapore-Hub,4410,143,13222.74,2024-05-20
INVI00821,PRD0456,Paris-CDG,566,178,23525.14,2024-05-14
INVI00822,PRD0307,Milan-North,369,81,35733.75,2023-11-05
INVI00823,PRD0193,Singapore-Hub,356,241,37334.07,2024-11-26
INVI00824,PRD0386,Amsterdam-Port,3469,175,5747.25,2024-10-19
INVI00825,PRD0488,Milan-North,364,240,5144.43,2024-05-30
INVI00826,PRD0358,Paris-CDG,469,254,27653.87,2024-11-13
INVI00827,PRD0040,Singapore-Hub,3961,280,28449.19,2024-10-12
INVI00828,PRD0254,Amsterdam-Port,2210,229,34027.61,2023-02-13
INVI00829,PRD0345,Amsterdam-Port,867,155,3927.81,2024-11-10
INVI00830,PRD0153,Paris-CDG,3992,200,24730.95,2024-12-02
INVI00831,PRD0382,Frankfurt-Main,3156,276,10742.42,2024-05-07
INVI00832,PRD0166,London-Heathrow,3996,138,11557.48,2023-07-03
INVI00833,PRD0368,Dubai-Jebel Ali,1648,272,5037.57,2024-07-29
INVI00834,PRD0387,New York-NJ,4013,225,35966.54,2023-12-13
INVI00835,PRD0472,Frankfurt-Main,2908,224,2108.13,2024-02-05
INVI00836,PRD0267,Dubai-Jebel Ali,575,138,14355.78,2024-04-24
INVI00837,PRD0057,Milan-North,2988,263,16646.88,2024-03-02
INVI00838,PRD0042,New York-NJ,3396,193,39430.83,2023-11-05
INVI00839,PRD0023,Zurich-Center,1962,157,37370.2,2023-09-02
INVI00840,PRD0199,Madrid-Central,3336,213,585.76,2024-08-05
INVI00841,PRD0452,Milan-North,2568,80,27830.19,2023-04-30
INVI00842,PRD0443,Frankfurt-Main,1794,103,23488.76,2024-03-01
INVI00843,PRD0097,London-Heathrow,1078,116,36253.84,2023-03-18
INVI00844,PRD0262,London-Heathrow,3057,151,24287.52,2023-03-10
INVI00845,PRD0304,London-Heathrow,667,292,5830.07,2024-12-27
INVI00846,PRD0220,Zurich-Center,3694,266,29568.25,2023-11-16
INVI00847,PRD0286,New York-NJ,4749,174,22146.77,2024-06-22
INVI00848,PRD0247,Zurich-Center,4157,210,24268.55,2024-02-23
INVI00849,PRD0379,Amsterdam-Port,698,196,17005.8,2023-08-18
INVI00850,PRD0030,Milan-North,1327,176,25086.44,2023-09-24
INVI00851,PRD0363,Amsterdam-Port,3184,196,35004.64,2023-07-07
INVI00852,PRD0093,Milan-North,4615,237,3161.67,2023-09-14
INVI00853,PRD0069,Amsterdam-Port,35,290,4837.65,2024-05-09
INVI00854,PRD0145,New York-NJ,4803,284,28745.23,2023-01-11
INVI00855,PRD0057,Singapore-Hub,3198,102,38921.6,2024-09-12
INVI00856,PRD0047,Zurich-Center,4115,270,17021.39,2024-04-22
INVI00857,PRD0350,Paris-CDG,4293,142,26700.93,2023-08-20
INVI00858,PRD0416,New York-NJ,36,157,31528.91,2023-06-27
INVI00859,PRD0099,Paris-CDG,3385,98,13944.95,2024-04-26
INVI00860,PRD0106,Milan-North,4016,166,14961.06,2024-09-27
INVI00861,PRD0375,Madrid-Central,1361,246,24327.27,2023-11-13
INVI00862,PRD0410,Frankfurt-Main,15,254,11932.79,2023-01-09
INVI00863,PRD0430,Paris-CDG,1778,268,29784.81,2024-04-25
INVI00864,PRD0105,Paris-CDG,1785,242,5115.89,2024-06-20
INVI00865,PRD0090,Singapore-Hub,2495,271,27796.67,2024-01-26
INVI00866,PRD0106,Milan-North,1043,224,28990.61,2023-12-16
INVI00867,PRD0430,New York-NJ,662,79,22280.44,2024-12-08
INVI00868,PRD0386,London-Heathrow,105,297,9728.54,2024-07-07
INVI00869,PRD0002,New York-NJ,4773,134,20232.92,2024-02-27
INVI00870,PRD0495,London-Heathrow,549,193,13406.94,2024-10-27
INVI00871,PRD0496,Frankfurt-Main,843,74,26241.33,2023-06-17
INVI00872,PRD0258,Frankfurt-Main,3822,174,31810.85,2023-01-31
INVI00873,PRD0415,Amsterdam-Port,3205,158,15409.81,2023-08-23
INVI00874,PRD0201,Zurich-Center,2488,172,7023.97,2023-03-17
INVI00875,PRD0333,Amsterdam-Port,1297,156,38067.25,2023-12-01
INVI00876,PRD0298,Dubai-Jebel Ali,2292,136,426.63,2023-07-25
INVI00877,PRD0351,Singapore-Hub,403,233,6937.84,2024-11-10
INVI00878,PRD0308,Madrid-Central,252,263,9012.1,2024-01-05
INVI00879,PRD0112,Milan-North,1621,220,29695.8,2024-11-06
INVI00880,PRD0103,London-Heathrow,2055,239,13731.14,2024-12-06
INVI00881,PRD0230,Milan-North,3396,165,33222.08,2024-08-19
INVI00882,PRD0324,Milan-North,388,258,32253.4,2023-09-13
INVI00883,PRD0028,Milan-North,3299,178,18201.9,2023-03-05
INVI00884,PRD0234,Frankfurt-Main,1030,229,34327.78,2024-02-12
INVI00885,PRD0169,London-Heathrow,2326,267,34175.57,2023-10-27
INVI00886,PRD0408,Dubai-Jebel Ali,4944,68,20029.88,2023-06-13
INVI00887,PRD0410,Zurich-Center,4139,110,20316.98,2023-06-23
INVI00888,PRD0466,Paris-CDG,604,133,4849.74,2024-08-24
INVI00889,PRD0240,Singapore-Hub,4068,155,10744.51,2023-04-02
INVI00890,PRD0126,New York-NJ,695,154,34287.59,2024-03-27
INVI00891,PRD0212,Milan-North,1127,180,36091,2023-06-20
INVI00892,PRD0491,London-Heathrow,3168,77,33590.45,2024-11-02
INVI00893,PRD0168,Madrid-Central,4616,220,32587.9,2023-05-15
INVI00894,PRD0289,Madrid-Central,4603,269,10556.34,2023-10-31
INVI00895,PRD0098,Madrid-Central,2620,167,19220.71,2024-02-24
INVI00896,PRD0443,New York-NJ,629,234,35258.8,2024-07-09
INVI00897,PRD0275,New York-NJ,2811,210,13610.66,2023-02-04
INVI00898,PRD0363,Zurich-Center,740,228,14712.81,2023-12-21
INVI00899,PRD0369,New York-NJ,3633,181,7516.57,2023-08-02
INVI00900,PRD0289,Milan-North,4842,243,7547.01,2023-01-16
INVI00901,PRD0473,Frankfurt-Main,4744,249,11405.38,2023-06-07
INVI00902,PRD0327,Singapore-Hub,251,156,15326.81,2024-07-29
INVI00903,PRD0397,Milan-North,1882,154,1392.82,2024-06-27
INVI00904,PRD0253,Dubai-Jebel Ali,340,289,17544.87,2023-01-01
INVI00905,PRD0343,London-Heathrow,238,281,34319.49,2023-08-17
INVI00906,PRD0475,Amsterdam-Port,4510,290,21974.32,2023-03-10
INVI00907,PRD0081,Paris-CDG,4733,208,17088.4,2024-05-03
INVI00908,PRD0220,Amsterdam-Port,3628,91,37771.44,2023-07-24
INVI00909,PRD0332,Singapore-Hub,1831,125,30978.3,2024-05-30
INVI00910,PRD0115,New York-NJ,2962,157,19330.86,2024-04-16
INVI00911,PRD0328,Frankfurt-Main,4745,211,27866.85,2023-12-22
INVI00912,PRD0208,Milan-North,4017,256,11494.35,2023-07-18
INVI00913,PRD0302,New York-NJ,4006,172,1378.01,2023-09-24
INVI00914,PRD0201,Singapore-Hub,1648,203,9774.67,2024-02-06
INVI00915,PRD0129,Zurich-Center,46,201,37852,2023-12-16
INVI00916,PRD0139,New York-NJ,4503,217,21316.55,2023-09-04
INVI00917,PRD0368,Paris-CDG,2898,182,38724.89,2024-03-15
INVI00918,PRD0274,Frankfurt-Main,476,267,6449.9,2023-08-06
INVI00919,PRD0049,London-Heathrow,4831,255,7060.37,2024-03-05
INVI00920,PRD0066,Milan-North,2229,176,31098.66,2023-02-19
INVI00921,PRD0352,Paris-CDG,4616,133,20636.91,2023-11-10
INVI00922,PRD0008,Frankfurt-Main,2407,148,4903.56,2023-11-20
INVI00923,PRD0312,Singapore-Hub,106,60,1042.5,2024-08-16
INVI00924,PRD0344,Paris-CDG,286,165,8401.2,2024-06-02
INVI00925,PRD0481,Milan-North,2110,150,17652.3,2024-12-27
INVI00926,PRD0119,Madrid-Central,4064,122,9775.58,2024-02-16
INVI00927,PRD0386,Zurich-Center,1900,259,22958.03,2023-02-03
INVI00928,PRD0284,Zurich-Center,2263,76,8442.5,2024-08-11
INVI00929,PRD0272,Milan-North,4712,146,19922.48,2024-06-20
INVI00930,PRD0113,London-Heathrow,894,101,38363.09,2023-12-25
INVI00931,PRD0151,London-Heathrow,4436,213,10139.7,2024-12-27
INVI00932,PRD0090,Milan-North,555,76,3481.73,2024-08-19
INVI00933,PRD0336,Paris-CDG,1608,243,14147.84,2023-11-04
INVI00934,PRD0441,Paris-CDG,4733,125,6658.76,2024-08-14
INVI00935,PRD0145,Frankfurt-Main,1486,130,22597.39,2024-09-28
INVI00936,PRD0320,Zurich-Center,297,236,27335.99,2023-05-23
INVI00937,PRD0127,Dubai-Jebel Ali,4442,231,17917.38,2024-03-04
INVI00938,PRD0240,New York-NJ,3524,59,39749.9,2024-02-01
INVI00939,PRD0426,London-Heathrow,4289,197,37517.97,2023-03-14
INVI00940,PRD0458,Amsterdam-Port,2537,54,25913.67,2024-07-31
INVI00941,PRD0314,Singapore-Hub,4506,105,21359.45,2023-10-21
INVI00942,PRD0149,Amsterdam-Port,174,185,4014.79,2023-07-21
INVI00943,PRD0209,Amsterdam-Port,1319,226,30253.97,2024-11-11
INVI00944,PRD0105,Zurich-Center,3667,230,360.77,2024-01-30
INVI00945,PRD0386,New York-NJ,1985,180,6690.43,2023-01-05
INVI00946,PRD0242,Frankfurt-Main,2852,288,12370.51,2023-03-23
INVI00947,PRD0283,Milan-North,960,106,8946.05,2023-04-18
INVI00948,PRD0040,Singapore-Hub,4172,156,2278.09,2024-03-24
INVI00949,PRD0425,Singapore-Hub,3325,265,18103.74,2023-03-15
INVI00950,PRD0304,London-Heathrow,4576,191,24278.87,2023-02-04
INVI00951,PRD0448,Amsterdam-Port,483,285,6260.3,2024-03-30
INVI00952,PRD0164,Singapore-Hub,2210,58,14313.72,2024-10-01
INVI00953,PRD0386,London-Heathrow,1951,223,33441.71,2023-08-03
INVI00954,PRD0214,Paris-CDG,3097,162,19562.36,2024-05-08
INVI00955,PRD0057,Zurich-Center,1390,118,30389.72,2024-04-28
INVI00956,PRD0340,London-Heathrow,3096,132,13677.31,2024-04-21
INVI00957,PRD0033,Amsterdam-Port,3316,122,23055.98,2024-02-29
INVI00958,PRD0245,Madrid-Central,2977,74,27781.47,2023-11-13
INVI00959,PRD0162,Amsterdam-Port,3707,141,30625.39,2023-12-30
INVI00960,PRD0228,Madrid-Central,2434,223,32438.79,2024-06-14
INVI00961,PRD0273,London-Heathrow,2647,85,28817.62,2024-11-01
INVI00962,PRD0432,Zurich-Center,4697,297,1960.26,2023-04-26
INVI00963,PRD0418,Dubai-Jebel Ali,2992,292,4187.05,2023-04-16
INVI00964,PRD0420,Frankfurt-Main,2577,238,17322.57,2023-09-13
INVI00965,PRD0404,Amsterdam-Port,4451,271,13785.87,2023-11-24
INVI00966,PRD0236,New York-NJ,2349,238,16829.98,2023-02-07
INVI00967,PRD0333,Milan-North,493,219,16560.04,2024-06-28
INVI00968,PRD0005,Zurich-Center,4461,101,20170.11,2023-08-03
INVI00969,PRD0035,Zurich-Center,1829,116,17368.04,2024-12-20
INVI00970,PRD0031,London-Heathrow,3972,131,20375.63,2024-03-14
INVI00971,PRD0027,Amsterdam-Port,2451,241,29826.91,2023-12-19
INVI00972,PRD0193,Amsterdam-Port,1974,268,8278.62,2024-07-07
INVI00973,PRD0296,London-Heathrow,2000,126,24954.25,2024-01-04
INVI00974,PRD0071,Madrid-Central,2629,165,2162.79,2023-03-20
INVI00975,PRD0163,Milan-North,3854,268,21228.03,2024-10-15
INVI00976,PRD0069,New York-NJ,1575,187,21765.76,2024-10-17
INVI00977,PRD0104,London-Heathrow,2206,223,29564.64,2023-05-29
INVI00978,PRD0238,Frankfurt-Main,3092,78,26610.4,2024-11-18
INVI00979,PRD0200,London-Heathrow,4188,282,25284.85,2024-08-16
INVI00980,PRD0479,Singapore-Hub,2055,173,16730.31,2023-07-04
INVI00981,PRD0488,Amsterdam-Port,3845,56,8380.53,2024-07-23
INVI00982,PRD0177,Madrid-Central,3846,193,30301.83,2024-12-12
INVI00983,PRD0095,New York-NJ,4313,74,22840.49,2023-07-13
INVI00984,PRD0471,Frankfurt-Main,1269,95,28961.68,2023-10-15
INVI00985,PRD0047,London-Heathrow,1826,85,20426.94,2024-12-14
INVI00986,PRD0001,New York-NJ,1519,139,9641.31,2024-08-16
INVI00987,PRD0129,Frankfurt-Main,4110,142,10997.49,2024-01-12
INVI00988,PRD0143,Frankfurt-Main,4416,206,6584.18,2024-07-05
INVI00989,PRD0460,Dubai-Jebel Ali,1958,71,10465.93,2023-01-04
INVI00990,PRD0027,Amsterdam-Port,2843,152,9001.83,2023-07-27
INVI00991,PRD0464,London-Heathrow,4137,88,17255.08,2023-07-15
INVI00992,PRD0168,Madrid-Central,74,128,39354.48,2024-08-16
INVI00993,PRD0417,Dubai-Jebel Ali,3115,142,17732.29,2024-03-12
INVI00994,PRD0425,Dubai-Jebel Ali,4785,232,17478.72,2023-05-23
INVI00995,PRD0048,Amsterdam-Port,1210,249,29571.01,2024-01-11
INVI00996,PRD0031,Dubai-Jebel Ali,3422,94,34020.35,2024-02-22
INVI00997,PRD0465,Dubai-Jebel Ali,2570,148,11701.04,2024-10-02
INVI00998,PRD0108,Madrid-Central,3590,148,2040.54,2024-11-27
INVI00999,PRD0269,Dubai-Jebel Ali,1432,103,830.98,2023-06-24
INVI01000,PRD0436,Milan-North,4459,162,7100.19,2024-09-04
INVI01001,PRD0406,Madrid-Central,3236,169,37317.69,2024-11-11
INVI01002,PRD0110,New York-NJ,1714,69,15877.1,2023-09-07
INVI01003,PRD0009,Dubai-Jebel Ali,2404,149,1694.38,2024-04-25
INVI01004,PRD0081,New York-NJ,1247,181,30784.12,2023-08-30
INVI01005,PRD0484,Amsterdam-Port,3319,129,24354.43,2024-06-11
INVI01006,PRD0423,Madrid-Central,4092,122,22847.11,2024-10-08
INVI01007,PRD0047,New York-NJ,1962,115,34132.27,2024-12-25
INVI01008,PRD0114,Paris-CDG,1873,291,3818.79,2024-12-31
INVI01009,PRD0487,Frankfurt-Main,3180,155,9410.04,2024-01-20
INVI01010,PRD0221,London-Heathrow,1177,184,10979.38,2023-11-22
INVI01011,PRD0157,Frankfurt-Main,2376,242,126.37,2024-10-12
INVI01012,PRD0170,Singapore-Hub,3099,88,6530.4,2024-08-11
INVI01013,PRD0181,Frankfurt-Main,852,212,93.28,2023-11-16
INVI01014,PRD0270,New York-NJ,653,59,15318.34,2024-02-29
INVI01015,PRD0383,Paris-CDG,492,96,34654.88,2023-01-07
INVI01016,PRD0152,New York-NJ,4842,54,25492.95,2024-03-28
INVI01017,PRD0135,Zurich-Center,2748,101,20454.27,2024-10-11
INVI01018,PRD0320,Frankfurt-Main,3110,278,32829.5,2023-11-16
INVI01019,PRD0143,Frankfurt-Main,195,156,15566.68,2024-05-18
INVI01020,PRD0280,Dubai-Jebel Ali,2358,131,39470.31,2023-08-15
INVI01021,PRD0435,London-Heathrow,623,160,13978.85,2023-07-01
INVI01022,PRD0467,Madrid-Central,1252,279,8474.14,2024-06-21
INVI01023,PRD0293,Amsterdam-Port,2838,118,29706.58,2023-01-15
INVI01024,PRD0236,Frankfurt-Main,554,214,37001.69,2024-12-04
INVI01025,PRD0238,London-Heathrow,4225,145,978.65,2023-09-07
INVI01026,PRD0339,Paris-CDG,2834,213,37206.66,2023-02-01
INVI01027,PRD0431,New York-NJ,3553,163,3789.55,2024-07-07
INVI01028,PRD0174,Amsterdam-Port,1821,218,7984.04,2023-05-05
INVI01029,PRD0256,Frankfurt-Main,2086,166,23004.94,2023-11-21
INVI01030,PRD0183,Madrid-Central,540,93,22525.01,2024-07-19
INVI01031,PRD0356,London-Heathrow,2397,242,30342.31,2023-07-02
INVI01032,PRD0081,Paris-CDG,1473,179,38329.13,2024-07-16
INVI01033,PRD0037,Milan-North,1482,62,20370.26,2024-11-27
INVI01034,PRD0182,London-Heathrow,906,266,17630.69,2024-02-06
INVI01035,PRD0281,Paris-CDG,984,298,32617.56,2024-03-03
INVI01036,PRD0311,New York-NJ,1361,135,38595.12,2023-12-02
INVI01037,PRD0389,Paris-CDG,3909,238,9134.36,2024-12-30
INVI01038,PRD0070,Madrid-Central,4916,66,9282.72,2024-09-07
INVI01039,PRD0152,Amsterdam-Port,443,113,32737.06,2024-12-05
INVI01040,PRD0385,London-Heathrow,2993,61,29679.93,2023-06-22
INVI01041,PRD0250,Madrid-Central,4918,151,32567.07,2023-09-03
INVI01042,PRD0288,Amsterdam-Port,4143,295,11282.95,2023-02-18
INVI01043,PRD0389,Amsterdam-Port,3947,214,15731.53,2023-09-21
INVI01044,PRD0108,Zurich-Center,4784,201,10655.37,2024-07-29
INVI01045,PRD0388,Milan-North,4297,54,7659.27,2023-01-27
INVI01046,PRD0268,New York-NJ,2086,260,3859.23,2024-07-23
INVI01047,PRD0211,Amsterdam-Port,1048,201,25961,2024-06-11
INVI01048,PRD0164,Paris-CDG,2725,299,2307.9,2023-10-06
INVI01049,PRD0480,Dubai-Jebel Ali,4059,219,4250.19,2024-08-21
INVI01050,PRD0015,Milan-North,965,192,5027.79,2023-08-05
INVI01051,PRD0239,Singapore-Hub,1395,76,2392.97,2023-02-23
INVI01052,PRD0248,Madrid-Central,2366,115,18831.4,2024-12-08
INVI01053,PRD0119,Zurich-Center,878,227,2887.46,2023-05-08
INVI01054,PRD0249,Madrid-Central,80,57,8032.36,2023-09-20
INVI01055,PRD0183,New York-NJ,4324,223,35588.79,2024-12-05
INVI01056,PRD0142,Dubai-Jebel Ali,3245,134,26974.85,2024-05-13
INVI01057,PRD0387,Amsterdam-Port,3922,125,31233.71,2024-09-05
INVI01058,PRD0194,New York-NJ,3088,292,216.38,2023-05-19
INVI01059,PRD0113,New York-NJ,3100,236,2340.88,2023-10-27
INVI01060,PRD0436,Singapore-Hub,2157,76,5936.23,2024-07-25
INVI01061,PRD0055,Dubai-Jebel Ali,12,99,17465.53,2024-08-31
INVI01062,PRD0108,Dubai-Jebel Ali,1260,141,33610.96,2023-05-16
INVI01063,PRD0405,Dubai-Jebel Ali,4797,210,11295.93,2023-11-10
INVI01064,PRD0111,Zurich-Center,2023,248,14613.33,2024-02-16
INVI01065,PRD0010,London-Heathrow,3243,205,30970.72,2023-12-03
INVI01066,PRD0248,Singapore-Hub,3059,83,27603.84,2024-03-16
INVI01067,PRD0215,Dubai-Jebel Ali,2372,292,22365.6,2023-02-22
INVI01068,PRD0112,Frankfurt-Main,3500,100,16027.31,2024-06-19
INVI01069,PRD0036,Singapore-Hub,2581,88,10479.76,2024-10-25
INVI01070,PRD0284,Frankfurt-Main,2035,136,9779.3,2024-01-30
INVI01071,PRD0454,Madrid-Central,1283,206,33201.96,2024-06-11
INVI01072,PRD0118,Zurich-Center,1803,52,8383.53,2024-10-01
INVI01073,PRD0391,Milan-North,1968,203,14680.46,2024-12-15
INVI01074,PRD0452,New York-NJ,342,183,26145.47,2023-12-21
INVI01075,PRD0097,London-Heathrow,4915,256,22362.98,2024-04-24
INVI01076,PRD0451,Amsterdam-Port,2377,230,34605.75,2023-04-06
INVI01077,PRD0044,Madrid-Central,4934,175,33433.99,2023-11-08
INVI01078,PRD0234,Milan-North,2230,236,19587.98,2024-11-19
INVI01079,PRD0446,Singapore-Hub,3794,59,11032.87,2024-08-25
INVI01080,PRD0488,Zurich-Center,326,197,39317.56,2024-04-14
INVI01081,PRD0274,Frankfurt-Main,4941,129,14596.47,2024-02-03
INVI01082,PRD0441,Milan-North,4710,172,37833.4,2023-08-27
INVI01083,PRD0313,New York-NJ,770,249,37179.95,2024-11-10
INVI01084,PRD0103,Madrid-Central,173,137,18816.28,2024-02-16
INVI01085,PRD0278,Zurich-Center,791,286,2066.11,2023-01-21
INVI01086,PRD0151,Frankfurt-Main,4070,297,35348.59,2024-03-15
INVI01087,PRD0320,Madrid-Central,1757,58,18962.55,2024-12-31
INVI01088,PRD0467,London-Heathrow,852,279,27394.45,2024-11-07
INVI01089,PRD0407,Dubai-Jebel Ali,3738,219,18167.85,2023-03-11
INVI01090,PRD0347,New York-NJ,4720,200,4052.69,2023-11-24
INVI01091,PRD0260,Singapore-Hub,1483,109,16419,2023-11-12
INVI01092,PRD0391,Frankfurt-Main,972,58,10562.34,2023-12-06
INVI01093,PRD0226,Dubai-Jebel Ali,3437,165,37323.12,2023-04-24
INVI01094,PRD0482,London-Heathrow,3154,133,32372.49,2024-12-11
INVI01095,PRD0082,Dubai-Jebel Ali,546,191,38752.59,2024-08-23
INVI01096,PRD0431,Frankfurt-Main,1361,267,19631.95,2024-07-29
INVI01097,PRD0320,Dubai-Jebel Ali,4168,143,36473.61,2023-06-18
INVI01098,PRD0133,Zurich-Center,4771,66,24988.33,2024-02-19
INVI01099,PRD0014,Dubai-Jebel Ali,2393,75,28767.33,2023-12-23
INVI01100,PRD0347,Dubai-Jebel Ali,2742,274,14729.04,2024-04-21
INVI01101,PRD0366,Amsterdam-Port,505,230,31796.14,2023-08-08
INVI01102,PRD0234,New York-NJ,1664,81,21193.9,2024-01-13
INVI01103,PRD0290,New York-NJ,4047,55,19732.13,2023-05-07
INVI01104,PRD0223,Zurich-Center,2092,115,21906.52,2023-04-08
INVI01105,PRD0139,Madrid-Central,18,51,2383.21,2023-10-06
INVI01106,PRD0019,Singapore-Hub,3027,155,1824.53,2023-09-02
INVI01107,PRD0397,Frankfurt-Main,417,236,16923.89,2023-02-11
INVI01108,PRD0228,Zurich-Center,3983,90,23380.8,2024-06-20
INVI01109,PRD0380,London-Heathrow,1445,237,22481.41,2024-11-08
INVI01110,PRD0460,Milan-North,2502,89,18149.02,2023-07-31
INVI01111,PRD0381,Madrid-Central,2118,200,28453.04,2024-08-12
INVI01112,PRD0422,Zurich-Center,1222,279,34554.52,2023-04-28
INVI01113,PRD0409,Zurich-Center,3935,226,7812.35,2024-02-25
INVI01114,PRD0209,Milan-North,2259,164,29315.91,2024-01-11
