  crm_revenue_history  ·  2880 lignes  ·  8 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
REV001371,ACC0143,2022-03,1841912,1199115.94,263532.26,EUR,Product
REV001372,ACC0143,2022-04,1634673.77,1000527.6,459561.69,EUR,Product
REV001373,ACC0143,2022-05,1897017.64,1022534.8,461196,EUR,Service
REV001374,ACC0143,2022-06,1740679.54,1108888.66,180085.99,EUR,Consulting
REV001375,ACC0143,2022-07,1241765.89,714055.24,362089.97,EUR,Maintenance
REV001376,ACC0143,2022-08,1388696.91,1152912.55,292830.44,EUR,Product
REV001377,ACC0143,2022-09,1353556.18,997902.26,218111.76,EUR,Consulting
REV001378,ACC0143,2022-10,1233605.81,666007.49,301799.91,EUR,Product
REV001379,ACC0143,2022-11,1421480.8,993134.67,99600.03,EUR,Service
REV001380,ACC0143,2022-12,1494960.76,792030.69,322117.64,EUR,Product
REV001381,ACC0143,2023-01,1591631.83,950480.55,185808.28,EUR,Product
REV001382,ACC0143,2023-02,1699175.82,964441.3,172916.13,EUR,Service
REV001383,ACC0143,2023-03,1689599.76,976990.83,299125.99,EUR,Consulting
REV001384,ACC0143,2023-04,1511081.73,1304328.06,93010.81,EUR,Service
REV001385,ACC0143,2023-05,1561245.74,1399740.85,336214.37,EUR,Service
REV001386,ACC0143,2023-06,1487283.7,1204985.12,214621.15,EUR,Maintenance
REV001387,ACC0143,2023-07,1341727.46,871144.21,229161.3,EUR,Maintenance
REV001388,ACC0143,2023-08,1160969.73,773686.94,336234.58,EUR,Service
REV001389,ACC0143,2023-09,1102938.55,569908.93,205587.79,EUR,Maintenance
REV001390,ACC0143,2023-10,1124720.4,697238.63,197108.34,EUR,Maintenance
REV001391,ACC0143,2023-11,1225388.84,721690.47,130561.57,EUR,Maintenance
REV001392,ACC0143,2023-12,1394560.67,1062287.81,347191.66,EUR,Product
REV001393,ACC0143,2024-01,1551065.42,1041943.54,193305.64,EUR,Service
REV001394,ACC0143,2024-02,1451967.56,1142944.75,321133.96,EUR,Product
REV001395,ACC0143,2024-03,1449711.68,1120181.06,212710.28,EUR,Consulting
REV001396,ACC0143,2024-04,1434426.15,1271048.52,329673.49,EUR,Maintenance
REV001397,ACC0143,2024-05,1180207.32,894678.78,126715.34,EUR,Product
REV001398,ACC0143,2024-06,1339537.48,1047608.09,266629.26,EUR,Maintenance
REV001399,ACC0143,2024-07,816138.43,448348.2,54916.18,EUR,Consulting
REV001400,ACC0143,2024-08,990454.27,652553.29,184429.81,EUR,Service
REV001401,ACC0143,2024-09,977560.43,670429.27,51511.24,EUR,Product
REV001402,ACC0143,2024-10,1055921.09,632117.81,210751.58,EUR,Service
REV001403,ACC0143,2024-11,1105182.03,728524.12,93539.07,EUR,Consulting
REV001404,ACC0143,2024-12,1214088.7,608718.47,113587.78,EUR,Service
REV001405,ACC0041,2022-01,16870020.66,13541439.06,3164828.29,EUR,Service
REV001406,ACC0041,2022-02,17799576.33,8974293.88,4738422.89,EUR,Consulting
REV001407,ACC0041,2022-03,20314653.64,12041754.84,4940029.16,EUR,Service
REV001408,ACC0041,2022-04,19731089.19,12217826.03,4352890.2,EUR,Service
REV001409,ACC0041,2022-05,20794386.35,11084929.18,3162065.23,EUR,Service
REV001410,ACC0041,2022-06,19075824.67,10182377.85,2439313.44,EUR,Consulting
REV001411,ACC0041,2022-07,16349251.47,10642589.61,1707156.79,EUR,Maintenance
REV001412,ACC0041,2022-08,16353419.86,9242458.23,1150820.67,EUR,Product
REV001413,ACC0041,2022-09,16782476.17,13814039.95,1210130.35,EUR,Consulting
REV001414,ACC0041,2022-10,17350479.03,10968411.04,3093708.5,EUR,Service
REV001415,ACC0041,2022-11,19510543.29,15269214.21,3737543.91,EUR,Product
REV001416,ACC0041,2022-12,21447785.08,18121858.72,3505617.91,EUR,Service
REV001417,ACC0041,2023-01,26282369.92,18323481.88,6945249.63,EUR,Maintenance
REV001418,ACC0041,2023-02,25401099.22,17783990.57,7033276.57,EUR,Consulting
REV001419,ACC0041,2023-03,27577810.15,17136462.69,2272201.09,EUR,Consulting
REV001420,ACC0041,2023-04,25896716.91,13914022.89,3833752.63,EUR,Service
REV001421,ACC0041,2023-05,25106608.11,14881781.77,5238446.15,EUR,Service
REV001422,ACC0041,2023-06,23484488.42,15360591.95,2694067.84,EUR,Maintenance
REV001423,ACC0041,2023-07,24045919.08,16385327.13,6208225.5,EUR,Service
REV001424,ACC0041,2023-08,23239956.84,12183696.23,3414959,EUR,Product
REV001425,ACC0041,2023-09,20592817.61,12970158.85,5941896.87,EUR,Maintenance
REV001426,ACC0041,2023-10,26063688.34,17775920.41,5440940.8,EUR,Maintenance
REV001427,ACC0041,2023-11,23601303.8,19756732.07,4950684.74,EUR,Service
REV001428,ACC0041,2023-12,27935473.17,15946094.12,5448423.79,EUR,Service
REV001429,ACC0041,2024-01,32356659.91,26904138.29,7484859.17,EUR,Service
REV001430,ACC0041,2024-02,33037659.12,29469911.12,9866241.49,EUR,Service
REV001431,ACC0041,2024-03,31103416.22,25249524.52,3904992.49,EUR,Product
REV001432,ACC0041,2024-04,33745027.73,20968763.01,9054178.06,EUR,Service
REV001433,ACC0041,2024-05,33495360.02,27492895.21,8739754.17,EUR,Service
REV001434,ACC0041,2024-06,34601732.3,29154668.84,9040788.31,EUR,Product
REV001435,ACC0041,2024-07,30239051.15,15742019.03,6005108.84,EUR,Maintenance
REV001436,ACC0041,2024-08,30975699.93,22670760.37,8439107.54,EUR,Maintenance
REV001437,ACC0041,2024-09,27876699.81,18549786.65,2211786.2,EUR,Product
REV001438,ACC0041,2024-10,22968663.78,15826846.9,2909402.87,EUR,Service
REV001439,ACC0041,2024-11,34255060.55,21100158.24,8077169.66,EUR,Service
REV001440,ACC0041,2024-12,33553350.99,27382874.43,2950184.12,EUR,Service
REV001441,ACC0186,2022-01,11112103.1,6871916.97,1494170.47,EUR,Consulting
REV001442,ACC0186,2022-02,10921029.57,7994062.64,2208382.54,EUR,Product
REV001443,ACC0186,2022-03,10501040.26,8128986.09,1912304.36,EUR,Service
REV001444,ACC0186,2022-04,10333410.1,6733068.57,2041191.45,EUR,Service
REV001445,ACC0186,2022-05,12393868.43,10768630.42,3575190.51,EUR,Maintenance
REV001446,ACC0186,2022-06,10352783.72,5723916.55,1578196.68,EUR,Service
REV001447,ACC0186,2022-07,10508970.31,5396440.39,2541935.31,EUR,Service
REV001448,ACC0186,2022-08,8929787.1,6594266.97,1492139.25,EUR,Maintenance
REV001449,ACC0186,2022-09,9954060.09,5793743.18,1903716.02,EUR,Maintenance
REV001450,ACC0186,2022-10,10366842.63,7125901.64,994536.9,EUR,Maintenance
REV001451,ACC0186,2022-11,11286940.62,9069279.29,1817308.19,EUR,Maintenance
REV001452,ACC0186,2022-12,13820907.05,11108080.73,4106039.42,EUR,Product
REV001453,ACC0186,2023-01,14203331.03,10248547.79,2199538.43,EUR,Product
REV001454,ACC0186,2023-02,14083854.52,12488637.05,3003938.48,EUR,Product
REV001455,ACC0186,2023-03,13111506.84,7613674.95,1415479.87,EUR,Maintenance
REV001456,ACC0186,2023-04,14249539.71,7940399.42,2909694.01,EUR,Consulting
REV001457,ACC0186,2023-05,13343357.89,8017923.24,1931735.34,EUR,Maintenance
REV001458,ACC0186,2023-06,13781207.44,11490872.57,3968756.15,EUR,Service
REV001459,ACC0186,2023-07,10258662.22,9170877.48,1176130.08,EUR,Product
REV001460,ACC0186,2023-08,12388717.66,7898004.91,1023663.46,EUR,Service
REV001461,ACC0186,2023-09,11015057.76,7876584.66,1629644.18,EUR,Maintenance
REV001462,ACC0186,2023-10,11581055.87,8133830.97,1280980.88,EUR,Maintenance
REV001463,ACC0186,2023-11,12595325.42,6542315.07,3103078.45,EUR,Consulting
REV001464,ACC0186,2023-12,13971046.57,11612890.37,1873278.96,EUR,Service
REV001465,ACC0186,2024-01,16887228.86,13711567.77,2282489.28,EUR,Product
REV001466,ACC0186,2024-02,18202724.14,14668983.39,3277774.31,EUR,Product
REV001467,ACC0186,2024-03,16481754.89,9340003.42,2266501.76,EUR,Service
REV001468,ACC0186,2024-04,18395631.09,11581767.76,5401079.31,EUR,Service
REV001469,ACC0186,2024-05,18135403.83,16273680.47,5307430.09,EUR,Service
REV001470,ACC0186,2024-06,15822421.44,13351844.24,4553679.35,EUR,Service
REV001471,ACC0186,2024-07,13182188.69,9952772.01,2131000.1,EUR,Service
REV001472,ACC0186,2024-08,13637320.94,10757700.88,3923986.94,EUR,Product
REV001473,ACC0186,2024-09,13366815.59,8015311.71,919505.75,EUR,Service
REV001474,ACC0186,2024-10,14591571.3,12950538.05,4025694.07,EUR,Service
REV001475,ACC0186,2024-11,14984868.32,13273345.01,4205142.32,EUR,Consulting
REV001476,ACC0186,2024-12,17096675.35,12240847.43,2872136.05,EUR,Service
REV001477,ACC0047,2022-01,38948331.4,33802252.84,7004804.7,EUR,Product
REV001478,ACC0047,2022-02,47181433.72,38715928.99,11861008.67,EUR,Service
REV001479,ACC0047,2022-03,46542121.57,38112478.63,4347978.31,EUR,Maintenance
REV001480,ACC0047,2022-04,42024954.05,27607063.7,5257500.98,EUR,Service
REV001481,ACC0047,2022-05,46573374.65,27654427.49,11180424.24,EUR,Service
REV001482,ACC0047,2022-06,39016902.18,19811005.9,2717340.85,EUR,Product
REV001483,ACC0047,2022-07,39878799.68,28346984.13,5106674.29,EUR,Maintenance
REV001484,ACC0047,2022-08,38361919.39,29632367.17,8925116.6,EUR,Maintenance
REV001485,ACC0047,2022-09,37952320.42,19031213.11,8759001.8,EUR,Service
REV001486,ACC0047,2022-10,36473504.95,19211663.58,4335120.25,EUR,Service
REV001487,ACC0047,2022-11,49187640.62,27298925.65,13094836.49,EUR,Product
REV001488,ACC0047,2022-12,47207383.29,31441107.16,12680447.8,EUR,Service
REV001489,ACC0047,2023-01,46812398.77,37257453.53,11468089.04,EUR,Service
REV001490,ACC0047,2023-02,46852500.68,31809408.7,5572811.36,EUR,Maintenance
REV001491,ACC0047,2023-03,57087598.19,33791560.44,13148852.17,EUR,Product
REV001492,ACC0047,2023-04,45950487.21,28348779.03,8533613.35,EUR,Consulting
REV001493,ACC0047,2023-05,49403112.47,28429303.8,2635616.85,EUR,Consulting
REV001494,ACC0047,2023-06,43324871.76,37295554.95,9626726.75,EUR,Product
REV001495,ACC0047,2023-07,44392645.88,31694728.11,9369779.66,EUR,Service
REV001496,ACC0047,2023-08,44239871.99,28058218.33,13026687.42,EUR,Product
REV001497,ACC0047,2023-09,35321877.39,19562416.59,6052638.23,EUR,Product
REV001498,ACC0047,2023-10,41465681.74,32404514.94,8510424.8,EUR,Service
REV001499,ACC0047,2023-11,43329329.6,23322510.51,2646174.27,EUR,Product
REV001500,ACC0047,2023-12,45390684.26,38074129.28,7754854.42,EUR,Product
REV001501,ACC0047,2024-01,57177234.06,42709682.35,7867552.49,EUR,Service
REV001502,ACC0047,2024-02,66651984.63,37451414.49,15393652.17,EUR,Service
REV001503,ACC0047,2024-03,62231350.44,37046943.58,14080340.42,EUR,Consulting
REV001504,ACC0047,2024-04,58678880.34,35645131.4,12431784.1,EUR,Product
REV001505,ACC0047,2024-05,56828012.38,39248089.93,7678399.97,EUR,Product
REV001506,ACC0047,2024-06,56519821.99,50069022.88,11750934.62,EUR,Service
REV001507,ACC0047,2024-07,47716082.44,30017499.06,3875654.7,EUR,Service
REV001508,ACC0047,2024-08,48399897,32788640.83,5837298.77,EUR,Product
REV001509,ACC0047,2024-09,51394146.7,26095835.71,12688676.05,EUR,Service
REV001510,ACC0047,2024-10,51014562.2,43040198.33,15239567.7,EUR,Consulting
REV001511,ACC0047,2024-11,50138838.4,43415025.54,6255155.07,EUR,Maintenance
REV001512,ACC0047,2024-12,58936269.8,33203546.84,4866456.91,EUR,Service
REV001513,ACC0090,2022-01,30304863.29,21763905.48,6766323.08,EUR,Product
REV001514,ACC0090,2022-02,31522661.92,27964967.86,8786419.81,EUR,Maintenance
REV001515,ACC0090,2022-03,30641364.02,18208746.23,8610255.99,EUR,Service
REV001516,ACC0090,2022-04,37136933.19,31668423.25,4251092.38,EUR,Product
REV001517,ACC0090,2022-05,31839563,19813334.75,6604039.39,EUR,Service
REV001518,ACC0090,2022-06,30985169.04,21923767.44,2825777.06,EUR,Consulting
REV001519,ACC0090,2022-07,35667041.25,23203432.64,6032660.29,EUR,Service
REV001520,ACC0090,2022-08,26163899.9,16298908.04,7157966.37,EUR,Consulting
REV001521,ACC0090,2022-09,30889133.33,23445957.35,7991928.71,EUR,Service
REV001522,ACC0090,2022-10,26219181.62,15483941.34,7394437.06,EUR,Service
REV001523,ACC0090,2022-11,30219325.88,22854361.38,2458047.95,EUR,Service
REV001524,ACC0090,2022-12,39795200.22,29870026.03,9162794.98,EUR,Service
REV001525,ACC0090,2023-01,32284585.58,16264764.58,2145435.97,EUR,Maintenance
REV001526,ACC0090,2023-02,36857369.93,20307597,9942101.66,EUR,Service
REV001527,ACC0090,2023-03,42115986.68,32758198.98,12308454.94,EUR,Maintenance
REV001528,ACC0090,2023-04,43247291.66,24284041.39,2519727.34,EUR,Service
REV001529,ACC0090,2023-05,41619246.63,30791506.09,2632951.55,EUR,Maintenance
REV001530,ACC0090,2023-06,37005741.49,30791503.56,10866203.13,EUR,Consulting
REV001531,ACC0090,2023-07,32880847.17,25367835.47,2863169.49,EUR,Product
REV001532,ACC0090,2023-08,34566269.29,23644915.8,8810875.17,EUR,Service
REV001533,ACC0090,2023-09,32480886.96,28082229.98,3724133.95,EUR,Consulting
REV001534,ACC0090,2023-10,32399422.26,26411484.27,8738140.46,EUR,Service
REV001535,ACC0090,2023-11,39987847.82,28338641.69,3257747.2,EUR,Service
REV001536,ACC0090,2023-12,41545462.67,30923441.72,12308387.61,EUR,Product
REV001537,ACC0090,2024-01,53035396.63,43512941.11,4820704.16,EUR,Service
REV001538,ACC0090,2024-02,41677224.71,36889798.28,8829119.2,EUR,Service
REV001539,ACC0090,2024-03,42094062.5,28072636.37,6476576.7,EUR,Maintenance
REV001540,ACC0090,2024-04,48837228.02,26028679.28,6750668.57,EUR,Consulting
REV001541,ACC0090,2024-05,39141853.21,19882168.32,3608983.83,EUR,Service
REV001542,ACC0090,2024-06,47557836.97,32624168.36,11644208.54,EUR,Service
REV001543,ACC0090,2024-07,37241178.49,18778458.67,8562705.04,EUR,Product
REV001544,ACC0090,2024-08,34352833.08,26838783.03,7181072.92,EUR,Service
REV001545,ACC0090,2024-09,36046974.75,30170263.41,5466336.58,EUR,Consulting
REV001546,ACC0090,2024-10,37254113.46,25356790.29,6416001.36,EUR,Maintenance
REV001547,ACC0090,2024-11,39542165.42,30932489.96,5121688,EUR,Maintenance
REV001548,ACC0090,2024-12,53450430.96,30488897.84,5994256.06,EUR,Service
REV001549,ACC0003,2022-01,33111193.4,18457612.98,7494134.72,EUR,Product
REV001550,ACC0003,2022-02,27258553.02,22476582.78,3186793.79,EUR,Service
REV001551,ACC0003,2022-03,36848035.93,27591408.52,4659222.46,EUR,Product
REV001552,ACC0003,2022-04,30620608.73,18705230.93,8066016.77,EUR,Maintenance
REV001553,ACC0003,2022-05,30935892.68,23781891.21,8237659.19,EUR,Maintenance
REV001554,ACC0003,2022-06,29953559.54,20593789.51,6693970.68,EUR,Service
REV001555,ACC0003,2022-07,27191673.47,15750809.67,6983062.94,EUR,Maintenance
REV001556,ACC0003,2022-08,28312507.87,14379286.52,4823049.11,EUR,Product
REV001557,ACC0003,2022-09,27570474.19,16526316.92,7569102.94,EUR,Maintenance
REV001558,ACC0003,2022-10,33700203.56,22553532.22,2539907.37,EUR,Product
REV001559,ACC0003,2022-11,31760758.52,19604268.02,5364813.83,EUR,Product
REV001560,ACC0003,2022-12,30164804.13,17385514.07,7683969.59,EUR,Product
REV001561,ACC0003,2023-01,32472500.74,19376049.17,4439321.64,EUR,Service
REV001562,ACC0003,2023-02,38052781.15,22809417.14,3159037.33,EUR,Product
REV001563,ACC0003,2023-03,38660481.98,19768454.74,8782712.15,EUR,Service
REV001564,ACC0003,2023-04,35600940.55,24901523.53,8935585.24,EUR,Consulting
REV001565,ACC0003,2023-05,39256169.5,23817081.5,11753953.86,EUR,Product
REV001566,ACC0003,2023-06,37574623.17,31079017.8,8220422.56,EUR,Consulting
REV001567,ACC0003,2023-07,36380098.99,23912933.95,2466629.11,EUR,Service
REV001568,ACC0003,2023-08,32809070.35,27636404.5,2719838.34,EUR,Product
REV001569,ACC0003,2023-09,33567978.09,27536274.13,1977097.88,EUR,Service
REV001570,ACC0003,2023-10,27654434.77,23168669.84,7067751.32,EUR,Maintenance
REV001571,ACC0003,2023-11,32815484.77,28036579.28,9052304.56,EUR,Service
REV001572,ACC0003,2023-12,36014653.02,22474013.3,10453235.04,EUR,Consulting
REV001573,ACC0003,2024-01,34233295.5,30455398,6987618.07,EUR,Consulting
REV001574,ACC0003,2024-02,45659629.58,38506071.64,5867935.45,EUR,Service
REV001575,ACC0003,2024-03,46219216.6,25351729.9,13077961.97,EUR,Service
REV001576,ACC0003,2024-04,43560232.14,32788720.91,3609628.73,EUR,Product
REV001577,ACC0003,2024-05,49027089.63,29338425.56,12745763.11,EUR,Service
REV001578,ACC0003,2024-06,38299587.71,32203429.04,8343096.07,EUR,Consulting
REV001579,ACC0003,2024-07,34277448.04,26148662.67,9355834.97,EUR,Maintenance
REV001580,ACC0003,2024-08,34124557.48,28992234.97,1712846.93,EUR,Service
REV001581,ACC0003,2024-09,34963004.12,18504625.17,2111202.05,EUR,Product
REV001582,ACC0003,2024-10,33260917.72,21758125.6,8387369.76,EUR,Maintenance
REV001583,ACC0003,2024-11,40721533.7,27202422.84,6570343.95,EUR,Consulting
REV001584,ACC0003,2024-12,38899468.23,30228471.62,6053323.33,EUR,Consulting
REV001585,ACC0028,2022-01,4137580.54,3302058.89,820131.22,EUR,Product
REV001586,ACC0028,2022-02,4170445.37,3343546.65,972479.22,EUR,Maintenance
REV001587,ACC0028,2022-03,4180596.64,3315513.38,836010.34,EUR,Service
REV001588,ACC0028,2022-04,3646700.97,1966539.22,723776.06,EUR,Product
REV001589,ACC0028,2022-05,3838048.01,3146045.94,1051463.2,EUR,Maintenance
REV001590,ACC0028,2022-06,3472396.78,2462627.58,527484.66,EUR,Service
REV001591,ACC0028,2022-07,3531327.71,2765342.53,824440.63,EUR,Product
REV001592,ACC0028,2022-08,3328238.32,2223881.03,662223.34,EUR,Consulting
REV001593,ACC0028,2022-09,2970146.17,2230829.87,639203.94,EUR,Service
REV001594,ACC0028,2022-10,3740495.09,2672662.78,336936.46,EUR,Service
REV001595,ACC0028,2022-11,3520115.02,2497881.23,186593.84,EUR,Consulting
REV001596,ACC0028,2022-12,3826953.76,1916198,802051.57,EUR,Service
REV001597,ACC0028,2023-01,4008492.24,3083700.32,1146067.63,EUR,Product
REV001598,ACC0028,2023-02,4591928.33,2683115.77,711720.15,EUR,Product
REV001599,ACC0028,2023-03,4784094.89,3379034.98,1108895.48,EUR,Maintenance
REV001600,ACC0028,2023-04,4994551.23,2596601,749610.08,EUR,Service
REV001601,ACC0028,2023-05,4453377.77,3801951.81,1069072.36,EUR,Service
REV001602,ACC0028,2023-06,4428446.24,3350639.01,605235.14,EUR,Product
REV001603,ACC0028,2023-07,3822021.02,2749752.58,584440.62,EUR,Consulting
REV001604,ACC0028,2023-08,3630845.27,2634975.07,1038257.75,EUR,Service
REV001605,ACC0028,2023-09,3934236.12,2777731.47,607698.16,EUR,Service
REV001606,ACC0028,2023-10,3911315.39,2724502.55,294303.26,EUR,Service
REV001607,ACC0028,2023-11,3790168.58,2432262.49,232558.88,EUR,Maintenance
REV001608,ACC0028,2023-12,4556840.1,2656142.4,573786.15,EUR,Consulting
REV001609,ACC0028,2024-01,4073741.29,2182555.5,253401.5,EUR,Service
REV001610,ACC0028,2024-02,4545317.43,2539104.57,1045149.34,EUR,Product
REV001611,ACC0028,2024-03,5393735,3838734.1,1565969.62,EUR,Service
REV001612,ACC0028,2024-04,5163624.74,4173304.24,1166341.3,EUR,Service
REV001613,ACC0028,2024-05,4674531.16,2789674.56,1024899,EUR,Product
REV001614,ACC0028,2024-06,4176320.85,2269020.8,1026085.22,EUR,Maintenance
REV001615,ACC0028,2024-07,4360157.99,2367969,526675.81,EUR,Service
REV001616,ACC0028,2024-08,4498258.6,2507468.46,972508.16,EUR,Product
REV001617,ACC0028,2024-09,4601412.91,2990823.63,1171133.8,EUR,Service
REV001618,ACC0028,2024-10,4331469.48,2758455.65,855307.11,EUR,Product
REV001619,ACC0028,2024-11,4547247.84,4080750.9,1045777.42,EUR,Maintenance
REV001620,ACC0028,2024-12,4517397.98,2635957.47,1182017.71,EUR,Service
REV001621,ACC0137,2022-01,21671653.42,15347244.22,3675026.81,EUR,Service
REV001622,ACC0137,2022-02,25313220.67,14703922.21,6287515.31,EUR,Product
REV001623,ACC0137,2022-03,25619658.22,18201761.97,6228439.96,EUR,Product
REV001624,ACC0137,2022-04,25361658.85,14947163.8,2265991.2,EUR,Service
REV001625,ACC0137,2022-05,23700005.87,20731233.21,7026552.91,EUR,Service
REV001626,ACC0137,2022-06,23483488.75,15853073,4509645.1,EUR,Consulting
REV001627,ACC0137,2022-07,20355852.56,13538893.94,6057747.16,EUR,Service
REV001628,ACC0137,2022-08,18077850.18,12629408.58,1783612.31,EUR,Product
REV001629,ACC0137,2022-09,20385436.15,15131175.11,2943616.77,EUR,Product
REV001630,ACC0137,2022-10,21333096.03,16058158.48,1363647.73,EUR,Product
REV001631,ACC0137,2022-11,23634113.8,14178688.18,1947683.05,EUR,Consulting
REV001632,ACC0137,2022-12,22678714.04,18084533.33,3694407.37,EUR,Maintenance
REV001633,ACC0137,2023-01,26885552.93,23696430.41,2584052.5,EUR,Product
REV001634,ACC0137,2023-02,24625743.07,12741161.43,2846702.15,EUR,Consulting
REV001635,ACC0137,2023-03,29206393.83,24543191.3,2672397.98,EUR,Consulting
REV001636,ACC0137,2023-04,27126322.37,14316727.53,4086220.62,EUR,Product
REV001637,ACC0137,2023-05,25549727,18316752.24,2010498.28,EUR,Product
REV001638,ACC0137,2023-06,22182899,16001192.85,5386696.19,EUR,Service
REV001639,ACC0137,2023-07,21510329.51,16039920.24,4214428.61,EUR,Service
REV001640,ACC0137,2023-08,21572216.43,11998769.37,3186799.14,EUR,Service
REV001641,ACC0137,2023-09,21645253.2,15598914.18,5476346.94,EUR,Consulting
REV001642,ACC0137,2023-10,21319849.63,11894323.84,5325936.85,EUR,Product
REV001643,ACC0137,2023-11,24204638.6,17478860.78,2729448.82,EUR,Service
REV001644,ACC0137,2023-12,22717929.75,13579109.71,3756917.79,EUR,Service
REV001645,ACC0137,2024-01,29540035.36,18317225.48,1783866.42,EUR,Consulting
REV001646,ACC0137,2024-02,31418181.52,27188035.01,1818847,EUR,Product
REV001647,ACC0137,2024-03,25597178.86,19751192.33,5319723.77,EUR,Maintenance
REV001648,ACC0137,2024-04,33030211.21,24498940.74,3703812.93,EUR,Service
REV001649,ACC0137,2024-05,26269132.6,13201827.02,1873447.36,EUR,Product
REV001650,ACC0137,2024-06,29784333.98,25297115.94,5717556.43,EUR,Maintenance
REV001651,ACC0137,2024-07,23149707.49,19268143,5871823.24,EUR,Maintenance
REV001652,ACC0137,2024-08,21056751.89,17662394.28,3044622.52,EUR,Maintenance
REV001653,ACC0137,2024-09,20972945,15513666.2,5706690.39,EUR,Maintenance
REV001654,ACC0137,2024-10,21655613.46,17558914.14,2649921.79,EUR,Consulting
REV001655,ACC0137,2024-11,26747847.51,15732489.57,1862265.16,EUR,Product
REV001656,ACC0137,2024-12,27714605.88,15086327.46,7329580.25,EUR,Consulting
REV001657,ACC0159,2022-01,29097702.43,18180831.89,8356695.25,EUR,Service
REV001658,ACC0159,2022-02,38139557.53,21458419.19,7972892.25,EUR,Service
REV001659,ACC0159,2022-03,37985570.56,27915540.78,1920421.79,EUR,Service
REV001660,ACC0159,2022-04,38328383.04,19185096.81,9053548.84,EUR,Maintenance
REV001661,ACC0159,2022-05,35208422.33,28964872.74,9706389.36,EUR,Service
REV001662,ACC0159,2022-06,31372242.25,21443194.87,3236675.27,EUR,Product
REV001663,ACC0159,2022-07,35198761.48,19071624.75,8881740.6,EUR,Service
REV001664,ACC0159,2022-08,31119686.49,21457661.87,8918637.13,EUR,Product
REV001665,ACC0159,2022-09,28367725.99,17907095.89,8345194.13,EUR,Service
REV001666,ACC0159,2022-10,31281655.72,18990831.07,3304000.65,EUR,Consulting
REV001667,ACC0159,2022-11,30293699.25,26505279.47,3525615.88,EUR,Service
REV001668,ACC0159,2022-12,30702338.81,21801888.15,1563593.06,EUR,Consulting
REV001669,ACC0159,2023-01,36398597.37,21794493.17,2789430.37,EUR,Product
REV001670,ACC0159,2023-02,42505760.71,26165365.37,4099915.76,EUR,Service
REV001671,ACC0159,2023-03,31182662.16,27608777.18,2111131.5,EUR,Maintenance
REV001672,ACC0159,2023-04,46364134.57,37259656.57,7544838.85,EUR,Product
REV001673,ACC0159,2023-05,43060383.04,22656093.58,9106235.09,EUR,Product
REV001674,ACC0159,2023-06,32697178.36,19506298.07,7237889.08,EUR,Product
REV001675,ACC0159,2023-07,38719256.82,19774113.79,7103196.91,EUR,Service
REV001676,ACC0159,2023-08,35102742.24,18879955.06,4581953.6,EUR,Service
REV001677,ACC0159,2023-09,38966761.67,25538775.37,4759988.86,EUR,Product
REV001678,ACC0159,2023-10,30981276.09,20447712.97,6191972.86,EUR,Consulting
REV001679,ACC0159,2023-11,43954313.32,28633088.43,9181810.09,EUR,Service
REV001680,ACC0159,2023-12,42298702.02,25418569.63,2848144.83,EUR,Product
REV001681,ACC0159,2024-01,49044014.11,37266219.92,7421432.3,EUR,Product
REV001682,ACC0159,2024-02,62387649.89,42573205.08,10427086.74,EUR,Maintenance
REV001683,ACC0159,2024-03,54053824.31,36638023.38,15536206.67,EUR,Maintenance
REV001684,ACC0159,2024-04,55676667.51,40624413.88,7097972.21,EUR,Product
REV001685,ACC0159,2024-05,57856016.08,33602517.7,17215497.55,EUR,Product
REV001686,ACC0159,2024-06,48341384.92,41282907.49,7763019.1,EUR,Service
REV001687,ACC0159,2024-07,47008008.71,37773560.98,12129798.29,EUR,Consulting
REV001688,ACC0159,2024-08,45180422.46,39251190.31,5286668.82,EUR,Product
REV001689,ACC0159,2024-09,45846200.2,40249537.72,11577927.31,EUR,Service
REV001690,ACC0159,2024-10,43536068.68,25728939.25,4715974.07,EUR,Maintenance
REV001691,ACC0159,2024-11,48409966.82,30073008.63,9254105.32,EUR,Service
REV001692,ACC0159,2024-12,54706417.57,47925517.43,5864689.21,EUR,Consulting
REV001693,ACC0091,2022-01,30260694.83,23357698.02,7705458.64,EUR,Maintenance
REV001694,ACC0091,2022-02,30657437.52,26076407.98,7335798.1,EUR,Service
REV001695,ACC0091,2022-03,40170729.02,31248517.43,7890199.88,EUR,Product
REV001696,ACC0091,2022-04,29605796.55,17342392.8,4336633.59,EUR,Product
REV001697,ACC0091,2022-05,28314174.17,22534675.76,4796580.57,EUR,Maintenance
REV001698,ACC0091,2022-06,32368177.16,18986601.93,6214083.21,EUR,Service
REV001699,ACC0091,2022-07,37080690.17,24882209.85,10318060.05,EUR,Product
REV001700,ACC0091,2022-08,24411925.77,21278356.84,2417245.23,EUR,Maintenance
REV001701,ACC0091,2022-09,27696519.74,20054025.16,3801319.52,EUR,Service
REV001702,ACC0091,2022-10,32272670.66,19281001.51,6629888.73,EUR,Consulting
REV001703,ACC0091,2022-11,25519667.05,19485317.97,3751520.5,EUR,Service
REV001704,ACC0091,2022-12,36790622.93,32979599.4,10659704.86,EUR,Product
REV001705,ACC0091,2023-01,38608631.92,22404715.78,3130850.86,EUR,Maintenance
